timestamp,code,low,open,close,high,volume,turnover,securityId,factor
2016-09-19,600977,29.21,29.21,29.48,29.68,19147692,563892631,stock_sh_600977,1
2016-09-20,600977,29.42,29.49,29.96,30.47,32374100,972022750,stock_sh_600977,1
2016-09-21,600977,29.28,29.74,29.33,29.95,21105590,624480283,stock_sh_600977,1
2016-09-22,600977,29.15,29.6,29.22,29.6,19332371,567323287,stock_sh_600977,1
2016-09-23,600977,28.49,29.34,28.52,29.49,25807973,748204523,stock_sh_600977,1
2016-09-26,600977,26.67,28.3,26.7,28.3,34072654,933675991,stock_sh_600977,1
2016-09-27,600977,26.38,26.6,26.99,27.01,18464239,493348958,stock_sh_600977,1
2016-09-28,600977,26.63,27.0,26.77,27.05,12895468,345854285,stock_sh_600977,1
2016-09-29,600977,26.75,26.93,26.9,27.24,14675634,396617240,stock_sh_600977,1
2016-09-30,600977,26.76,26.87,27.03,27.08,12593110,339432122,stock_sh_600977,1
2016-10-10,600977,26.9,27.24,27.57,27.77,20577479,562854720,stock_sh_600977,1
2016-10-11,600977,27.39,27.57,27.84,28.07,21895015,607798982,stock_sh_600977,1
2016-10-12,600977,27.61,27.66,27.81,28.17,17600118,490466915,stock_sh_600977,1
2016-10-13,600977,27.81,27.82,27.91,28.2,14972934,419258161,stock_sh_600977,1
2016-10-14,600977,27.13,27.8,27.33,27.9,15566694,427198978,stock_sh_600977,1
2016-10-17,600977,26.93,27.75,26.96,27.75,14513501,396985959,stock_sh_600977,1
2016-10-18,600977,26.77,26.9,27.24,27.26,15098702,408295975,stock_sh_600977,1
2016-10-19,600977,27.13,27.25,27.28,27.57,13082763,357215860,stock_sh_600977,1
2016-10-20,600977,26.92,27.29,27.05,27.35,11353000,307173397,stock_sh_600977,1
2016-10-21,600977,26.92,27.05,27.89,28.1,28751410,789938963,stock_sh_600977,1
2016-10-24,600977,27.64,27.67,29.22,29.58,65137282,1880548774,stock_sh_600977,1
2016-10-25,600977,28.91,29.1,29.29,29.98,41647165,1229352001,stock_sh_600977,1
2016-10-26,600977,28.88,29.3,28.9,29.79,24814855,725583126,stock_sh_600977,1
2016-10-27,600977,28.83,28.85,29.21,29.48,18359360,535152373,stock_sh_600977,1
2016-10-28,600977,28.5,29.22,28.62,29.29,20722053,596857144,stock_sh_600977,1
2016-10-31,600977,27.48,28.42,27.71,28.42,17416544,483891253,stock_sh_600977,1
2016-11-01,600977,27.72,27.72,28.06,28.14,13982888,391373605,stock_sh_600977,1
2016-11-02,600977,27.52,27.92,27.67,27.99,17938383,497133488,stock_sh_600977,1
2016-11-03,600977,27.39,27.5,27.52,27.95,19594255,541603381,stock_sh_600977,1
2016-11-04,600977,27.41,27.45,28.86,29.45,45213334,1288992091,stock_sh_600977,1
2016-11-07,600977,28.5,28.75,28.91,29.36,33844665,980530604,stock_sh_600977,1
2016-11-08,600977,28.87,28.99,30.21,30.88,64415563,1933023266,stock_sh_600977,1
2016-11-09,600977,29.02,29.7,29.6,30.09,43963852,1304902007,stock_sh_600977,1
2016-11-10,600977,29.62,29.99,30.51,30.97,47643642,1448772143,stock_sh_600977,1
2016-11-11,600977,29.95,30.28,30.12,30.98,42207929,1281466865,stock_sh_600977,1
2016-11-14,600977,29.3,30.03,29.59,30.12,30727284,909885327,stock_sh_600977,1
2016-11-15,600977,29.3,29.49,29.65,29.7,16013267,472386435,stock_sh_600977,1
2016-11-16,600977,29.09,29.65,29.13,29.69,18168499,532761498,stock_sh_600977,1
2016-11-17,600977,29.07,29.11,29.26,29.43,11758824,343635500,stock_sh_600977,1
2016-11-18,600977,29.1,29.16,29.22,29.51,13211154,386985242,stock_sh_600977,1
2016-11-21,600977,28.8,29.29,29.03,29.29,14595816,423062045,stock_sh_600977,1
2016-11-22,600977,28.87,29.19,28.98,29.2,14571413,422215371,stock_sh_600977,1
2016-11-23,600977,28.41,29.05,28.5,29.13,18228872,524233533,stock_sh_600977,1
2016-11-24,600977,27.88,28.39,27.92,28.59,17400503,490883958,stock_sh_600977,1
2016-11-25,600977,27.24,27.91,27.98,28.06,14442040,399437420,stock_sh_600977,1
2016-11-28,600977,27.8,28.0,27.86,28.13,8900621,248502478,stock_sh_600977,1
2016-11-29,600977,27.63,27.89,27.65,28.03,10250092,285222817,stock_sh_600977,1
2016-11-30,600977,27.45,27.61,27.66,27.84,9284470,256632392,stock_sh_600977,1
2016-12-01,600977,27.59,27.69,27.71,27.78,8730731,241577937,stock_sh_600977,1
2016-12-02,600977,27.2,27.71,27.22,27.97,13756903,380406268,stock_sh_600977,1
2016-12-05,600977,26.7,26.95,26.76,27.15,10578066,284227280,stock_sh_600977,1
2016-12-06,600977,26.8,26.87,27.22,27.5,10589231,286817016,stock_sh_600977,1
2016-12-07,600977,27.1,27.25,27.4,27.44,6781527,185341973,stock_sh_600977,1
2016-12-08,600977,26.99,27.4,27.05,27.55,8549621,233033957,stock_sh_600977,1
2016-12-09,600977,26.71,27.1,26.85,27.1,9839769,264337115,stock_sh_600977,1
2016-12-12,600977,24.75,26.85,24.77,26.85,23424521,598553913,stock_sh_600977,1
2016-12-13,600977,24.25,24.75,24.67,24.89,10678176,262980479,stock_sh_600977,1
2016-12-14,600977,23.81,24.68,24.0,24.75,12871958,310997211,stock_sh_600977,1
2016-12-15,600977,23.81,23.9,24.37,24.73,10473128,255495097,stock_sh_600977,1
2016-12-16,600977,24.39,24.45,24.6,24.85,8240937,202961250,stock_sh_600977,1
2016-12-19,600977,23.97,24.5,24.12,24.5,9606295,231714996,stock_sh_600977,1
2016-12-20,600977,23.81,24.12,24.08,24.18,7010284,168264213,stock_sh_600977,1
2016-12-21,600977,24.02,24.13,24.49,24.55,10983860,267147794,stock_sh_600977,1
2016-12-22,600977,23.95,24.4,24.03,24.44,10136176,244339208,stock_sh_600977,1
2016-12-23,600977,23.35,23.98,23.44,24.03,12325543,290954696,stock_sh_600977,1
2016-12-26,600977,22.87,23.32,23.52,23.56,9495788,220485197,stock_sh_600977,1
2016-12-27,600977,23.18,23.47,23.26,23.62,6245852,146130806,stock_sh_600977,1
2016-12-28,600977,22.9,23.26,22.99,23.36,7287172,168222837,stock_sh_600977,1
2016-12-29,600977,22.9,22.95,23.15,23.36,7522382,174363968,stock_sh_600977,1
2016-12-30,600977,22.93,23.14,23.09,23.24,5551900,128068006,stock_sh_600977,1
2017-01-03,600977,22.94,23.1,23.18,23.25,7405987,171309103,stock_sh_600977,1
2017-01-04,600977,23.11,23.17,23.65,23.67,14114779,331298923,stock_sh_600977,1
2017-01-05,600977,23.46,23.59,23.52,23.75,8362088,197017777,stock_sh_600977,1
2017-01-06,600977,22.98,23.51,23.15,23.51,9938378,230311859,stock_sh_600977,1
2017-01-09,600977,22.73,23.0,23.05,23.08,8746027,200352117,stock_sh_600977,1
2017-01-10,600977,22.88,22.91,22.98,23.18,6267843,144309545,stock_sh_600977,1
2017-01-11,600977,22.06,22.91,22.1,23.0,11570634,260721994,stock_sh_600977,1
2017-01-12,600977,21.51,22.05,21.59,22.22,11383000,248397343,stock_sh_600977,1
2017-01-13,600977,20.8,21.57,20.87,21.68,13534738,286286215,stock_sh_600977,1
2017-01-16,600977,19.32,20.78,19.9,20.78,16404734,330020062,stock_sh_600977,1
2017-01-17,600977,19.7,19.82,20.36,20.59,11851658,238570382,stock_sh_600977,1
2017-01-18,600977,19.95,20.32,19.99,20.33,5702425,114850476,stock_sh_600977,1
2017-01-19,600977,19.67,19.89,20.47,20.8,15916859,324353266,stock_sh_600977,1
2017-01-20,600977,20.33,20.39,21.19,21.34,18921571,397865570,stock_sh_600977,1
2017-01-23,600977,21.2,21.2,21.51,21.96,14813996,320266772,stock_sh_600977,1
2017-01-24,600977,21.05,21.39,21.11,21.5,8899557,188475836,stock_sh_600977,1
2017-01-25,600977,20.97,21.04,21.53,21.59,8109487,173451490,stock_sh_600977,1
2017-01-26,600977,21.52,21.58,21.75,21.88,8151576,177123577,stock_sh_600977,1
2017-02-03,600977,21.17,21.97,21.26,22.08,9623671,206953173,stock_sh_600977,1
2017-02-06,600977,21.15,21.26,21.42,21.49,7483833,159562709,stock_sh_600977,1
2017-02-07,600977,20.96,21.37,21.09,21.5,7455374,157685754,stock_sh_600977,1
2017-02-08,600977,20.49,21.02,21.15,21.2,14618877,304135169,stock_sh_600977,1
2017-02-09,600977,21.0,21.1,21.17,21.27,7756205,164096722,stock_sh_600977,1
2017-02-10,600977,20.99,21.2,21.09,21.39,10017041,212314840,stock_sh_600977,1
2017-02-13,600977,20.91,21.02,21.61,21.64,16851240,360838432,stock_sh_600977,1
2017-02-14,600977,21.33,21.53,21.48,21.58,8204896,175791469,stock_sh_600977,1
2017-02-15,600977,21.33,21.47,21.5,21.85,15334870,330682162,stock_sh_600977,1
2017-02-16,600977,21.21,21.49,21.8,21.84,13741759,295816532,stock_sh_600977,1
2017-02-17,600977,21.68,21.75,21.98,22.65,27653684,613360337,stock_sh_600977,1
2017-02-20,600977,21.45,21.85,21.84,21.95,10859979,235514099,stock_sh_600977,1
2017-02-21,600977,21.8,21.8,21.94,22.08,8561927,187960452,stock_sh_600977,1
2017-02-22,600977,21.65,21.95,22.14,22.17,11702100,256952147,stock_sh_600977,1
2017-02-23,600977,21.8,22.1,21.96,22.19,8386811,184268709,stock_sh_600977,1
2017-02-24,600977,21.82,21.91,22.33,22.43,13426471,297902950,stock_sh_600977,1
2017-02-27,600977,22.27,22.31,22.71,23.07,30561118,698819017,stock_sh_600977,1
2017-02-28,600977,22.45,22.8,22.93,22.95,14148287,321875997,stock_sh_600977,1
2017-03-01,600977,23.0,23.0,23.76,24.74,43601240,1044674764,stock_sh_600977,1
2017-03-02,600977,23.43,23.63,23.79,24.13,19990726,475437448,stock_sh_600977,1
2017-03-03,600977,23.32,23.6,23.5,23.7,11853288,278128915,stock_sh_600977,1
2017-03-06,600977,23.35,23.4,23.74,23.88,15509386,367222720,stock_sh_600977,1
2017-03-07,600977,23.51,23.68,24.08,24.38,16930627,407524075,stock_sh_600977,1
2017-03-08,600977,23.65,24.1,23.86,24.15,11428561,273146679,stock_sh_600977,1
2017-03-09,600977,23.05,23.85,23.12,23.85,12664779,295507680,stock_sh_600977,1
2017-03-10,600977,22.98,23.17,23.19,23.25,7076408,163644351,stock_sh_600977,1
2017-03-13,600977,22.88,23.1,23.55,23.74,12330464,288981371,stock_sh_600977,1
2017-03-14,600977,23.18,23.54,23.2,23.84,9932907,233325816,stock_sh_600977,1
2017-03-15,600977,23.02,23.18,23.07,23.27,6544189,151321822,stock_sh_600977,1
2017-03-16,600977,23.13,23.2,23.53,23.7,11781177,276467469,stock_sh_600977,1
2017-03-17,600977,23.16,23.53,23.18,23.71,8918300,209214849,stock_sh_600977,1
2017-03-20,600977,22.87,23.09,23.08,23.28,7828307,180283605,stock_sh_600977,1
2017-03-21,600977,23.02,23.09,23.45,23.54,11641855,271543915,stock_sh_600977,1
2017-03-22,600977,22.91,23.27,23.16,23.29,9348896,216023150,stock_sh_600977,1
2017-03-23,600977,23.11,23.14,23.67,23.68,15956194,374225209,stock_sh_600977,1
2017-03-24,600977,23.53,23.7,23.88,23.92,14942833,354936759,stock_sh_600977,1
2017-03-27,600977,23.93,23.93,24.8,25.22,35378931,876864631,stock_sh_600977,1
2017-03-28,600977,24.4,24.68,24.61,24.94,14472847,356973742,stock_sh_600977,1
2017-03-29,600977,23.92,24.69,24.04,24.76,13064319,316940748,stock_sh_600977,1
2017-03-30,600977,23.08,24.02,23.28,24.02,12729424,300715900,stock_sh_600977,1
2017-03-31,600977,23.33,23.35,23.54,23.75,9000184,212146506,stock_sh_600977,1
2017-04-05,600977,23.65,23.65,23.89,24.13,10130770,242530214,stock_sh_600977,1
2017-04-06,600977,23.8,23.89,24.49,24.55,16258633,395669255,stock_sh_600977,1
2017-04-07,600977,24.2,24.58,24.23,24.86,13516217,329891250,stock_sh_600977,1
2017-04-10,600977,23.42,24.3,23.54,24.52,14620545,348162121,stock_sh_600977,1
2017-04-11,600977,23.22,23.22,23.89,23.93,12571587,295975677,stock_sh_600977,1
2017-04-12,600977,23.45,23.88,23.56,23.96,6708442,158522199,stock_sh_600977,1
2017-04-13,600977,23.57,23.57,23.92,24.19,10714092,256781347,stock_sh_600977,1
2017-04-14,600977,23.47,24.2,24.08,24.37,12935170,308525971,stock_sh_600977,1
2017-04-17,600977,22.98,24.12,23.06,24.27,20855610,494093829,stock_sh_600977,1
2017-04-18,600977,21.22,23.02,21.23,23.15,26824643,590015044,stock_sh_600977,1
2017-04-19,600977,20.62,21.27,21.16,21.37,11747902,246629867,stock_sh_600977,1
2017-04-20,600977,20.75,21.25,21.02,21.39,7312122,154215671,stock_sh_600977,1
2017-04-21,600977,20.9,21.01,20.95,21.24,4480492,94370937,stock_sh_600977,1
2017-04-24,600977,20.18,20.89,20.37,20.89,7422615,152032765,stock_sh_600977,1
2017-04-25,600977,20.11,20.39,20.24,20.7,6373017,130126287,stock_sh_600977,1
2017-04-26,600977,20.01,20.26,20.15,20.4,6636017,133671041,stock_sh_600977,1
2017-04-27,600977,19.75,20.02,20.51,20.68,9704306,196531888,stock_sh_600977,1
2017-04-28,600977,20.29,20.37,20.99,21.09,9382451,195542933,stock_sh_600977,1
2017-05-02,600977,20.65,21.0,20.78,21.06,4616594,96031946,stock_sh_600977,1
2017-05-03,600977,20.52,20.71,20.68,20.95,4871499,100877018,stock_sh_600977,1
2017-05-04,600977,20.12,20.66,20.15,20.66,5817430,118436814,stock_sh_600977,1
2017-05-05,600977,19.95,20.15,20.03,20.44,5041637,101670601,stock_sh_600977,1
2017-05-08,600977,20.03,20.03,20.09,20.45,5868962,118859591,stock_sh_600977,1
2017-05-09,600977,19.91,20.1,20.3,20.38,4884505,98524951,stock_sh_600977,1
2017-05-10,600977,20.3,20.3,20.61,21.2,12190390,253732418,stock_sh_600977,1
2017-05-11,600977,20.09,20.52,20.67,20.8,7809872,160021451,stock_sh_600977,1
2017-05-12,600977,20.73,20.73,21.1,21.3,10387069,218862374,stock_sh_600977,1
2017-05-15,600977,21.06,21.1,21.17,21.5,9266611,197365157,stock_sh_600977,1
2017-05-16,600977,20.8,21.08,21.3,21.31,7088235,149228653,stock_sh_600977,1
2017-05-17,600977,21.14,21.2,21.63,21.85,12949792,279374168,stock_sh_600977,1
2017-05-18,600977,21.09,21.49,21.1,21.61,5987007,127917116,stock_sh_600977,1
2017-05-19,600977,20.8,21.11,20.9,21.27,6165251,129549730,stock_sh_600977,1
2017-05-22,600977,20.08,20.91,20.22,21.11,6795021,140144180,stock_sh_600977,1
2017-05-23,600977,19.4,20.19,19.46,20.29,9751193,192951226,stock_sh_600977,1
2017-05-24,600977,17.96,19.43,18.39,19.43,21853267,406381829,stock_sh_600977,1
2017-05-25,600977,18.16,18.34,18.6,18.77,11016078,203208992,stock_sh_600977,1
2017-05-26,600977,18.57,18.58,18.8,19.01,9944709,187147677,stock_sh_600977,1
2017-05-31,600977,18.62,19.01,18.7,19.31,8550243,162535546,stock_sh_600977,1
2017-06-01,600977,18.06,18.72,18.1,18.73,6812765,125527768,stock_sh_600977,1
2017-06-02,600977,18.02,18.1,18.85,18.93,11499012,212051917,stock_sh_600977,1
2017-06-05,600977,18.75,18.88,18.93,19.15,9212283,174990672,stock_sh_600977,1
2017-06-06,600977,18.75,18.84,19.23,19.28,5599507,106787440,stock_sh_600977,1
2017-06-07,600977,19.14,19.23,19.64,19.74,9981667,194482688,stock_sh_600977,1
2017-06-08,600977,19.32,19.58,19.35,19.74,8748517,170974756,stock_sh_600977,1
2017-06-09,600977,19.38,19.4,19.79,19.87,8788210,172536922,stock_sh_600977,1
2017-06-12,600977,19.06,19.71,19.17,19.72,9914974,191250804,stock_sh_600977,1
2017-06-13,600977,19.0,19.03,19.25,19.37,7032224,134865056,stock_sh_600977,1
2017-06-14,600977,18.84,19.28,18.94,19.28,8749478,166181607,stock_sh_600977,1
2017-06-15,600977,18.91,18.91,19.41,19.53,10260866,197635932,stock_sh_600977,1
2017-06-16,600977,18.99,19.47,19.18,19.48,6694250,128548588,stock_sh_600977,1
2017-06-19,600977,18.99,19.11,19.19,19.21,5940912,113492931,stock_sh_600977,1
2017-06-20,600977,19.14,19.25,19.23,19.45,7895421,152301583,stock_sh_600977,1
2017-06-21,600977,19.12,19.41,19.27,19.48,5575270,107384530,stock_sh_600977,1
2017-06-22,600977,19.21,19.27,19.48,19.91,19718168,386919120,stock_sh_600977,1
2017-06-23,600977,18.96,19.5,19.31,19.53,12083109,232420630,stock_sh_600977,1
2017-06-26,600977,18.95,19.25,19.19,19.25,15045623,287086887,stock_sh_600977,1
2017-06-27,600977,18.99,19.21,19.07,19.26,9061519,173245034,stock_sh_600977,1
2017-06-28,600977,18.6,19.0,18.66,19.11,10712834,201138382,stock_sh_600977,1
2017-06-29,600977,18.62,18.7,18.65,18.81,7766582,145278098,stock_sh_600977,1
2017-06-30,600977,18.6,18.62,18.72,18.8,5828160,109026700,stock_sh_600977,1
2017-07-03,600977,18.69,18.73,18.92,18.94,5354164,100909808,stock_sh_600977,1.0
2017-07-04,600977,18.69,18.89,18.73,18.92,5636849,105660333,stock_sh_600977,1.0
2017-07-05,600977,18.74,18.79,19.02,19.05,10387046,196586072,stock_sh_600977,1.0
2017-07-06,600977,18.75,19.01,18.91,19.02,7028566,132708904,stock_sh_600977,1.0
2017-07-07,600977,18.83,18.89,18.91,18.98,5725257,108262089,stock_sh_600977,1.0
2017-07-10,600977,18.49,18.85,18.51,18.85,11413092,212156315,stock_sh_600977,1.0
2017-07-11,600977,18.28,18.49,18.28,18.54,7230605,132955079,stock_sh_600977,1.0
2017-07-12,600977,18.0,18.28,18.12,18.31,9220961,166905127,stock_sh_600977,1.0
2017-07-13,600977,18.1,18.15,18.13,18.22,4397878,79819323,stock_sh_600977,1.0
2017-07-14,600977,18.03,18.14,18.15,18.23,4892819,88600678,stock_sh_600977,1.0
2017-07-17,600977,16.96,18.13,16.97,18.13,14585308,253820304,stock_sh_600977,1.0
2017-07-18,600977,16.6,16.97,16.88,17.08,7344293,123673010,stock_sh_600977,1.0
2017-07-19,600977,16.67,16.88,17.05,17.07,8646695,145768260,stock_sh_600977,1.0
2017-07-20,600977,16.97,17.02,17.09,17.22,5566045,95218503,stock_sh_600977,1.0
2017-07-21,600977,17.05,17.1,17.16,17.22,4395198,75401576,stock_sh_600977,1.0
2017-07-24,600977,17.08,17.15,17.33,17.35,5250208,90533173,stock_sh_600977,1.0
2017-07-25,600977,17.188,17.38,17.593,18.028,9751373,169529538,stock_sh_600977,1.012
2017-07-26,600977,17.38,17.583,17.846,17.967,10353040,180241573,stock_sh_600977,1.012
2017-07-27,600977,17.745,17.745,18.555,18.646,22680390,410716731,stock_sh_600977,1.012
2017-07-28,600977,18.2,18.524,18.281,18.524,9279867,167663478,stock_sh_600977,1.012
2017-07-31,600977,18.433,18.737,18.534,19.0,16647683,306717267,stock_sh_600977,1.012
2017-08-01,600977,18.049,18.605,18.18,18.656,13154417,237310389,stock_sh_600977,1.012
2017-08-02,600977,17.907,18.221,18.221,18.372,10224487,183240287,stock_sh_600977,1.012
2017-08-03,600977,18.251,18.302,18.757,18.99,23494856,433239871,stock_sh_600977,1.012
2017-08-04,600977,18.281,18.595,18.383,18.656,13960780,254124065,stock_sh_600977,1.012
2017-08-07,600977,18.342,18.524,18.403,18.808,12340788,226436824,stock_sh_600977,1.012
2017-08-08,600977,17.947,18.291,18.14,18.302,10658816,190490766,stock_sh_600977,1.012
2017-08-09,600977,18.099,18.221,18.19,18.484,8060896,145808842,stock_sh_600977,1.012
2017-08-10,600977,17.876,18.221,18.038,18.241,6870697,122507674,stock_sh_600977,1.012
2017-08-11,600977,17.745,17.947,17.755,17.947,6171715,108808369,stock_sh_600977,1.012
2017-08-14,600977,17.816,17.816,18.079,18.129,6055927,107956646,stock_sh_600977,1.012
2017-08-15,600977,18.008,18.2,18.069,18.2,4426948,79124749,stock_sh_600977,1.012
2017-08-16,600977,18.018,18.069,18.403,18.494,11323328,205018379,stock_sh_600977,1.012
2017-08-17,600977,18.291,18.322,18.362,18.423,7324615,132848914,stock_sh_600977,1.012
2017-08-18,600977,18.17,18.423,18.291,18.453,7487579,135377121,stock_sh_600977,1.012
2017-08-21,600977,18.16,18.423,18.231,18.423,5715826,103112002,stock_sh_600977,1.012
2017-08-22,600977,18.099,18.332,18.241,18.352,6167780,110816852,stock_sh_600977,1.012
2017-08-23,600977,18.099,18.241,18.119,18.261,3485749,62573610,stock_sh_600977,1.012
2017-08-24,600977,17.563,18.119,17.633,18.15,7822310,137863085,stock_sh_600977,1.012
2017-08-25,600977,17.613,17.633,17.836,17.937,5076356,89237322,stock_sh_600977,1.012
2017-08-28,600977,17.846,17.866,18.21,18.261,8417822,150742409,stock_sh_600977,1.012
2017-08-29,600977,18.17,18.231,18.565,18.585,16544624,301654652,stock_sh_600977,1.012
2017-08-30,600977,18.119,18.463,18.2,18.463,11473424,206897925,stock_sh_600977,1.012
2017-08-31,600977,18.129,18.18,18.251,18.302,5017443,90385402,stock_sh_600977,1.012
2017-09-01,600977,18.059,18.271,18.119,18.291,6451325,115779725,stock_sh_600977,1.012
2017-09-04,600977,17.978,18.099,18.109,18.2,6902933,123325928,stock_sh_600977,1.012
2017-09-05,600977,18.109,18.129,18.129,18.271,5842725,105019120,stock_sh_600977,1.012
2017-09-06,600977,17.937,18.129,18.089,18.261,9147572,163223025,stock_sh_600977,1.012
2017-09-07,600977,17.988,18.099,18.038,18.2,6925677,123542710,stock_sh_600977,1.012
2017-09-08,600977,17.897,18.038,17.917,18.129,6661033,118304152,stock_sh_600977,1.012
2017-09-11,600977,17.856,17.988,17.988,18.008,6060451,107345849,stock_sh_600977,1.012
2017-09-12,600977,17.714,17.947,17.795,18.008,7512707,132479032,stock_sh_600977,1.012
2017-09-13,600977,17.714,17.795,17.866,17.947,4974701,87817836,stock_sh_600977,1.012
2017-09-14,600977,17.755,17.866,17.785,17.887,4111400,72313858,stock_sh_600977,1.012
2017-09-15,600977,17.664,17.785,17.714,17.785,4171510,73055541,stock_sh_600977,1.012
2017-09-18,600977,17.644,17.684,17.735,17.785,3872049,67740426,stock_sh_600977,1.012
2017-09-19,600977,17.714,17.714,17.745,17.866,5403989,94922793,stock_sh_600977,1.012
2017-09-20,600977,17.664,17.725,17.745,17.806,4975844,87090947,stock_sh_600977,1.012
2017-09-21,600977,17.613,17.725,17.633,17.765,5456830,95368030,stock_sh_600977,1.012
2017-09-22,600977,17.431,17.613,17.441,17.613,5545433,95841130,stock_sh_600977,1.012
2017-09-25,600977,17.279,17.391,17.34,17.532,4979249,85659396,stock_sh_600977,1.012
2017-09-26,600977,17.229,17.34,17.249,17.38,4971164,84815160,stock_sh_600977,1.012
2017-09-27,600977,17.239,17.249,17.31,17.35,3265625,55790211,stock_sh_600977,1.012
2017-09-28,600977,17.31,17.33,17.34,17.593,5305874,91491748,stock_sh_600977,1.012
2017-09-29,600977,17.38,17.411,17.482,17.512,3272235,56412336,stock_sh_600977,1.012
2017-10-09,600977,17.502,17.512,17.542,17.704,5237994.000,90970399.000,stock_sh_600977,1.012
2017-10-10,600977,17.512,17.583,17.927,17.967,9008799.000,158089254.000,stock_sh_600977,1.012
2017-10-11,600977,17.887,17.947,18.059,18.19,12735407.000,227465438.000,stock_sh_600977,1.012
2017-10-12,600977,17.805,18.069,17.897,18.079,5551659.000,98150189.000,stock_sh_600977,1.012
2017-10-13,600977,17.805,17.917,18.099,18.139,6333957.000,112365244.000,stock_sh_600977,1.012
2017-10-16,600977,17.654,18.018,17.664,18.069,7631877.000,134453048.000,stock_sh_600977,1.012
2017-10-17,600977,17.563,17.704,17.704,17.765,3959874.000,69065597.000,stock_sh_600977,1.012
2017-10-18,600977,17.451,17.704,17.502,17.775,4466002.000,77700336.000,stock_sh_600977,1.012
2017-10-19,600977,17.289,17.471,17.37,17.522,5092323.000,87356339.000,stock_sh_600977,1.012
2017-10-20,600977,17.228,17.35,17.552,17.573,2763486.000,47682157.000,stock_sh_600977,1.012
2017-10-23,600977,17.461,17.573,17.552,17.633,2746500.000,47555045.000,stock_sh_600977,1.012
2017-10-24,600977,17.36,17.492,17.421,17.552,2918919.000,50220569.000,stock_sh_600977,1.012
2017-10-25,600977,17.411,17.421,17.664,17.694,4079837.000,70931493.000,stock_sh_600977,1.012
2017-10-26,600977,17.603,17.694,17.735,17.745,5406776.000,94478268.000,stock_sh_600977,1.012
2017-10-27,600977,17.633,17.745,17.674,17.897,4676967.000,82038183.000,stock_sh_600977,1.012
2017-10-30,600977,16.975,17.684,17.026,17.714,10082980.000,171388547.000,stock_sh_600977,1.012
2017-10-31,600977,16.894,17.036,17.006,17.077,5679992.000,95242821.000,stock_sh_600977,1.012
2017-11-01,600977,16.955,17.006,17.026,17.107,3762848.000,63286314.000,stock_sh_600977,1.012
2017-11-02,600977,16.641,16.986,16.662,16.986,6929735.000,114739171.000,stock_sh_600977,1.012
2017-11-03,600977,16.409,16.753,16.49,16.753,5654765.000,92511962.000,stock_sh_600977,1.012
2017-11-06,600977,16.257,16.57,16.348,16.581,8099767.000,130708481.000,stock_sh_600977,1.012
2017-11-07,600977,16.196,16.378,16.358,16.439,8440246.000,135928221.000,stock_sh_600977,1.012
