timestamp,code,low,open,close,high,volume,turnover,securityId
2017-03-16,300550,66.66,67.02,68.22,68.51,2291620,154741042,stock_sz_300550
2017-03-17,300550,65.0,67.7,65.07,68.34,2092899,139844564,stock_sz_300550
2017-03-20,300550,64.55,65.01,66.21,66.21,1169600,76697519,stock_sz_300550
2017-03-21,300550,65.4,65.83,66.81,66.84,1200686,79288086,stock_sz_300550
2017-03-22,300550,65.03,66.18,67.52,68.6,2095882,139653609,stock_sz_300550
2017-03-23,300550,66.5,67.52,69.31,69.36,3107793,212342017,stock_sz_300550
2017-03-24,300550,68.35,68.87,69.05,69.99,1888092,130688658,stock_sz_300550
2017-03-27,300550,68.08,69.05,68.28,69.5,1260480,86723820,stock_sz_300550
2017-03-28,300550,66.01,68.14,66.78,68.35,1650431,110247822,stock_sz_300550
2017-03-29,300550,63.56,67.05,63.56,67.05,1532875,99659377,stock_sz_300550
2017-03-30,300550,58.7,62.8,58.86,63.43,1472533,89082115,stock_sz_300550
2017-03-31,300550,57.88,59.1,59.17,59.8,673985,39671027,stock_sz_300550
2017-04-05,300550,58.5,59.1,60.98,60.98,660498,39749377,stock_sz_300550
2017-04-06,300550,60.52,60.99,62.6,62.63,714830,44214459,stock_sz_300550
2017-04-07,300550,60.6,62.26,60.6,63.22,566800,34884399,stock_sz_300550
2017-04-10,300550,55.0,59.8,55.1,60.73,1067781,61079912,stock_sz_300550
2017-04-11,300550,54.6,54.6,56.76,56.97,625282,34942776,stock_sz_300550
2017-04-12,300550,55.03,56.16,55.07,56.3,526695,29328466,stock_sz_300550
2017-04-13,300550,55.0,55.0,55.49,56.48,340020,18949291,stock_sz_300550
2017-04-14,300550,54.46,55.42,54.78,55.49,374871,20612873,stock_sz_300550
2017-04-17,300550,50.75,51.11,50.79,52.69,825138,42476625,stock_sz_300550
2017-04-18,300550,50.13,50.89,50.44,51.69,374400,19063573,stock_sz_300550
2017-04-19,300550,49.69,50.35,51.01,51.18,521004,26403515,stock_sz_300550
2017-04-20,300550,48.0,51.03,48.68,51.44,826640,40849639,stock_sz_300550
2017-04-21,300550,48.0,48.99,48.0,49.5,442660,21582164,stock_sz_300550
2017-04-24,300550,45.18,47.97,46.08,47.97,495279,22865306,stock_sz_300550
2017-04-25,300550,46.23,46.58,46.26,47.47,464266,21712427,stock_sz_300550
2017-04-26,300550,45.88,46.01,47.11,48.0,656340,30785345,stock_sz_300550
2017-04-27,300550,45.2,46.61,48.6,48.95,787103,37287803,stock_sz_300550
2017-04-28,300550,47.85,48.5,48.26,48.92,366665,17761462,stock_sz_300550
2017-05-02,300550,48.01,48.26,48.42,49.22,445066,21671829,stock_sz_300550
2017-05-03,300550,48.28,48.42,49.41,49.49,443240,21673867,stock_sz_300550
2017-05-04,300550,48.4,49.39,48.8,50.23,894424,44116316,stock_sz_300550
2017-05-05,300550,48.12,48.8,48.16,49.3,329299,15985883,stock_sz_300550
2017-05-08,300550,47.01,48.0,47.55,48.6,497447,23919386,stock_sz_300550
2017-05-09,300550,47.01,47.01,48.94,49.1,394400,19056123,stock_sz_300550
2017-05-10,300550,47.51,49.0,47.51,49.35,512547,25003007,stock_sz_300550
2017-05-11,300550,46.05,47.1,47.52,47.6,483629,22709047,stock_sz_300550
2017-05-12,300550,45.88,47.38,46.44,47.67,426231,19885836,stock_sz_300550
2017-05-15,300550,46.02,46.46,46.06,47.0,323300,14998841,stock_sz_300550
2017-05-16,300550,44.0,45.98,47.1,47.9,766500,35016336,stock_sz_300550
2017-05-17,300550,46.83,47.1,48.65,48.7,847798,40509352,stock_sz_300550
2017-05-18,300550,48.2,48.5,49.5,51.5,1656938,83198148,stock_sz_300550
2017-05-19,300550,48.1,49.5,48.15,49.8,659798,32312634,stock_sz_300550
2017-05-22,300550,44.58,48.16,44.71,48.45,738119,34225459,stock_sz_300550
2017-05-23,300550,42.22,44.15,42.3,44.85,639400,27818883,stock_sz_300550
2017-05-24,300550,41.5,42.2,42.95,43.09,396200,16855657,stock_sz_300550
2017-05-25,300550,41.53,43.03,42.8,43.48,561200,23893865,stock_sz_300550
2017-05-26,300550,42.3,42.7,43.06,43.5,359700,15464804,stock_sz_300550
2017-05-31,300550,41.81,44.7,41.81,44.74,956300,41582945,stock_sz_300550
2017-06-01,300550,38.9,41.45,38.92,41.45,766700,30947509,stock_sz_300550
2017-06-02,300550,37.68,38.4,39.96,40.2,1274947,49282551,stock_sz_300550
2017-06-05,300550,39.5,40.03,39.9,40.75,782154,31465398,stock_sz_300550
2017-06-06,300550,39.3,39.8,39.92,40.13,413400,16435376,stock_sz_300550
2017-06-07,300550,39.69,39.9,41.58,41.89,831420,34194217,stock_sz_300550
2017-06-08,300550,41.03,41.58,41.21,42.24,632094,26328410,stock_sz_300550
2017-06-09,300550,40.83,41.34,41.4,41.45,563341,23204586,stock_sz_300550
2017-06-12,300550,39.9,41.12,40.58,41.35,696600,28340762,stock_sz_300550
2017-06-13,300550,40.28,40.98,41.75,41.98,626600,25954439,stock_sz_300550
2017-06-14,300550,41.54,41.88,41.83,42.4,552200,23110450,stock_sz_300550
2017-06-15,300550,41.46,41.46,43.56,43.79,897630,38703649,stock_sz_300550
2017-06-16,300550,42.68,43.26,43.0,43.64,443784,19102994,stock_sz_300550
2017-06-19,300550,42.48,42.82,43.13,43.32,294500,12632741,stock_sz_300550
2017-06-20,300550,42.5,43.5,42.56,43.5,360500,15538020,stock_sz_300550
2017-06-21,300550,41.74,42.57,42.29,42.88,455340,19217445,stock_sz_300550
2017-06-22,300550,40.5,42.46,40.55,42.79,440700,18458317,stock_sz_300550
2017-06-23,300550,39.66,40.68,40.58,41.18,565938,22757356,stock_sz_300550
2017-06-26,300550,40.03,40.3,40.99,41.11,793400,32191049,stock_sz_300550
2017-06-27,300550,40.22,40.9,40.69,41.21,618352,25271203,stock_sz_300550
2017-06-28,300550,40.1,40.51,40.24,40.74,406999,16437196,stock_sz_300550
2017-06-29,300550,40.13,40.13,40.56,41.18,390900,15903424,stock_sz_300550
2017-06-30,300550,40.16,40.5,40.81,41.17,410506,16721922,stock_sz_300550
2017-07-03,300550,40.8,40.8,41.53,41.68,423806,17520239,stock_sz_300550
2017-07-04,300550,40.82,41.67,41.03,41.77,416515,17147488,stock_sz_300550
2017-07-05,300550,40.83,41.03,42.0,42.0,581399,24200680,stock_sz_300550
2017-07-06,300550,41.94,42.32,43.4,43.64,1308435,56275604,stock_sz_300550
2017-07-07,300550,43.02,43.18,43.9,44.34,1478682,64640227,stock_sz_300550
2017-07-10,300550,41.96,43.48,42.2,43.55,884910,37743137,stock_sz_300550
2017-07-11,300550,40.6,42.2,40.61,42.39,620910,25762575,stock_sz_300550
2017-07-12,300550,39.71,40.6,41.0,41.01,620623,24965650,stock_sz_300550
2017-07-13,300550,40.1,40.82,40.3,40.96,330356,13338117,stock_sz_300550
2017-07-14,300550,36.82,36.99,37.42,38.12,1214000,45462850,stock_sz_300550
2017-07-17,300550,33.68,36.8,33.68,36.8,1209802,42069155,stock_sz_300550
2017-07-18,300550,32.71,33.18,33.27,33.85,883952,29290836,stock_sz_300550
2017-07-19,300550,32.7,33.27,33.1,33.28,516643,17058599,stock_sz_300550
2017-07-20,300550,33.08,33.2,33.1,33.99,522000,17516553,stock_sz_300550
2017-07-21,300550,32.78,33.15,33.17,33.44,363900,12054967,stock_sz_300550
2017-07-24,300550,32.48,33.06,33.45,33.7,402645,13325613,stock_sz_300550
2017-07-25,300550,33.17,33.33,33.47,33.64,213500,7123709,stock_sz_300550
2017-07-26,300550,33.0,33.58,33.19,33.73,211900,7050396,stock_sz_300550
2017-07-27,300550,33.03,33.03,34.65,34.69,864000,29562669,stock_sz_300550
2017-07-28,300550,33.53,34.73,33.53,34.73,523100,17807607,stock_sz_300550
2017-07-31,300550,33.22,33.53,33.45,33.8,342600,11458710,stock_sz_300550
2017-08-01,300550,33.23,33.75,33.68,34.0,314000,10505946,stock_sz_300550
2017-08-02,300550,33.0,33.52,33.02,33.65,358700,11942869,stock_sz_300550
2017-08-03,300550,32.9,32.95,33.74,34.15,533300,18000810,stock_sz_300550
2017-08-04,300550,33.1,33.85,33.3,33.98,390300,12991993,stock_sz_300550
2017-08-07,300550,33.1,33.1,33.96,33.98,547796,18456674,stock_sz_300550
2017-08-08,300550,33.5,34.02,34.1,34.16,561877,19060311,stock_sz_300550
2017-08-09,300550,33.79,34.14,33.9,34.22,419557,14252876,stock_sz_300550
2017-08-10,300550,33.11,34.05,33.28,34.11,405300,13563537,stock_sz_300550
2017-08-11,300550,32.8,33.18,33.23,33.83,380000,12679662,stock_sz_300550
2017-08-14,300550,33.0,33.0,34.11,34.11,579273,19651005,stock_sz_300550
2017-08-15,300550,33.83,34.5,34.09,34.5,468000,16015258,stock_sz_300550
2017-08-16,300550,33.68,33.93,35.12,35.47,1182281,41324712,stock_sz_300550
2017-08-17,300550,34.71,34.98,35.3,35.49,717737,25286767,stock_sz_300550
2017-08-18,300550,34.61,35.0,34.78,35.27,499000,17411434,stock_sz_300550
2017-08-21,300550,34.64,34.64,35.48,35.58,612000,21560070,stock_sz_300550
2017-08-22,300550,34.88,35.75,34.98,35.75,402642,14197462,stock_sz_300550
2017-08-23,300550,34.81,34.81,35.23,35.54,382587,13426695,stock_sz_300550
2017-08-24,300550,34.82,35.0,34.82,35.48,360487,12638725,stock_sz_300550
2017-08-25,300550,34.82,34.82,36.18,36.44,979037,35022003,stock_sz_300550
2017-08-28,300550,36.05,36.1,37.57,37.6,1252195,46471096,stock_sz_300550
2017-08-29,300550,36.79,37.47,37.28,37.67,1170151,43507643,stock_sz_300550
2017-08-30,300550,36.64,37.2,38.0,38.3,1143460,43104638,stock_sz_300550
2017-08-31,300550,37.8,38.18,38.61,39.0,967093,37119291,stock_sz_300550
2017-09-01,300550,37.86,38.58,38.29,38.62,853800,32575003,stock_sz_300550
2017-09-04,300550,38.02,38.27,38.1,38.87,717143,27495640,stock_sz_300550
2017-09-05,300550,37.61,38.05,38.03,38.55,665994,25315169,stock_sz_300550
2017-09-06,300550,37.1,37.88,38.01,38.25,900302,33820418,stock_sz_300550
2017-09-07,300550,37.83,38.01,38.86,39.68,1727142,67159225,stock_sz_300550
2017-09-08,300550,37.91,38.7,38.56,39.85,1521339,59254865,stock_sz_300550
2017-09-11,300550,38.12,38.12,38.5,39.33,934737,36005058,stock_sz_300550
2017-09-12,300550,37.5,38.6,37.5,38.76,976800,37109900,stock_sz_300550
2017-09-13,300550,37.3,37.33,38.04,38.13,406460,15359495,stock_sz_300550
2017-09-14,300550,37.5,38.4,37.63,38.4,429600,16255844,stock_sz_300550
2017-09-15,300550,37.0,37.42,37.02,38.04,380200,14215769,stock_sz_300550
2017-09-18,300550,37.02,37.02,37.98,37.98,312200,11720297,stock_sz_300550
2017-09-19,300550,37.6,37.9,38.43,38.65,682500,26143476,stock_sz_300550
2017-09-20,300550,37.52,38.43,38.7,38.84,642763,24612406,stock_sz_300550
2017-09-21,300550,40.5,40.5,42.57,42.57,2344840,98390024,stock_sz_300550
2017-09-22,300550,42.95,43.38,44.18,45.99,5691716,251801357,stock_sz_300550
2017-09-25,300550,41.35,43.66,41.4,43.66,3262555,138719264,stock_sz_300550
2017-09-26,300550,39.32,41.62,40.02,41.65,2248762,90059948,stock_sz_300550
2017-09-27,300550,39.81,39.9,41.95,42.5,2448262,100770947,stock_sz_300550
2017-09-28,300550,40.6,41.02,40.71,41.7,1398352,57332040,stock_sz_300550
2017-09-29,300550,39.86,41.0,40.97,41.0,966335,39168360,stock_sz_300550
2017-10-09,300550,40.57,41.65,41.08,42.0,977500,40242150,stock_sz_300550
2017-10-10,300550,41.1,41.1,45.19,45.19,2953545,128331775,stock_sz_300550
2017-10-11,300550,44.3,46.99,44.43,48.68,4929263,228993790,stock_sz_300550
2017-10-12,300550,42.79,45.2,44.06,45.47,2312911,101483489,stock_sz_300550
2017-10-13,300550,43.57,44.15,44.11,44.97,2015132,89448219,stock_sz_300550
2017-10-16,300550,40.33,42.89,40.72,43.0,2221832,92310311,stock_sz_300550
2017-10-17,300550,40.2,40.66,41.16,41.67,1037734,42689134,stock_sz_300550
2017-10-18,300550,39.0,40.95,39.08,41.45,1357650,54381773,stock_sz_300550
2017-10-19,300550,38.6,39.08,39.38,39.57,615766,24067379,stock_sz_300550
2017-10-20,300550,39.02,39.37,39.59,39.59,438900,17263784,stock_sz_300550
2017-10-23,300550,39.41,39.78,40.25,40.33,556884,22286742,stock_sz_300550
2017-10-24,300550,37.86,39.98,38.15,40.25,1219484,46928135,stock_sz_300550
2017-10-25,300550,38.15,38.18,38.6,38.87,557388,21459052,stock_sz_300550
2017-10-26,300550,38.36,38.77,38.99,39.13,597731,23163166,stock_sz_300550
2017-10-27,300550,38.5,39.0,38.54,39.38,438508,17041386,stock_sz_300550
2017-10-30,300550,35.81,38.3,36.16,38.31,834432,30545776,stock_sz_300550
2017-10-31,300550,36.2,36.33,36.71,36.98,409359,14964581,stock_sz_300550
2017-11-01,300550,36.06,36.42,36.24,36.86,593471,21580401,stock_sz_300550
2017-11-02,300550,35.8,36.26,35.86,36.47,425631,15415561,stock_sz_300550
2017-11-03,300550,35.9,35.9,36.06,36.43,305231,11031922,stock_sz_300550
2017-11-06,300550,35.85,36.27,36.47,36.47,507103,18335809,stock_sz_300550
2017-11-07,300550,35.91,36.45,36.47,36.5,495903,17943698,stock_sz_300550
2017-11-08,300550,36.3,36.64,36.97,37.08,905988,33314980,stock_sz_300550
2017-11-09,300550,36.1,36.97,36.63,36.97,681266,24949215,stock_sz_300550
2017-11-10,300550,36.53,36.63,36.93,37.27,660035,24361087,stock_sz_300550
2017-11-13,300550,36.93,37.49,37.12,37.99,825373,30823215,stock_sz_300550
2017-11-14,300550,36.4,37.03,36.66,37.27,769700,28227353,stock_sz_300550
2017-11-15,300550,35.22,36.66,35.3,36.7,562200,20195740,stock_sz_300550
2017-11-16,300550,34.7,35.7,34.81,35.7,532236,18694523,stock_sz_300550
2017-11-17,300550,32.4,34.81,32.4,34.81,714800,23836590,stock_sz_300550
2017-11-20,300550,31.63,32.41,32.47,32.63,379182,12138002,stock_sz_300550
2017-11-21,300550,32.18,32.57,32.43,32.67,385730,12504842,stock_sz_300550
2017-11-22,300550,32.5,32.65,32.7,33.46,310700,10222694,stock_sz_300550
2017-11-23,300550,32.48,32.79,32.48,33.27,365225,12049320,stock_sz_300550
2017-11-24,300550,32.4,33.3,33.24,33.98,411455,13712678,stock_sz_300550
2017-11-27,300550,31.76,33.25,32.51,33.46,222900,7255311,stock_sz_300550
2017-11-28,300550,32.28,32.67,32.8,32.94,155635,5078642,stock_sz_300550
2017-11-29,300550,32.25,32.68,32.67,32.97,204900,6669241,stock_sz_300550
2017-11-30,300550,32.4,32.8,32.69,33.01,230300,7547509,stock_sz_300550
2017-12-01,300550,32.7,32.7,33.56,33.77,427130,14261158,stock_sz_300550
2017-12-04,300550,32.03,33.25,32.34,33.5,281145,9259484,stock_sz_300550
2017-12-05,300550,30.2,32.26,30.71,32.6,346200,10948829,stock_sz_300550
2017-12-06,300550,30.61,30.76,31.22,31.31,237930,7380679,stock_sz_300550
2017-12-07,300550,31.0,31.05,31.14,31.68,149430,4666956,stock_sz_300550
2017-12-08,300550,30.84,31.2,31.63,32.0,248400,7868011,stock_sz_300550
2017-12-11,300550,31.72,32.15,32.12,32.47,240500,7737297,stock_sz_300550
2017-12-12,300550,31.4,32.47,31.82,32.47,263100,8357817,stock_sz_300550
2017-12-13,300550,32.9,32.9,33.46,34.32,1642336,55332529,stock_sz_300550
2017-12-14,300550,32.56,32.77,32.93,33.24,784836,25826021,stock_sz_300550
2017-12-15,300550,32.71,32.91,33.07,33.79,615841,20540573,stock_sz_300550
2017-12-18,300550,32.0,33.2,32.01,33.2,489000,15807495,stock_sz_300550
2017-12-19,300550,32.13,32.4,32.35,32.6,257000,8327213,stock_sz_300550
2017-12-20,300550,31.58,32.34,31.66,32.51,432561,13752702,stock_sz_300550
2017-12-21,300550,31.01,31.53,31.57,31.87,242200,7598933,stock_sz_300550
2017-12-22,300550,30.81,31.69,30.95,31.69,237900,7414726,stock_sz_300550
2017-12-25,300550,30.1,30.97,30.1,31.12,279000,8481774,stock_sz_300550
2017-12-26,300550,29.8,30.12,30.77,30.98,235400,7191734,stock_sz_300550
2017-12-27,300550,30.56,31.17,30.81,31.17,203943,6291518,stock_sz_300550
2017-12-28,300550,30.6,30.6,30.88,31.26,409525,12674189,stock_sz_300550
2017-12-29,300550,30.8,30.8,31.26,31.28,359725,11196652,stock_sz_300550
2018-01-02,300550,30.91,31.37,31.25,31.8,249700,7802563,stock_sz_300550
2018-01-03,300550,31.03,31.26,31.37,31.57,395400,12373070,stock_sz_300550
2018-01-04,300550,31.15,31.37,31.44,31.53,257000,8066533,stock_sz_300550
2018-01-05,300550,31.16,31.16,31.56,32.0,320100,10150294,stock_sz_300550
2018-01-08,300550,31.1,31.3,31.2,31.54,297000,9271164,stock_sz_300550
2018-01-09,300550,30.7,31.05,30.83,31.25,288200,8912423,stock_sz_300550
2018-01-10,300550,30.28,30.68,30.4,30.87,337482,10301863,stock_sz_300550
2018-01-11,300550,30.15,30.36,31.03,31.13,420482,12931209,stock_sz_300550
2018-01-12,300550,30.7,31.03,30.98,31.2,290000,8962219,stock_sz_300550
2018-01-15,300550,29.75,30.45,29.95,30.9,431700,13040583,stock_sz_300550
2018-01-16,300550,29.8,29.91,30.18,30.25,249600,7510141,stock_sz_300550
2018-01-17,300550,29.78,30.01,30.82,31.29,459200,13985322,stock_sz_300550
2018-01-18,300550,30.66,31.19,30.8,31.19,176200,5434788,stock_sz_300550
2018-01-19,300550,30.65,30.8,30.8,31.16,196600,6072011,stock_sz_300550
2018-01-22,300550,30.38,30.7,31.01,31.22,293605,9075290,stock_sz_300550
2018-01-23,300550,30.77,31.16,30.98,31.19,241000,7466943,stock_sz_300550
2018-01-24,300550,30.73,30.9,31.39,31.4,438205,13672221,stock_sz_300550
2018-01-25,300550,31.0,31.1,31.0,31.76,518400,16310590,stock_sz_300550
2018-01-26,300550,30.54,30.9,30.99,31.04,351400,10825184,stock_sz_300550
