timestamp,price,volume,turnover,direction
15:00:03,10.18,20327,20693771,1
14:57:03,10.18,1885,1918930,1
14:57:00,10.18,138,140484,1
14:56:57,10.18,368,374624,1
14:56:54,10.17,273,277641,-1
14:56:51,10.17,913,928521,0
14:56:48,10.18,743,756374,1
14:56:45,10.17,1164,1183788,-1
14:56:42,10.18,80,81440,1
14:56:39,10.17,315,320355,-1
14:56:36,10.17,231,235547,-1
14:56:33,10.17,788,801396,1
14:56:30,10.17,111,112887,1
14:56:27,10.17,112,113904,1
14:56:24,10.17,127,129159,0
14:56:21,10.16,471,478536,-1
14:56:18,10.17,155,157635,-1
14:56:15,10.17,563,572571,1
14:56:12,10.16,265,269240,-1
14:56:09,10.16,1363,1384808,-1
14:56:06,10.16,1342,1363472,-1
14:56:03,10.16,602,612414,1
14:56:00,10.16,2559,2599944,1
14:55:57,10.15,323,327845,-1
14:55:54,10.15,379,384685,-1
14:55:51,10.16,86,87376,1
14:55:48,10.16,321,326136,-1
14:55:45,10.16,229,232664,-1
14:55:42,10.16,1141,1159256,-1
14:55:39,10.16,747,758952,1
14:55:36,10.16,380,386080,-1
14:55:33,10.17,229,232893,1
14:55:30,10.16,234,237744,1
14:55:27,10.16,177,179832,1
14:55:24,10.16,988,1004031,-1
14:55:21,10.17,260,265213,1
14:55:18,10.17,655,666135,1
14:55:15,10.17,782,795294,1
14:55:12,10.17,286,290862,1
14:55:09,10.17,495,503415,1
14:55:06,10.16,167,169672,-1
14:55:03,10.16,858,871728,-1
14:55:00,10.17,140,142380,1
14:54:57,10.16,112,113792,-1
14:54:54,10.17,279,283743,1
14:54:51,10.17,456,463752,1
14:54:48,10.17,307,312219,1
14:54:45,10.17,12,12204,1
14:54:42,10.17,541,550197,1
14:54:39,10.17,318,323406,1
14:54:36,10.17,1025,1042425,-1
14:54:33,10.17,355,361035,-1
14:54:30,10.18,241,245338,1
14:54:27,10.17,1210,1230570,-1
14:54:24,10.18,58,59044,1
14:54:21,10.18,64,65152,1
14:54:18,10.18,415,422470,1
14:54:15,10.18,421,429524,-1
14:54:12,10.19,1152,1173888,1
14:54:09,10.18,170,173060,-1
14:54:06,10.18,245,249410,-1
14:54:03,10.18,100,101800,-1
14:54:00,10.19,174,177306,1
14:53:57,10.19,17,17323,1
14:53:54,10.19,113,115147,1
14:53:51,10.19,589,600191,1
14:53:48,10.19,445,453455,-1
14:53:45,10.19,177,180363,1
14:53:42,10.19,62,63178,1
14:53:39,10.18,148,150664,-1
14:53:36,10.19,547,557393,1
14:53:33,10.19,87,88653,1
14:53:30,10.18,1050,1068900,-1
14:53:27,10.18,383,389894,-1
14:53:24,10.19,527,537013,-1
14:53:21,10.19,1087,1107653,1
14:53:18,10.19,673,685787,1
14:53:15,10.19,333,339327,1
14:53:12,10.19,612,623628,1
14:53:09,10.18,372,378696,-1
14:53:06,10.18,78,79404,-1
14:53:03,10.19,160,163040,1
14:53:00,10.19,1,1019,1
14:52:57,10.19,235,239465,1
14:52:54,10.19,117,119223,1
14:52:51,10.18,651,662718,-1
14:52:48,10.19,431,439260,-1
14:52:45,10.19,11,11209,-1
14:52:42,10.19,72,73368,1
14:52:39,10.18,30,30540,-1
14:52:36,10.19,326,332194,1
14:52:33,10.19,165,168135,1
14:52:30,10.19,87,88653,-1
14:52:27,10.19,1980,2017620,-1
14:52:24,10.2,21,21420,1
14:52:21,10.19,111,113109,-1
14:52:18,10.21,45,45945,1
14:52:15,10.21,186,189906,1
14:52:12,10.19,499,508858,-1
14:52:09,10.2,1322,1348440,-1
14:52:06,10.21,1,1021,1
14:52:03,10.21,56,57176,1
14:52:00,10.21,827,844367,-1
14:51:57,10.21,208,212368,-1
14:51:54,10.21,897,915837,-1
14:51:51,10.21,1452,1482492,-1
14:51:48,10.22,362,369964,1
14:51:45,10.22,75,76650,1
14:51:42,10.21,231,235851,-1
14:51:39,10.21,199,203822,-1
14:51:36,10.22,53,54166,1
14:51:33,10.22,167,170674,1
14:51:30,10.22,78,79716,1
14:51:27,10.22,463,473380,-1
14:51:24,10.22,471,481362,-1
14:51:21,10.23,41,41943,1
14:51:18,10.23,253,259760,1
14:51:15,10.23,76,77748,1
14:51:12,10.23,320,327360,1
14:51:09,10.23,52,53196,1
14:51:06,10.23,135,138105,-1
14:51:03,10.24,113,115712,1
14:51:00,10.24,104,106496,1
14:50:57,10.23,32,32736,-1
14:50:54,10.24,21,21504,1
14:50:51,10.24,597,611328,1
14:50:48,10.24,269,275456,-1
14:50:45,10.25,109,111725,1
14:50:42,10.24,31,31744,1
14:50:39,10.24,123,125952,-1
14:50:36,10.24,52,53248,-1
14:50:33,10.25,42,43050,1
14:50:30,10.24,8,8192,-1
14:50:27,10.24,97,99328,-1
14:50:24,10.25,275,281875,1
14:50:21,10.24,34,34816,1
14:50:18,10.25,702,719550,1
14:50:15,10.24,65,66560,1
14:50:12,10.24,265,272076,-1
14:50:09,10.25,684,701100,1
14:50:06,10.24,340,348160,-1
14:50:03,10.24,291,298291,1
14:50:00,10.24,1070,1096396,1
14:49:57,10.24,193,197632,1
14:49:54,10.24,50,51200,1
14:49:51,10.23,255,260865,-1
14:49:48,10.23,68,69564,-1
14:49:45,10.23,32,33728,-1
14:49:42,10.23,783,801009,-1
14:49:39,10.23,110,112530,-1
14:49:36,10.24,1166,1194321,1
14:49:33,10.23,190,194370,1
14:49:30,10.22,468,478296,-1
14:49:27,10.22,3,3066,-1
14:49:24,10.23,118,120714,1
14:49:21,10.23,1,1023,1
14:49:18,10.22,265,270830,-1
14:49:15,10.22,95,97999,1
14:49:12,10.22,215,219730,1
14:49:09,10.22,104,106288,1
