timestamp,price,volume,turnover,direction
15:00:03,9.1,4991,4541810,1
14:57:03,9.1,48,43680,1
14:57:00,9.1,143,130130,-1
14:56:57,9.1,86,78260,-1
14:56:54,9.11,207,188577,1
14:56:51,9.1,103,93730,-1
14:56:48,9.1,54,49140,-1
14:56:45,9.11,52,47372,1
14:56:42,9.11,142,129361,1
14:56:39,9.1,23,20930,-1
14:56:36,9.11,10,9110,1
14:56:33,9.09,40,36360,-1
14:56:30,9.1,103,93730,-1
14:56:27,9.1,64,58240,1
14:56:24,9.1,500,455000,-1
14:56:21,9.11,17,15486,1
14:56:18,9.11,28,25508,1
14:56:15,9.1,218,198380,-1
14:56:12,9.1,34,30940,-1
14:56:09,9.11,16,14576,1
14:56:06,9.11,502,457322,1
14:56:03,9.1,80,72800,-1
14:56:00,9.11,605,551155,1
14:55:57,9.09,132,119988,-1
14:55:54,9.1,77,70070,-1
14:55:51,9.1,25,22750,-1
14:55:48,9.1,13,11830,-1
14:55:45,9.09,430,390870,-1
14:55:42,9.09,55,49995,-1
14:55:39,9.1,50,45500,1
14:55:36,9.1,905,823550,1
14:55:33,9.1,78,70980,1
14:55:30,9.1,5,4550,1
14:55:27,9.1,702,638820,-1
14:55:24,9.1,20,18200,-1
14:55:21,9.11,54,49194,1
14:55:18,9.11,105,95655,1
14:55:15,9.1,20,18200,-1
14:55:12,9.1,43,39130,-1
14:55:09,9.11,2,1822,1
14:55:06,9.11,10,9110,1
14:55:03,9.11,29,26419,1
14:55:00,9.11,100,91100,1
14:54:57,9.1,82,74620,-1
14:54:54,9.1,228,207480,-1
14:54:51,9.11,60,54660,1
14:54:48,9.1,55,50050,-1
14:54:45,9.1,35,31850,-1
14:54:42,9.1,1273,1158430,-1
14:54:36,9.1,253,230230,1
14:54:33,9.1,158,143780,1
14:54:30,9.1,39,35490,1
14:54:27,9.1,138,125580,1
14:54:24,9.1,10,9100,1
14:54:21,9.09,4,3636,-1
14:54:18,9.1,234,212940,1
14:54:15,9.09,18,16716,1
14:54:12,9.09,403,366881,-1
14:54:09,9.1,34,30940,1
14:54:06,9.09,147,133623,-1
14:54:03,9.09,28,25452,-1
14:54:00,9.09,189,171801,-1
14:53:57,9.09,705,641199,-1
14:53:54,9.09,149,135441,-1
14:53:51,9.09,502,456318,-1
14:53:48,9.09,10,9090,-1
14:53:45,9.09,45,40905,-1
14:53:42,9.09,214,194526,1
14:53:39,9.09,144,130896,1
14:53:36,9.08,11,9988,-1
14:53:33,9.09,46,41814,1
14:53:30,9.09,144,130896,1
14:53:27,9.09,308,279972,-1
14:53:24,9.09,180,163620,1
14:53:21,9.09,340,309169,-1
14:53:18,9.09,230,209070,-1
14:53:15,9.1,20,18200,1
14:53:12,9.1,60,54600,1
14:53:09,9.09,1187,1078983,-1
14:53:06,9.1,90,81900,1
14:53:03,9.1,84,76440,1
14:53:00,9.1,272,247520,1
14:52:57,9.1,55,50050,1
14:52:54,9.1,655,596050,-1
14:52:51,9.1,103,93730,-1
14:52:48,9.1,38,34580,1
14:52:45,9.1,31,28210,1
14:52:42,9.1,7,6370,1
14:52:39,9.1,148,134680,1
14:52:36,9.1,17,15470,1
14:52:33,9.1,221,201110,-1
14:52:30,9.1,20,18200,-1
14:52:27,9.11,40,36440,1
14:52:24,9.1,70,63700,-1
14:52:21,9.1,90,81900,-1
14:52:18,9.11,15,13665,1
14:52:15,9.11,104,94744,1
14:52:12,9.11,2,1822,1
14:52:09,9.11,1428,1301709,1
14:52:06,9.11,101,92011,1
14:52:03,9.11,21,19131,1
14:51:57,9.11,52,47372,1
14:51:51,9.11,162,147582,-1
14:51:45,9.12,51,46511,1
14:51:42,9.11,79,71969,-1
14:51:39,9.1,327,297570,-1
14:51:36,9.11,50,45550,-1
14:51:33,9.1,70,63700,-1
14:51:30,9.11,100,91100,1
14:51:24,9.11,18,16398,1
14:51:21,9.11,9,8199,1
14:51:18,9.11,2876,2620036,1
14:51:15,9.11,72,65592,1
14:51:12,9.11,24,21864,1
14:51:09,9.11,182,165802,1
14:51:06,9.11,457,416327,1
