timestamp,timestamp1,securityId,code,name,low,open,close,high,volume,turnover
2018-08-28T16:58:00.000,1535446680000,coin_binance_BTC-USDT,BTC-USDT,BTC/USDT,6918.54,6918.63,6920.05,6920.05,27.567941,
2018-08-28T16:59:00.000,1535446740000,coin_binance_BTC-USDT,BTC-USDT,BTC/USDT,6919.58,6919.82,6922.59,6924.0,14.361062,
2018-08-28T17:00:00.000,1535446800000,coin_binance_BTC-USDT,BTC-USDT,BTC/USDT,6920.72,6920.72,6922.59,6923.3,11.138827,
2018-08-28T17:01:00.000,1535446860000,coin_binance_BTC-USDT,BTC-USDT,BTC/USDT,6922.01,6922.33,6923.22,6923.24,21.72947,
2018-08-28T17:02:00.000,1535446920000,coin_binance_BTC-USDT,BTC-USDT,BTC/USDT,6922.01,6922.91,6923.25,6923.3,19.397926,
2018-08-28T17:03:00.000,1535446980000,coin_binance_BTC-USDT,BTC-USDT,BTC/USDT,6923.21,6923.24,6923.22,6923.87,5.640174,
2018-08-28T17:04:00.000,1535447040000,coin_binance_BTC-USDT,BTC-USDT,BTC/USDT,6923.21,6923.21,6923.23,6925.0,15.181018,
2018-08-28T17:05:00.000,1535447100000,coin_binance_BTC-USDT,BTC-USDT,BTC/USDT,6923.21,6923.23,6923.23,6924.0,8.993362,
2018-08-28T17:06:00.000,1535447160000,coin_binance_BTC-USDT,BTC-USDT,BTC/USDT,6922.0,6923.23,6922.02,6925.0,16.545437,
2018-08-28T17:07:00.000,1535447220000,coin_binance_BTC-USDT,BTC-USDT,BTC/USDT,6922.0,6922.02,6922.0,6922.02,12.170451,
2018-08-28T17:08:00.000,1535447280000,coin_binance_BTC-USDT,BTC-USDT,BTC/USDT,6921.0,6922.0,6921.01,6922.02,8.811166,
2018-08-28T17:09:00.000,1535447340000,coin_binance_BTC-USDT,BTC-USDT,BTC/USDT,6920.58,6921.5,6921.0,6922.02,14.665049,
2018-08-28T17:10:00.000,1535447400000,coin_binance_BTC-USDT,BTC-USDT,BTC/USDT,6920.58,6921.01,6920.86,6921.01,9.112208,
2018-08-28T17:11:00.000,1535447460000,coin_binance_BTC-USDT,BTC-USDT,BTC/USDT,6920.58,6920.86,6921.71,6922.19,11.035494,
2018-08-28T17:12:00.000,1535447520000,coin_binance_BTC-USDT,BTC-USDT,BTC/USDT,6921.71,6921.96,6922.32,6927.86,31.104572,
