timestamp,code,low,open,close,high,volume,turnover,securityId,factor
2009-10-30,300027,63.58,63.66,70.81,91.8,29611564,2082842880,stock_sz_300027,1
2009-11-02,300027,63.73,63.73,63.73,67.26,8726860,560748352,stock_sz_300027,1
2009-11-03,300027,57.7,61.5,58.07,63.0,9208565,543886208,stock_sz_300027,1
2009-11-04,300027,57.8,60.0,58.51,60.27,4735342,278163840,stock_sz_300027,1
2009-11-05,300027,56.21,58.76,58.5,59.95,6820572,399111904,stock_sz_300027,1
2009-11-06,300027,56.9,57.8,57.23,58.77,4269036,245397456,stock_sz_300027,1
2009-11-09,300027,55.2,57.0,55.35,57.17,3518248,196025872,stock_sz_300027,1
2009-11-10,300027,55.08,55.55,55.08,56.36,3469680,192728992,stock_sz_300027,1
2009-11-11,300027,53.38,55.18,54.51,55.3,3132168,169470848,stock_sz_300027,1
2009-11-12,300027,54.03,54.54,55.36,55.87,2934894,161928800,stock_sz_300027,1
2009-11-13,300027,55.25,55.41,57.95,59.0,5925791,341956320,stock_sz_300027,1
2009-11-16,300027,55.71,57.11,57.0,57.5,3560172,201451232,stock_sz_300027,1
2009-11-17,300027,56.0,57.06,56.4,57.66,2624595,148821584,stock_sz_300027,1
2009-11-18,300027,55.9,56.42,57.26,57.78,3765042,214594320,stock_sz_300027,1
2009-11-19,300027,56.8,57.2,61.0,62.95,8367243,505634528,stock_sz_300027,1
2009-11-20,300027,59.52,60.1,60.0,61.85,3788371,228666832,stock_sz_300027,1
2009-11-23,300027,59.61,59.61,60.42,61.58,3055843,184702208,stock_sz_300027,1
2009-11-24,300027,55.5,60.21,56.0,60.95,4695566,273012800,stock_sz_300027,1
2009-11-25,300027,54.51,55.65,57.68,58.0,3962329,224934240,stock_sz_300027,1
2009-11-26,300027,56.0,57.4,56.1,58.39,3443595,196042736,stock_sz_300027,1
2009-11-30,300027,57.0,57.99,58.92,59.5,4812787,281510080,stock_sz_300027,1
2009-12-01,300027,57.51,58.1,58.29,58.88,2899116,168489360,stock_sz_300027,1
2009-12-02,300027,58.4,58.4,64.12,64.12,8503245,532340416,stock_sz_300027,1
2009-12-03,300027,66.1,66.1,69.41,70.53,12144833,831944704,stock_sz_300027,1
2009-12-04,300027,62.47,66.0,62.85,67.73,8460245,543864576,stock_sz_300027,1
2009-12-07,300027,61.71,61.71,63.75,64.5,3179318,201481344,stock_sz_300027,1
2009-12-08,300027,62.01,63.6,64.09,64.99,3622612,230429904,stock_sz_300027,1
2009-12-09,300027,63.02,64.0,64.65,67.0,4889337,317008544,stock_sz_300027,1
2009-12-10,300027,63.04,64.33,63.6,65.35,2389012,152450128,stock_sz_300027,1
2009-12-11,300027,60.85,63.51,61.03,64.19,3160423,195636800,stock_sz_300027,1
2009-12-14,300027,58.41,61.08,60.11,61.85,2287871,136990128,stock_sz_300027,1
2009-12-15,300027,59.5,60.16,60.2,61.38,1604442,96911760,stock_sz_300027,1
2009-12-16,300027,58.02,60.0,58.28,60.0,2026150,118958760,stock_sz_300027,1
2009-12-17,300027,55.35,58.82,55.45,59.2,2265235,128132096,stock_sz_300027,1
2009-12-18,300027,53.01,54.49,55.52,57.19,3138355,171574448,stock_sz_300027,1
2009-12-21,300027,54.41,55.53,55.84,56.5,1534205,85555008,stock_sz_300027,1
2009-12-22,300027,53.2,56.48,53.65,56.48,1535217,83740632,stock_sz_300027,1
2009-12-23,300027,53.5,53.55,54.7,55.0,1445175,78834416,stock_sz_300027,1
2009-12-24,300027,53.8,54.68,55.8,55.89,1849175,102082568,stock_sz_300027,1
2009-12-25,300027,54.0,55.5,54.25,55.5,1694176,92230400,stock_sz_300027,1
2009-12-28,300027,53.91,53.91,54.35,55.2,1072854,58572400,stock_sz_300027,1
2009-12-29,300027,53.51,54.4,54.1,54.97,1271625,68861088,stock_sz_300027,1
2009-12-30,300027,54.18,54.27,55.61,57.08,2423978,135503504,stock_sz_300027,1
2009-12-31,300027,54.61,55.79,55.43,55.96,1181365,65148864,stock_sz_300027,1
2010-01-04,300027,55.24,55.45,55.53,56.47,1416147,78845232,stock_sz_300027,1
2010-01-05,300027,53.86,55.51,55.09,55.8,1183973,64928556,stock_sz_300027,1
2010-01-06,300027,54.25,55.0,54.41,55.0,1097187,59796951,stock_sz_300027,1
2010-01-07,300027,53.33,54.2,53.59,54.4,1284376,69200424,stock_sz_300027,1
2010-01-08,300027,52.0,53.58,52.64,53.7,1631043,85934728,stock_sz_300027,1
2010-01-11,300027,51.01,52.6,52.03,53.2,1533518,80137680,stock_sz_300027,1
2010-01-12,300027,52.07,52.2,52.93,52.95,1154722,60771461,stock_sz_300027,1
2010-01-13,300027,51.73,52.0,54.43,54.98,2919956,156894144,stock_sz_300027,1
2010-01-14,300027,54.69,54.69,55.84,56.78,3007469,168743728,stock_sz_300027,1
