timestamp,price,volume,turnover,direction
15:00:00,16.85,0,0,1
15:00:00,16.85,0,0,1
15:00:00,16.85,90,151650,1
14:59:59,16.84,89,149876,-1
14:59:56,16.86,55,92730,1
14:59:53,16.85,70,117950,-1
14:59:50,16.86,369,622134,1
14:59:47,16.85,26,43810,-1
14:59:44,16.85,101,170185,-1
14:59:41,16.85,241,406085,1
14:59:38,16.85,123,207255,1
14:59:35,16.85,29,48865,1
14:59:32,16.85,26,43810,1
14:59:29,16.84,27,45468,-1
14:59:26,16.85,25,42125,1
14:59:23,16.85,88,148280,1
14:59:20,16.85,26,43810,1
14:59:17,16.85,52,87620,1
14:59:14,16.84,63,106092,0
14:59:11,16.84,11,18524,1
14:59:08,16.83,81,136323,-1
14:59:05,16.84,16,26944,-1
14:59:02,16.85,70,117950,1
14:58:59,16.84,19,31996,-1
14:58:56,16.85,55,92675,1
14:58:53,16.84,47,79148,1
14:58:50,16.84,313,527092,-1
14:58:47,16.85,115,193775,1
14:58:44,16.85,45,75825,1
14:58:41,16.85,20,33700,1
14:58:38,16.85,60,101100,1
14:58:35,16.84,48,80832,-1
14:58:32,16.85,12,20220,1
14:58:29,16.84,220,370480,-1
14:58:26,16.84,6,10104,-1
14:58:23,16.85,38,64030,1
14:58:20,16.84,59,99356,-1
14:58:17,16.85,21,35385,1
14:58:14,16.85,28,47180,1
14:58:10,16.85,773,1302505,-1
14:58:08,16.87,15,25305,1
14:58:05,16.87,73,123151,1
14:58:01,16.87,10,16870,1
14:57:59,16.87,80,134960,-1
14:57:56,16.88,37,62455,1
14:57:53,16.87,13,21931,-1
14:57:49,16.87,17,28679,-1
14:57:47,16.87,47,79289,-1
14:57:44,16.87,24,40488,-1
14:57:38,16.87,9,15183,1
14:57:35,16.87,134,226058,1
14:57:31,16.87,30,50610,1
14:57:29,16.86,126,212436,-1
14:57:26,16.86,54,91044,-1
14:57:23,16.86,14,23604,-1
14:57:20,16.87,3,5061,1
14:57:17,16.87,34,57358,1
14:57:14,16.87,3,5061,1
14:57:11,16.87,43,72541,1
14:57:08,16.86,136,229296,-1
