timestamp,price,volume,turnover,direction
15:00:00,14.84,0,0,-1
15:00:00,14.85,0,0,1
14:59:59,14.85,10,14850,1
14:59:56,14.83,56,83048,-1
14:59:53,14.84,9,13356,-1
14:59:50,14.84,3,4452,1
14:59:44,14.84,5,7420,1
14:59:41,14.84,2,2968,-1
14:59:29,14.84,25,37100,-1
14:59:26,14.85,12,17820,1
14:59:23,14.84,13,19292,-1
14:59:14,14.84,10,14840,-1
14:59:08,14.84,15,22260,-1
14:58:59,14.83,1,1483,-1
14:58:56,14.84,30,44520,1
14:58:50,14.84,7,10388,1
14:58:47,14.84,5,7420,1
14:58:44,14.84,9,13356,1
14:58:41,14.83,2,2966,-1
14:58:38,14.83,41,60803,-1
14:58:35,14.84,21,31164,0
14:58:32,14.85,40,59400,1
14:58:26,14.84,165,244860,1
14:58:23,14.84,100,148400,1
14:58:17,14.83,88,130504,-1
14:58:14,14.84,2,2968,1
14:58:11,14.83,17,25211,-1
14:58:08,14.84,19,28196,1
14:58:02,14.84,7,10388,1
14:57:56,14.83,5,7415,-1
14:57:53,14.84,4,5936,1
14:57:50,14.83,21,31143,-1
14:57:41,14.83,27,40041,-1
14:57:38,14.83,10,14830,-1
14:57:32,14.83,10,14830,-1
14:57:29,14.84,14,20776,1
14:57:26,14.83,12,17796,-1
14:57:17,14.84,5,7420,1
14:57:11,14.83,86,127538,1
14:57:05,14.83,5,7415,1
14:56:47,14.83,1,1483,1
14:56:38,14.83,14,20762,1
14:56:32,14.83,9,13347,1
14:56:23,14.82,3,4446,-1
14:56:17,14.82,116,171912,1
14:56:14,14.82,17,25194,1
14:56:11,14.82,19,28158,1
14:56:08,14.82,1,1482,1
14:56:05,14.82,1,1482,1
14:55:59,14.82,2,2964,1
14:55:53,14.82,5,7410,1
14:55:50,14.82,104,154128,-1
14:55:47,14.83,7,10381,1
14:55:44,14.82,123,182286,-1
14:55:32,14.83,5,7415,1
14:55:26,14.83,2,2966,1
14:55:23,14.82,10,14820,-1
14:55:20,14.83,9,13347,1
14:55:17,14.83,37,54871,1
14:55:11,14.83,93,137919,-1
14:55:08,14.83,11,16313,-1
14:55:02,14.83,2,2966,-1
14:54:53,14.83,16,23728,1
14:54:50,14.83,64,94912,1
14:54:44,14.83,10,14830,1
14:54:38,14.83,2,2966,1
14:54:35,14.82,2,2964,-1
14:54:32,14.82,162,240084,1
14:54:26,14.81,30,44430,-1
14:54:23,14.81,5,7405,-1
14:54:17,14.82,273,404586,1
14:54:14,14.81,51,75531,-1
14:54:11,14.81,10,14810,-1
14:53:56,14.81,143,211783,-1
14:53:50,14.81,2,2962,-1
14:53:47,14.82,15,22230,1
14:53:44,14.81,35,51835,-1
14:53:38,14.82,26,38532,1
14:53:35,14.81,1,1481,-1
14:53:29,14.82,20,29640,1
14:53:26,14.81,133,196973,-1
14:53:20,14.81,10,14810,-1
14:53:14,14.81,11,16291,-1
14:53:11,14.81,31,45911,-1
14:53:08,14.81,3,4443,-1
14:53:05,14.81,1,1481,-1
14:53:02,14.82,4,5928,1
14:52:59,14.8,20,29600,-1
14:52:56,14.81,20,29620,-1
14:52:53,14.81,5,8737,1
14:52:50,14.81,8,11848,1
14:52:47,14.8,59,87320,-1
14:52:41,14.81,2,2962,1
14:52:38,14.8,1,1480,-1
14:52:35,14.81,212,313972,1
14:52:32,14.8,50,74000,-1
14:52:29,14.81,10,14810,1
14:52:23,14.81,5,7405,1
14:52:17,14.8,30,44400,-1
