timestamp,price,volume,turnover,direction
15:00:00,15.19,0,0,-1
15:00:00,15.2,0,0,1
14:59:59,15.2,28,42560,1
14:59:56,15.2,307,466640,1
14:59:47,15.19,136,206584,1
14:59:41,15.19,16,24304,1
14:59:38,15.19,210,318990,-1
14:59:35,15.19,57,86583,-1
14:59:32,15.2,2,3040,1
14:59:29,15.2,8,12160,1
14:59:23,15.19,21,31899,-1
14:59:20,15.19,20,30380,-1
14:59:17,15.2,3,4560,1
14:59:14,15.19,10,15190,-1
14:59:11,15.19,150,227850,-1
14:59:08,15.19,13,19747,-1
14:58:59,15.19,16,24304,-1
14:58:56,15.19,10,15190,-1
14:58:47,15.19,23,34937,-1
14:58:43,15.19,64,97216,1
14:58:38,15.18,23,34914,-1
14:58:35,15.19,3,4557,1
14:58:32,15.19,8,12152,-1
14:58:29,15.19,5,7595,-1
14:58:26,15.18,21,31878,-1
14:58:22,15.19,28,42532,1
14:58:19,15.18,16,24288,-1
14:58:04,15.19,80,121520,1
14:57:58,15.18,10,15180,-1
14:57:52,15.18,10,15180,-1
14:57:46,15.18,30,45540,-1
14:57:40,15.19,50,75950,1
14:57:37,15.19,6,9114,1
14:57:34,15.18,7,10626,-1
14:57:28,15.18,105,159390,-1
14:57:22,15.19,20,30380,1
14:57:19,15.18,13,19734,-1
14:57:13,15.19,4,6076,1
14:57:04,15.18,6,9108,-1
14:57:01,15.19,21,31899,1
14:56:49,15.2,8,12160,1
14:56:19,15.2,31,47120,1
14:56:16,15.2,126,191520,1
14:56:10,15.2,9,13680,-1
14:56:07,15.2,4,6080,-1
14:56:04,15.2,17,25840,1
14:56:01,15.19,1,1519,-1
14:55:46,15.2,50,76000,-1
14:55:43,15.2,25,38000,-1
14:55:40,15.2,7,10640,-1
14:55:34,15.2,4,6080,-1
14:55:19,15.2,4,6080,-1
14:55:16,15.2,4,6080,-1
14:55:07,15.21,5,7605,1
14:55:04,15.21,137,208377,-1
14:54:55,15.21,4,6084,-1
14:54:52,15.21,4,6084,-1
14:54:49,15.21,12,18252,-1
14:54:43,15.21,12,18252,-1
14:54:37,15.21,18,27378,-1
14:54:31,15.21,9,13689,-1
14:54:28,15.21,14,21294,-1
14:54:25,15.21,2,3042,-1
14:54:22,15.22,15,22830,1
14:54:16,15.21,38,57798,-1
14:54:13,15.22,5,7610,-1
14:54:10,15.22,1,1522,-1
14:54:07,15.22,18,27396,1
14:54:04,15.21,6,9126,-1
14:54:01,15.22,9,13698,1
14:53:49,15.22,6,9132,1
14:53:46,15.21,7,10647,-1
14:53:43,15.22,12,18264,-1
14:53:40,15.22,36,54792,-1
14:53:37,15.22,3,4566,-1
14:53:31,15.22,136,206992,-1
14:53:28,15.22,22,33484,-1
14:53:25,15.22,6,9132,-1
14:53:22,15.22,11,16742,-1
14:53:19,15.22,4,6088,-1
14:53:16,15.22,4,6088,-1
14:53:13,15.22,102,155244,-1
14:53:07,15.22,29,44138,1
14:53:04,15.22,0,0,0
14:52:58,15.22,26,39572,-1
14:52:55,15.22,8,12176,-1
14:52:52,15.22,6,9132,-1
14:52:43,15.22,10,15220,-1
14:52:40,15.22,20,30440,-1
14:52:37,15.22,52,79144,-1
14:52:34,15.22,8,12176,-1
14:52:31,15.22,68,103496,-1
14:52:28,15.22,30,45660,-1
14:52:25,15.22,60,91320,-1
14:52:22,15.22,2,3044,-1
14:52:18,15.22,79,120238,-1
14:52:09,15.22,15,22830,1
14:52:07,15.22,7,10654,-1
14:52:03,15.22,17,25874,1
14:52:01,15.22,10,15220,1
14:51:58,15.22,1,1522,1
14:51:49,15.22,31,47182,-1
14:51:45,15.22,97,147634,1
14:51:42,15.21,14,21294,-1
14:51:40,15.22,19,28918,1
14:51:33,15.21,35,53235,-1
14:51:30,15.22,3,4566,1
14:51:27,15.22,2,3044,1
14:51:25,15.21,4,6084,-1
14:51:19,15.22,94,143068,-1
14:51:15,15.22,8,12176,-1
14:51:12,15.22,3,4566,-1
14:50:57,15.22,4,6088,-1
14:50:54,15.22,19,28918,1
14:50:48,15.22,26,39572,-1
14:50:42,15.23,200,304600,1
14:50:39,15.22,10,15220,-1
14:50:33,15.22,3,4566,-1
14:50:30,15.22,8,12176,-1
14:50:27,15.22,126,191772,-1
14:50:24,15.22,8,12176,-1
14:50:18,15.22,10,15220,-1
14:50:09,15.22,9,13698,-1
14:50:06,15.22,10,15220,-1
14:50:00,15.22,10,15220,-1
14:49:57,15.22,73,111106,1
14:49:45,15.21,9,13689,-1
14:49:42,15.22,30,45660,1
14:49:39,15.22,26,39572,-1
