timestamp,price,volume,turnover,direction
15:00:03,30.83,34,104822,1
14:57:03,30.83,0,0,1
14:56:57,30.83,5,15415,-1
14:56:51,30.83,11,33913,1
14:56:48,30.82,6,18492,-1
14:56:21,30.83,12,36996,-1
14:55:51,30.83,8,24664,0
14:55:45,30.85,1,3085,1
14:55:36,30.82,42,129444,-1
14:54:54,30.85,5,15425,1
14:54:12,30.83,9,27747,-1
14:53:33,30.84,4,12336,-1
14:53:24,30.86,2,6172,1
14:52:57,30.86,4,12344,1
14:52:48,30.85,1,3085,-1
14:52:30,30.86,2,6172,1
14:52:12,30.86,4,12344,1
14:52:09,30.85,5,15425,1
14:51:39,30.85,1,3085,1
14:51:18,30.85,2,6170,1
14:51:12,30.85,1,3085,1
14:50:42,30.85,22,67870,-1
14:50:36,30.86,1,3086,1
14:50:06,30.86,5,15430,-1
14:50:00,30.86,3,9258,0
14:49:21,30.9,1,3090,1
14:49:18,30.9,4,12360,1
14:48:30,30.85,60,185100,-1
14:48:21,30.85,3,9255,-1
14:48:15,30.85,19,58615,1
14:48:12,30.84,1,3084,1
14:48:09,30.84,25,77100,-1
14:47:39,30.85,2,6170,1
14:47:36,30.84,3,9252,-1
14:46:03,30.85,16,49360,-1
14:45:54,30.86,5,15430,-1
14:45:27,30.9,1,3090,1
14:45:24,30.9,2,6180,1
14:45:18,30.9,2,6180,1
14:45:06,30.9,2,6180,1
14:44:27,30.86,10,30860,-1
14:44:24,30.89,3,9267,1
14:44:12,30.89,2,6178,0
14:43:27,30.9,1,3090,1
14:42:45,30.9,1,3090,1
14:42:03,30.89,6,18534,-1
14:41:57,30.9,1,3090,1
14:41:51,30.89,7,21623,1
14:41:15,30.86,1,3086,1
14:41:12,30.86,4,12344,1
14:41:09,30.86,4,12344,1
14:41:03,30.86,3,9258,-1
14:40:39,30.9,1,3090,0
14:39:57,30.93,1,3093,1
14:39:12,30.93,1,3093,1
14:38:12,30.93,1,3093,1
14:37:36,30.93,1,3093,0
14:35:21,30.95,16,49520,1
14:35:15,30.95,16,49520,1
14:34:48,30.85,1,3085,-1
14:33:45,30.83,2,6166,-1
14:33:00,30.85,4,12340,1
14:32:57,30.85,3,9255,1
14:32:51,30.85,19,58615,1
14:32:39,30.85,1,3085,1
14:32:33,30.84,13,40092,0
14:32:15,30.85,20,61700,1
14:32:12,30.85,10,30850,1
14:32:06,30.85,20,61700,1
14:32:00,30.82,2,6164,-1
14:31:54,30.82,2,6164,-1
14:31:48,30.85,1,3085,1
14:31:12,30.85,28,86380,-1
14:31:06,30.87,3,9261,-1
14:30:54,30.87,1,3087,1
14:30:45,30.87,2,6174,1
14:30:39,30.87,25,77175,1
14:30:21,30.87,9,27783,1
14:29:57,30.87,4,12348,-1
14:29:12,30.9,2,6180,1
14:27:12,30.9,5,15450,-1
14:26:00,30.95,1,3095,-1
14:24:42,30.95,1,3095,-1
14:21:48,30.95,3,9285,-1
14:21:24,30.95,5,15475,-1
14:19:45,30.95,10,30950,-1
14:18:57,30.95,1,3095,-1
14:16:21,30.95,10,30950,-1
14:14:36,30.95,2,6190,-1
14:14:03,30.99,1,3099,-1
14:13:57,30.99,2,6198,-1
14:13:39,30.99,3,9297,-1
14:13:36,30.99,3,9297,-1
14:13:33,30.99,10,30990,-1
14:13:30,30.99,5,15495,-1
14:13:21,30.99,2,6198,-1
14:13:12,30.99,22,68178,-1
14:12:18,30.99,1,3099,-1
