timestamp,price,volume,turnover,direction
15:00:03,31.25,5,15625,1
14:57:03,31.22,0,0,-1
14:57:00,31.22,9,28098,1
14:56:42,31.22,2,6244,-1
14:56:15,31.29,14,43806,0
14:54:30,31.3,17,53210,0
14:53:30,31.18,12,37416,-1
14:53:24,31.19,1,3119,0
14:53:21,31.32,4,12528,0
14:52:06,31.33,8,25064,1
14:52:03,31.16,8,24928,1
14:52:00,31.16,10,31160,1
14:51:54,31.16,1,3116,1
14:51:51,31.16,10,31160,1
14:51:48,31.16,1,3116,0
14:51:21,31.15,13,40495,1
14:51:18,31.15,5,15575,1
14:51:09,31.15,12,37380,0
14:50:15,31.12,3,9336,1
14:50:00,31.12,24,74688,-1
14:49:48,31.12,10,31120,1
14:49:21,31.12,1,3112,1
14:49:18,31.12,21,65352,-1
14:49:06,31.18,1,3118,1
14:49:00,31.18,2,6236,1
14:48:51,31.18,9,28062,-1
14:48:42,31.2,9,28080,-1
14:48:36,31.23,5,15615,1
14:48:33,31.23,3,9369,1
14:48:30,31.23,17,53091,-1
14:48:18,31.24,5,15620,-1
14:47:36,31.25,18,56250,-1
14:47:30,31.26,3,9378,1
14:47:21,31.26,10,31260,1
14:46:27,31.26,11,34386,-1
14:46:18,31.3,10,31300,1
14:45:51,31.26,1,3126,1
14:45:45,31.26,2,6252,1
14:45:39,31.26,5,15630,1
14:45:27,31.25,9,28125,-1
14:45:18,31.25,20,62500,-1
14:44:48,31.26,15,46890,1
14:44:45,31.25,10,31250,-1
14:44:18,31.25,21,65625,-1
14:44:15,31.26,9,28134,1
14:44:09,31.25,5,15625,-1
14:44:03,31.26,4,12504,1
14:43:21,31.26,3,9378,-1
14:42:21,31.27,27,84429,-1
14:42:06,31.28,5,15640,1
14:41:30,31.28,5,15640,-1
14:41:09,31.29,1,3129,1
14:40:27,31.29,6,18774,-1
14:40:00,31.29,10,31290,-1
14:39:39,31.29,5,15645,-1
14:39:12,31.3,2,6260,0
14:34:48,31.37,28,87836,1
14:34:42,31.29,1,3129,0
14:30:24,31.38,7,21966,-1
14:30:00,31.38,2,6276,-1
14:29:54,31.38,1,3138,-1
14:29:21,31.38,1,3138,-1
14:28:06,31.43,13,40859,-1
14:27:09,31.43,30,94290,-1
14:27:03,31.44,1,3144,1
14:26:54,31.43,3,9429,-1
14:26:39,31.45,4,12580,1
14:26:03,31.45,17,53465,1
14:25:57,31.44,7,22008,1
14:25:36,31.43,12,37716,1
14:25:30,31.43,1,3143,-1
14:25:24,31.43,1,3143,-1
14:25:15,31.43,2,6286,-1
14:25:12,31.43,1,3143,1
14:24:45,31.4,4,12560,-1
14:24:06,31.4,4,12560,1
14:23:57,31.4,5,15700,1
14:23:48,31.4,3,9420,1
14:23:45,31.39,3,9417,1
14:23:39,31.38,1,3138,-1
14:23:36,31.38,1,3138,-1
14:23:30,31.38,2,6276,1
14:23:18,31.37,4,12548,-1
