code,name,listDate,exchange,type,id,sinaIndustry,sinaConcept,sinaArea,sector,industry
300056,三维丝,2010-02-26,sz,stock,stock_sz_300056,机械行业,,福建,,
300057,万顺股份,2010-02-26,sz,stock,stock_sz_300057,印刷包装,,,,
300058,蓝色光标,2010-02-26,sz,stock,stock_sz_300058,印刷包装,,北京,,
300059,东方财富,2010-03-19,sz,stock,stock_sz_300059,电子信息,,上海,,
300061,康旗股份,2010-03-19,sz,stock,stock_sz_300061,医疗器械,,上海,,
300062,中能电气,2010-03-19,sz,stock,stock_sz_300062,发电设备,,福建,,
300063,天龙集团,2010-03-26,sz,stock,stock_sz_300063,化工行业,,,,
300064,豫金刚石,2010-03-26,sz,stock,stock_sz_300064,其它行业,,河南,,
300065,海兰信,2010-03-26,sz,stock,stock_sz_300065,电子信息,,北京,,
300066,三川智慧,2010-03-26,sz,stock,stock_sz_300066,仪器仪表,,江西,,
300067,安诺其,2010-04-21,sz,stock,stock_sz_300067,化工行业,,上海,,
300068,南都电源,2010-04-21,sz,stock,stock_sz_300068,电器行业,,,,
300069,金利华电,2010-04-21,sz,stock,stock_sz_300069,发电设备,,,,
300070,碧水源,2010-04-21,sz,stock,stock_sz_300070,环保行业,,北京,,
300071,华谊嘉信,2010-04-21,sz,stock,stock_sz_300071,印刷包装,,北京,,
300072,三聚环保,2010-04-27,sz,stock,stock_sz_300072,化工行业,,北京,,
300073,当升科技,2010-04-27,sz,stock,stock_sz_300073,其它行业,,北京,,
300074,华平股份,2010-04-27,sz,stock,stock_sz_300074,电子信息,,上海,,
300075,数字政通,2010-04-27,sz,stock,stock_sz_300075,电子信息,,北京,,
300076,GQY视讯,2010-04-30,sz,stock,stock_sz_300076,电子信息,,,,
300077,国民技术,2010-04-30,sz,stock,stock_sz_300077,电子器件,,,,
300078,思创医惠,2010-04-30,sz,stock,stock_sz_300078,电子器件,,,,
300079,数码科技,2010-04-30,sz,stock,stock_sz_300079,电子信息,,北京,,
300080,易成新能,2010-06-25,sz,stock,stock_sz_300080,建筑建材,,河南,,
300081,恒信东方,2010-05-20,sz,stock,stock_sz_300081,电子信息,,河北,,
300082,奥克股份,2010-05-20,sz,stock,stock_sz_300082,化工行业,,辽宁,,
300083,劲胜智能,2010-05-20,sz,stock,stock_sz_300083,电子器件,,,,
300084,海默科技,2010-05-20,sz,stock,stock_sz_300084,石油行业,,甘肃,,
300085,银之杰,2010-05-26,sz,stock,stock_sz_300085,电子信息,,深圳,,
300086,康芝药业,2010-05-26,sz,stock,stock_sz_300086,生物制药,,海南,,
300087,荃银高科,2010-05-26,sz,stock,stock_sz_300087,农林牧渔,,安徽,,
300088,长信科技,2010-05-26,sz,stock,stock_sz_300088,电子器件,,安徽,,
300089,文化长城,2010-06-25,sz,stock,stock_sz_300089,陶瓷行业,,,,
300090,盛运环保,2010-06-25,sz,stock,stock_sz_300090,机械行业,,安徽,,
300091,金通灵,2010-06-25,sz,stock,stock_sz_300091,机械行业,,江苏,,
300092,科新机电,2010-07-08,sz,stock,stock_sz_300092,机械行业,,四川,,
300093,金刚玻璃,2010-07-08,sz,stock,stock_sz_300093,玻璃行业,,,,
300094,国联水产,2010-07-08,sz,stock,stock_sz_300094,农林牧渔,,,,
300095,华伍股份,2010-07-28,sz,stock,stock_sz_300095,机械行业,,江西,,
300096,易联众,2010-07-28,sz,stock,stock_sz_300096,电子信息,,福建,,
300097,智云股份,2010-07-28,sz,stock,stock_sz_300097,仪器仪表,,辽宁,,
300098,高新兴,2010-07-28,sz,stock,stock_sz_300098,电子信息,,,,
300099,精准信息,2010-08-06,sz,stock,stock_sz_300099,仪器仪表,,山东,,
300100,双林股份,2010-08-06,sz,stock,stock_sz_300100,汽车制造,,,,
300101,振芯科技,2010-08-06,sz,stock,stock_sz_300101,电子信息,,四川,,
300102,乾照光电,2010-08-12,sz,stock,stock_sz_300102,电子器件,,福建,,
300103,达刚路机,2010-08-12,sz,stock,stock_sz_300103,机械行业,,陕西,,
300104,乐视网,2010-08-12,sz,stock,stock_sz_300104,电子信息,,北京,,
300105,龙源技术,2010-08-20,sz,stock,stock_sz_300105,仪器仪表,,山东,,
300106,西部牧业,2010-08-20,sz,stock,stock_sz_300106,农林牧渔,,新疆,,
300107,建新股份,2010-08-20,sz,stock,stock_sz_300107,化工行业,,河北,,
300108,吉药控股,2010-08-25,sz,stock,stock_sz_300108,化工行业,,吉林,,
300109,新开源,2010-08-25,sz,stock,stock_sz_300109,化工行业,,河南,,
300110,华仁药业,2010-08-25,sz,stock,stock_sz_300110,生物制药,,山东,,
300111,向日葵,2010-08-27,sz,stock,stock_sz_300111,电子器件,,,,
300112,万讯自控,2010-08-27,sz,stock,stock_sz_300112,仪器仪表,,,,
300113,顺网科技,2010-08-27,sz,stock,stock_sz_300113,电子信息,,,,
300114,中航电测,2010-08-27,sz,stock,stock_sz_300114,电子器件,,陕西,,
300115,长盈精密,2010-09-02,sz,stock,stock_sz_300115,电子器件,,,,
300116,坚瑞沃能,2010-09-02,sz,stock,stock_sz_300116,机械行业,,陕西,,
300117,嘉寓股份,2010-09-02,sz,stock,stock_sz_300117,建筑建材,,北京,,
300118,东方日升,2010-09-02,sz,stock,stock_sz_300118,电子器件,,,,
300119,瑞普生物,2010-09-17,sz,stock,stock_sz_300119,生物制药,,天津,,
300120,经纬电材,2010-09-17,sz,stock,stock_sz_300120,发电设备,,天津,,
300121,阳谷华泰,2010-09-17,sz,stock,stock_sz_300121,化工行业,,山东,,
300122,智飞生物,2010-09-28,sz,stock,stock_sz_300122,生物制药,,重庆,,
300123,太阳鸟,2010-09-28,sz,stock,stock_sz_300123,船舶制造,,湖南,,
300124,汇川技术,2010-09-28,sz,stock,stock_sz_300124,仪器仪表,,,,
300125,易世达,2010-10-13,sz,stock,stock_sz_300125,发电设备,,辽宁,,
300126,锐奇股份,2010-10-13,sz,stock,stock_sz_300126,机械行业,,上海,,
300127,银河磁体,2010-10-13,sz,stock,stock_sz_300127,电子器件,,四川,,
300128,锦富技术,2010-10-13,sz,stock,stock_sz_300128,电子器件,,江苏,,
300129,泰胜风能,2010-10-19,sz,stock,stock_sz_300129,发电设备,,上海,,
300130,新国都,2010-10-19,sz,stock,stock_sz_300130,电子信息,,,,
300131,英唐智控,2010-10-19,sz,stock,stock_sz_300131,电子器件,,,,
300132,青松股份,2010-10-26,sz,stock,stock_sz_300132,化工行业,,福建,,
300133,华策影视,2010-10-26,sz,stock,stock_sz_300133,传媒娱乐,,,,
300134,大富科技,2010-10-26,sz,stock,stock_sz_300134,电子信息,,,,
300135,宝利国际,2010-10-26,sz,stock,stock_sz_300135,化工行业,,江苏,,
300136,信维通信,2010-11-05,sz,stock,stock_sz_300136,电子信息,,,,
300137,先河环保,2010-11-05,sz,stock,stock_sz_300137,仪器仪表,,河北,,
300138,晨光生物,2010-11-05,sz,stock,stock_sz_300138,食品行业,,河北,,
300139,晓程科技,2010-11-12,sz,stock,stock_sz_300139,电子器件,,北京,,
300140,中环装备,2010-11-12,sz,stock,stock_sz_300140,电器行业,,陕西,,
300141,和顺电气,2010-11-12,sz,stock,stock_sz_300141,发电设备,,,,
300142,沃森生物,2010-11-12,sz,stock,stock_sz_300142,生物制药,,云南,,
300143,星普医科,2010-12-09,sz,stock,stock_sz_300143,农林牧渔,,,,
300144,宋城演艺,2010-12-09,sz,stock,stock_sz_300144,酒店旅游,,,,
300145,中金环境,2010-12-09,sz,stock,stock_sz_300145,机械行业,,,,
300146,汤臣倍健,2010-12-15,sz,stock,stock_sz_300146,食品行业,,,,
300147,香雪制药,2010-12-15,sz,stock,stock_sz_300147,生物制药,,,,
300148,天舟文化,2010-12-15,sz,stock,stock_sz_300148,传媒娱乐,,湖南,,
300149,量子高科,2010-12-22,sz,stock,stock_sz_300149,食品行业,,,,
300150,世纪瑞尔,2010-12-22,sz,stock,stock_sz_300150,电子信息,,北京,,
300151,昌红科技,2010-12-22,sz,stock,stock_sz_300151,机械行业,,,,
300152,科融环境,2010-12-29,sz,stock,stock_sz_300152,机械行业,,,,
300153,科泰电源,2010-12-29,sz,stock,stock_sz_300153,发电设备,,上海,,
300154,瑞凌股份,2010-12-29,sz,stock,stock_sz_300154,电子器件,,,,
300155,安居宝,2011-01-07,sz,stock,stock_sz_300155,电子器件,,,,
300156,神雾环保,2011-01-07,sz,stock,stock_sz_300156,环保行业,,北京,,
300157,恒泰艾普,2011-01-07,sz,stock,stock_sz_300157,石油行业,,北京,,
300158,振东制药,2011-01-07,sz,stock,stock_sz_300158,生物制药,,山西,,
300159,新研股份,2011-01-07,sz,stock,stock_sz_300159,机械行业,,新疆,,
300160,秀强股份,2011-01-13,sz,stock,stock_sz_300160,玻璃行业,,,,
300161,华中数控,2011-01-13,sz,stock,stock_sz_300161,机械行业,,湖北,,
300162,雷曼股份,2011-01-13,sz,stock,stock_sz_300162,电子器件,,,,
300163,先锋新材,2011-01-13,sz,stock,stock_sz_300163,建筑建材,,,,
300164,通源石油,2011-01-13,sz,stock,stock_sz_300164,石油行业,,陕西,,
300165,天瑞仪器,2011-01-25,sz,stock,stock_sz_300165,仪器仪表,,,,
300166,东方国信,2011-01-25,sz,stock,stock_sz_300166,电子信息,,北京,,
300167,迪威迅,2011-01-25,sz,stock,stock_sz_300167,电子信息,,,,
300168,万达信息,2011-01-25,sz,stock,stock_sz_300168,电子信息,,上海,,
300169,天晟新材,2011-01-25,sz,stock,stock_sz_300169,塑料制品,,,,
300170,汉得信息,2011-02-01,sz,stock,stock_sz_300170,电子信息,,上海,,
300171,东富龙,2011-02-01,sz,stock,stock_sz_300171,医疗器械,,上海,,
300172,中电环保,2011-02-01,sz,stock,stock_sz_300172,环保行业,,,,
300173,智慧松德,2011-02-01,sz,stock,stock_sz_300173,机械行业,,,,
300174,元力股份,2011-02-01,sz,stock,stock_sz_300174,化工行业,,福建,,
300175,朗源股份,2011-02-15,sz,stock,stock_sz_300175,食品行业,,山东,,
300176,鸿特精密,2011-02-15,sz,stock,stock_sz_300176,汽车制造,,,,
300177,中海达,2011-02-15,sz,stock,stock_sz_300177,电子信息,,,,
300178,腾邦国际,2011-02-15,sz,stock,stock_sz_300178,酒店旅游,,,,
300179,四方达,2011-02-15,sz,stock,stock_sz_300179,其它行业,,河南,,
300180,华峰超纤,2011-02-22,sz,stock,stock_sz_300180,化纤行业,,上海,,
300181,佐力药业,2011-02-22,sz,stock,stock_sz_300181,生物制药,,,,
300182,捷成股份,2011-02-22,sz,stock,stock_sz_300182,电子信息,,北京,,
300183,东软载波,2011-02-22,sz,stock,stock_sz_300183,电子信息,,山东,,
300184,力源信息,2011-02-22,sz,stock,stock_sz_300184,电子器件,,湖北,,
300185,通裕重工,2011-03-08,sz,stock,stock_sz_300185,机械行业,,山东,,
300187,永清环保,2011-03-08,sz,stock,stock_sz_300187,环保行业,,湖南,,
300188,美亚柏科,2011-03-16,sz,stock,stock_sz_300188,电子信息,,福建,,
300189,神农基因,2011-03-16,sz,stock,stock_sz_300189,农林牧渔,,海南,,
300190,维尔利,2011-03-16,sz,stock,stock_sz_300190,环保行业,,,,
300191,潜能恒信,2011-03-16,sz,stock,stock_sz_300191,石油行业,,北京,,
300192,科斯伍德,2011-03-22,sz,stock,stock_sz_300192,化工行业,,,,
300193,佳士科技,2011-03-22,sz,stock,stock_sz_300193,机械行业,,,,
300194,福安药业,2011-03-22,sz,stock,stock_sz_300194,生物制药,,重庆,,
300195,长荣股份,2011-03-29,sz,stock,stock_sz_300195,机械行业,,天津,,
300196,长海股份,2011-03-29,sz,stock,stock_sz_300196,玻璃行业,,,,
300197,铁汉生态,2011-03-29,sz,stock,stock_sz_300197,环保行业,,,,
300198,纳川股份,2011-04-07,sz,stock,stock_sz_300198,塑料制品,,福建,,
300199,翰宇药业,2011-04-07,sz,stock,stock_sz_300199,生物制药,,,,
300200,高盟新材,2011-04-07,sz,stock,stock_sz_300200,化工行业,,北京,,
300201,海伦哲,2011-04-07,sz,stock,stock_sz_300201,机械行业,,,,
300202,聚龙股份,2011-04-15,sz,stock,stock_sz_300202,机械行业,,辽宁,,
300203,聚光科技,2011-04-15,sz,stock,stock_sz_300203,仪器仪表,,,,
300204,舒泰神,2011-04-15,sz,stock,stock_sz_300204,生物制药,,北京,,
300205,天喻信息,2011-04-21,sz,stock,stock_sz_300205,电子器件,,湖北,,
300206,理邦仪器,2011-04-21,sz,stock,stock_sz_300206,医疗器械,,,,
300207,欣旺达,2011-04-21,sz,stock,stock_sz_300207,电子器件,,,,
300208,恒顺众昇,2011-04-26,sz,stock,stock_sz_300208,发电设备,,山东,,
300209,天泽信息,2011-04-26,sz,stock,stock_sz_300209,电子信息,,,,
300210,森远股份,2011-04-26,sz,stock,stock_sz_300210,机械行业,,辽宁,,
300211,亿通科技,2011-05-05,sz,stock,stock_sz_300211,电子信息,,,,
300212,易华录,2011-05-05,sz,stock,stock_sz_300212,电子信息,,北京,,
300213,佳讯飞鸿,2011-05-05,sz,stock,stock_sz_300213,电子信息,,北京,,
300214,日科化学,2011-05-11,sz,stock,stock_sz_300214,化工行业,,山东,,
300215,电科院,2011-05-11,sz,stock,stock_sz_300215,电子器件,,,,
300216,千山药机,2011-05-11,sz,stock,stock_sz_300216,医疗器械,,湖南,,
300217,东方电热,2011-05-18,sz,stock,stock_sz_300217,电器行业,,,,
300218,安利股份,2011-05-18,sz,stock,stock_sz_300218,塑料制品,,安徽,,
300219,鸿利智汇,2011-05-18,sz,stock,stock_sz_300219,电子器件,,,,
300220,金运激光,2011-05-25,sz,stock,stock_sz_300220,电子器件,,湖北,,
300221,银禧科技,2011-05-25,sz,stock,stock_sz_300221,塑料制品,,,,
300222,科大智能,2011-05-25,sz,stock,stock_sz_300222,电器行业,,上海,,
300223,北京君正,2011-05-31,sz,stock,stock_sz_300223,电子器件,,北京,,
300224,正海磁材,2011-05-31,sz,stock,stock_sz_300224,电子器件,,山东,,
300225,金力泰,2011-05-31,sz,stock,stock_sz_300225,化工行业,,上海,,
300226,上海钢联,2011-06-08,sz,stock,stock_sz_300226,电子信息,,上海,,
300227,光韵达,2011-06-08,sz,stock,stock_sz_300227,电子器件,,,,
300228,富瑞特装,2011-06-08,sz,stock,stock_sz_300228,机械行业,,,,
300229,拓尔思,2011-06-15,sz,stock,stock_sz_300229,电子信息,,北京,,
300230,永利股份,2011-06-15,sz,stock,stock_sz_300230,塑料制品,,上海,,
300231,银信科技,2011-06-15,sz,stock,stock_sz_300231,电子信息,,北京,,
300232,洲明科技,2011-06-22,sz,stock,stock_sz_300232,电子器件,,,,
300233,金城医药,2011-06-22,sz,stock,stock_sz_300233,生物制药,,山东,,
300234,开尔新材,2011-06-22,sz,stock,stock_sz_300234,陶瓷行业,,,,
300235,方直科技,2011-06-29,sz,stock,stock_sz_300235,电子信息,,,,
300236,上海新阳,2011-06-29,sz,stock,stock_sz_300236,化工行业,,上海,,
300237,美晨生态,2011-06-29,sz,stock,stock_sz_300237,化工行业,,山东,,
300238,冠昊生物,2011-07-06,sz,stock,stock_sz_300238,医疗器械,,,,
300239,东宝生物,2011-07-06,sz,stock,stock_sz_300239,生物制药,,内蒙古,,
300240,飞力达,2011-07-06,sz,stock,stock_sz_300240,交通运输,,,,
300241,瑞丰光电,2011-07-12,sz,stock,stock_sz_300241,电子器件,,,,
300242,明家联合,2011-07-12,sz,stock,stock_sz_300242,电子器件,,,,
300243,瑞丰高材,2011-07-12,sz,stock,stock_sz_300243,化工行业,,山东,,
300244,迪安诊断,2011-07-19,sz,stock,stock_sz_300244,医疗器械,,,,
300245,天玑科技,2011-07-19,sz,stock,stock_sz_300245,电子信息,,上海,,
300246,宝莱特,2011-07-19,sz,stock,stock_sz_300246,医疗器械,,,,
300247,乐金健康,2011-07-29,sz,stock,stock_sz_300247,医疗器械,,安徽,,
300248,新开普,2011-07-29,sz,stock,stock_sz_300248,电子信息,,河南,,
300249,依米康,2011-08-03,sz,stock,stock_sz_300249,机械行业,,四川,,
300250,初灵信息,2011-08-03,sz,stock,stock_sz_300250,电子信息,,,,
300251,光线传媒,2011-08-03,sz,stock,stock_sz_300251,传媒娱乐,,北京,,
300252,金信诺,2011-08-18,sz,stock,stock_sz_300252,电器行业,,,,
300253,卫宁健康,2011-08-18,sz,stock,stock_sz_300253,电子信息,,上海,,
300254,仟源医药,2011-08-19,sz,stock,stock_sz_300254,生物制药,,山西,,
300255,常山药业,2011-08-19,sz,stock,stock_sz_300255,生物制药,,河北,,
300256,星星科技,2011-08-19,sz,stock,stock_sz_300256,电子器件,,,,
300257,开山股份,2011-08-19,sz,stock,stock_sz_300257,机械行业,,,,
300258,精锻科技,2011-08-26,sz,stock,stock_sz_300258,汽车制造,,,,
300259,新天科技,2011-08-31,sz,stock,stock_sz_300259,仪器仪表,,河南,,
300260,新莱应材,2011-09-06,sz,stock,stock_sz_300260,机械行业,,,,
300261,雅本化学,2011-09-06,sz,stock,stock_sz_300261,农药化肥,,,,
300262,巴安水务,2011-09-16,sz,stock,stock_sz_300262,环保行业,,上海,,
300263,隆华节能,2011-09-16,sz,stock,stock_sz_300263,机械行业,,河南,,
300264,佳创视讯,2011-09-16,sz,stock,stock_sz_300264,电子信息,,,,
300265,通光线缆,2011-09-16,sz,stock,stock_sz_300265,电器行业,,,,
300266,兴源环境,2011-09-27,sz,stock,stock_sz_300266,机械行业,,,,
300267,尔康制药,2011-09-27,sz,stock,stock_sz_300267,生物制药,,湖南,,
300268,佳沃股份,2011-09-27,sz,stock,stock_sz_300268,农林牧渔,,湖南,,
300269,联建光电,2011-10-12,sz,stock,stock_sz_300269,电子器件,,,,
300270,中威电子,2011-10-12,sz,stock,stock_sz_300270,电子信息,,,,
300271,华宇软件,2011-10-26,sz,stock,stock_sz_300271,电子信息,,北京,,
300272,开能环保,2011-11-02,sz,stock,stock_sz_300272,机械行业,,上海,,
300273,和佳股份,2011-10-26,sz,stock,stock_sz_300273,医疗器械,,,,
300274,阳光电源,2011-11-02,sz,stock,stock_sz_300274,电器行业,,安徽,,
300275,梅安森,2011-11-02,sz,stock,stock_sz_300275,电子信息,,重庆,,
300276,三丰智能,2011-11-15,sz,stock,stock_sz_300276,机械行业,,湖北,,
300277,海联讯,2011-11-23,sz,stock,stock_sz_300277,电子信息,,,,
300278,华昌达,2011-12-16,sz,stock,stock_sz_300278,机械行业,,湖北,,
300279,和晶科技,2011-12-29,sz,stock,stock_sz_300279,电子器件,,,,
300280,南通锻压,2011-12-29,sz,stock,stock_sz_300280,机械行业,,,,
300281,金明精机,2011-12-29,sz,stock,stock_sz_300281,机械行业,,,,
300282,汇冠股份,2011-12-29,sz,stock,stock_sz_300282,电子信息,,北京,,
300283,温州宏丰,2012-01-10,sz,stock,stock_sz_300283,电器行业,,,,
300284,苏交科,2012-01-10,sz,stock,stock_sz_300284,建筑建材,,,,
300285,国瓷材料,2012-01-13,sz,stock,stock_sz_300285,化工行业,,山东,,
300286,安科瑞,2012-01-13,sz,stock,stock_sz_300286,仪器仪表,,上海,,
300287,飞利信,2012-02-01,sz,stock,stock_sz_300287,电子信息,,北京,,
300288,朗玛信息,2012-02-16,sz,stock,stock_sz_300288,电子信息,,贵州,,
300289,利德曼,2012-02-16,sz,stock,stock_sz_300289,生物制药,,北京,,
300290,荣科科技,2012-02-16,sz,stock,stock_sz_300290,电子信息,,辽宁,,
300291,华录百纳,2012-02-09,sz,stock,stock_sz_300291,传媒娱乐,,北京,,
300292,吴通控股,2012-02-29,sz,stock,stock_sz_300292,电子信息,,,,
300293,蓝英装备,2012-03-08,sz,stock,stock_sz_300293,机械行业,,辽宁,,
300294,博雅生物,2012-03-08,sz,stock,stock_sz_300294,生物制药,,江西,,
300295,三六五网,2012-03-15,sz,stock,stock_sz_300295,电子信息,,,,
300296,利亚德,2012-03-15,sz,stock,stock_sz_300296,电子器件,,北京,,
300297,蓝盾股份,2012-03-15,sz,stock,stock_sz_300297,电子信息,,,,
300298,三诺生物,2012-03-19,sz,stock,stock_sz_300298,医疗器械,,湖南,,
300299,富春股份,2012-03-19,sz,stock,stock_sz_300299,电子信息,,福建,,
300300,汉鼎宇佑,2012-03-19,sz,stock,stock_sz_300300,电子信息,,,,
300301,长方集团,2012-03-21,sz,stock,stock_sz_300301,电子器件,,,,
300302,同有科技,2012-03-21,sz,stock,stock_sz_300302,电子信息,,北京,,
300303,聚飞光电,2012-03-19,sz,stock,stock_sz_300303,电子器件,,,,
300304,云意电气,2012-03-21,sz,stock,stock_sz_300304,汽车制造,,,,
300305,裕兴股份,2012-03-29,sz,stock,stock_sz_300305,塑料制品,,,,
300306,远方信息,2012-03-29,sz,stock,stock_sz_300306,仪器仪表,,,,
300307,慈星股份,2012-03-29,sz,stock,stock_sz_300307,机械行业,,,,
300308,中际旭创,2012-04-10,sz,stock,stock_sz_300308,机械行业,,山东,,
300309,吉艾科技,2012-04-10,sz,stock,stock_sz_300309,机械行业,,北京,,
300310,宜通世纪,2012-04-25,sz,stock,stock_sz_300310,电子信息,,,,
300311,任子行,2012-04-25,sz,stock,stock_sz_300311,电子信息,,,,
300312,邦讯技术,2012-05-08,sz,stock,stock_sz_300312,电子信息,,北京,,
300313,天山生物,2012-04-25,sz,stock,stock_sz_300313,农林牧渔,,新疆,,
300314,戴维医疗,2012-05-08,sz,stock,stock_sz_300314,医疗器械,,,,
300315,掌趣科技,2012-05-11,sz,stock,stock_sz_300315,电子信息,,北京,,
300316,晶盛机电,2012-05-11,sz,stock,stock_sz_300316,机械行业,,,,
300317,珈伟股份,2012-05-11,sz,stock,stock_sz_300317,电子器件,,,,
300318,博晖创新,2012-05-23,sz,stock,stock_sz_300318,医疗器械,,北京,,
300319,麦捷科技,2012-05-23,sz,stock,stock_sz_300319,电子器件,,,,
300320,海达股份,2012-06-01,sz,stock,stock_sz_300320,化工行业,,,,
300321,同大股份,2012-05-23,sz,stock,stock_sz_300321,塑料制品,,山东,,
300322,硕贝德,2012-06-08,sz,stock,stock_sz_300322,电子信息,,,,
300323,华灿光电,2012-06-01,sz,stock,stock_sz_300323,电子器件,,湖北,,
300324,旋极信息,2012-06-08,sz,stock,stock_sz_300324,电子信息,,北京,,
300325,德威新材,2012-06-01,sz,stock,stock_sz_300325,塑料制品,,,,
300326,凯利泰,2012-06-13,sz,stock,stock_sz_300326,医疗器械,,上海,,
300327,中颖电子,2012-06-13,sz,stock,stock_sz_300327,电子器件,,上海,,
300328,宜安科技,2012-06-19,sz,stock,stock_sz_300328,,,,,
300329,海伦钢琴,2012-06-19,sz,stock,stock_sz_300329,,,,,
300330,华虹计通,2012-06-19,sz,stock,stock_sz_300330,电子信息,,上海,,
300331,苏大维格,2012-06-28,sz,stock,stock_sz_300331,电子器件,,,,
300332,天壕环境,2012-06-28,sz,stock,stock_sz_300332,环保行业,,北京,,
300333,兆日科技,2012-06-28,sz,stock,stock_sz_300333,电子信息,,,,
300334,津膜科技,2012-07-05,sz,stock,stock_sz_300334,机械行业,,天津,,
300335,迪森股份,2012-07-10,sz,stock,stock_sz_300335,环保行业,,,,
300336,新文化,2012-07-10,sz,stock,stock_sz_300336,传媒娱乐,,上海,,
300337,银邦股份,2012-07-18,sz,stock,stock_sz_300337,,,,,
300338,开元股份,2012-07-26,sz,stock,stock_sz_300338,仪器仪表,,湖南,,
300339,润和软件,2012-07-18,sz,stock,stock_sz_300339,电子信息,,,,
300340,科恒股份,2012-07-26,sz,stock,stock_sz_300340,电子器件,,,,
300341,麦迪电气,2012-07-26,sz,stock,stock_sz_300341,发电设备,,福建,,
300342,天银机电,2012-07-26,sz,stock,stock_sz_300342,电子器件,,,,
300343,联创互联,2012-08-01,sz,stock,stock_sz_300343,化工行业,,山东,,
300344,太空板业,2012-08-01,sz,stock,stock_sz_300344,建筑建材,,北京,,
300345,红宇新材,2012-08-01,sz,stock,stock_sz_300345,钢铁行业,,湖南,,
300346,南大光电,2012-08-07,sz,stock,stock_sz_300346,电子器件,,,,
300347,泰格医药,2012-08-17,sz,stock,stock_sz_300347,医疗器械,,,,
300348,长亮科技,2012-08-17,sz,stock,stock_sz_300348,电子信息,,,,
300349,金卡智能,2012-08-17,sz,stock,stock_sz_300349,仪器仪表,,,,
300350,华鹏飞,2012-08-21,sz,stock,stock_sz_300350,交通运输,,,,
300351,永贵电器,2012-09-20,sz,stock,stock_sz_300351,电子器件,,,,
300352,北信源,2012-09-12,sz,stock,stock_sz_300352,电子信息,,北京,,
300353,东土科技,2012-09-27,sz,stock,stock_sz_300353,电子信息,,北京,,
300354,东华测试,2012-09-20,sz,stock,stock_sz_300354,仪器仪表,,,,
300355,蒙草生态,2012-09-27,sz,stock,stock_sz_300355,环保行业,,内蒙古,,
300356,光一科技,2012-10-09,sz,stock,stock_sz_300356,电器行业,,,,
300357,我武生物,2014-01-21,sz,stock,stock_sz_300357,生物制药,,,,
300358,楚天科技,2014-01-21,sz,stock,stock_sz_300358,机械行业,,湖南,,
300359,全通教育,2014-01-21,sz,stock,stock_sz_300359,电子信息,,,,
300360,炬华科技,2014-01-21,sz,stock,stock_sz_300360,仪器仪表,,,,
300362,天翔环境,2014-01-21,sz,stock,stock_sz_300362,机械行业,,四川,,
300363,博腾股份,2014-01-29,sz,stock,stock_sz_300363,生物制药,,重庆,,
300364,中文在线,2015-01-21,sz,stock,stock_sz_300364,传媒娱乐,,北京,,
300365,恒华科技,2014-01-23,sz,stock,stock_sz_300365,电子信息,,北京,,
300366,创意信息,2014-01-27,sz,stock,stock_sz_300366,电子信息,,四川,,
300367,东方网力,2014-01-29,sz,stock,stock_sz_300367,电子信息,,北京,,
300368,汇金股份,2014-01-23,sz,stock,stock_sz_300368,机械行业,,河北,,
300369,绿盟科技,2014-01-29,sz,stock,stock_sz_300369,电子信息,,北京,,
300370,安控科技,2014-01-23,sz,stock,stock_sz_300370,仪器仪表,,北京,,
300371,汇中股份,2014-01-23,sz,stock,stock_sz_300371,仪器仪表,,河北,,
300373,扬杰科技,2014-01-23,sz,stock,stock_sz_300373,电子器件,,,,
300374,恒通科技,2015-03-19,sz,stock,stock_sz_300374,建筑建材,,北京,,
300375,鹏翎股份,2014-01-27,sz,stock,stock_sz_300375,汽车制造,,天津,,
300376,易事特,2014-01-27,sz,stock,stock_sz_300376,电器行业,,,,
300377,赢时胜,2014-01-27,sz,stock,stock_sz_300377,电子信息,,,,
300378,鼎捷软件,2014-01-27,sz,stock,stock_sz_300378,电子信息,,上海,,
300379,东方通,2014-01-28,sz,stock,stock_sz_300379,电子信息,,北京,,
300380,安硕信息,2014-01-28,sz,stock,stock_sz_300380,电子信息,,上海,,
300381,溢多利,2014-01-28,sz,stock,stock_sz_300381,农林牧渔,,,,
300382,斯莱克,2014-01-29,sz,stock,stock_sz_300382,机械行业,,,,
300383,光环新网,2014-01-29,sz,stock,stock_sz_300383,电子信息,,北京,,
300384,三联虹普,2014-08-01,sz,stock,stock_sz_300384,纺织机械,,北京,,
300385,雪浪环境,2014-06-26,sz,stock,stock_sz_300385,机械行业,,,,
300386,飞天诚信,2014-06-26,sz,stock,stock_sz_300386,电子信息,,北京,,
300387,富邦股份,2014-07-02,sz,stock,stock_sz_300387,化工行业,,湖北,,
300388,国祯环保,2014-08-01,sz,stock,stock_sz_300388,环保行业,,安徽,,
300389,艾比森,2014-08-01,sz,stock,stock_sz_300389,电子器件,,,,
300390,天华超净,2014-07-31,sz,stock,stock_sz_300390,电子信息,,,,
300391,康跃科技,2014-08-01,sz,stock,stock_sz_300391,机械行业,,山东,,
300392,腾信股份,2014-09-10,sz,stock,stock_sz_300392,电子信息,,北京,,
300393,中来股份,2014-09-12,sz,stock,stock_sz_300393,塑料制品,,,,
300394,天孚通信,2015-02-17,sz,stock,stock_sz_300394,电子信息,,,,
300395,菲利华,2014-09-10,sz,stock,stock_sz_300395,玻璃行业,,湖北,,
