code,name,listDate,exchange,type,id,sinaIndustry,sinaConcept,sinaArea,sector,industry
002613,北玻股份,2011-08-30,sz,stock,stock_sz_002613,机械行业,,河南,,
002614,奥佳华,2011-09-09,sz,stock,stock_sz_002614,医疗器械,,福建,,
002615,哈尔斯,2011-09-09,sz,stock,stock_sz_002615,钢铁行业,,浙江,,
002616,长青集团,2011-09-20,sz,stock,stock_sz_002616,环保行业,,,,
002617,露笑科技,2011-09-20,sz,stock,stock_sz_002617,"['有色金属', '电器行业']",,浙江,,
002618,丹邦科技,2011-09-20,sz,stock,stock_sz_002618,电子器件,,,,
002619,艾格拉斯,2011-09-29,sz,stock,stock_sz_002619,水泥行业,,浙江,,
002620,瑞和股份,2011-09-29,sz,stock,stock_sz_002620,建筑建材,,,,
002621,三垒股份,2011-09-29,sz,stock,stock_sz_002621,机械行业,,辽宁,,
002622,融钰集团,2011-10-18,sz,stock,stock_sz_002622,发电设备,,吉林,,
002623,亚玛顿,2011-10-13,sz,stock,stock_sz_002623,玻璃行业,,江苏,,
002624,完美世界,2011-10-28,sz,stock,stock_sz_002624,传媒娱乐,,,,
002625,光启技术,2011-11-03,sz,stock,stock_sz_002625,汽车制造,,,,
002626,金达威,2011-10-28,sz,stock,stock_sz_002626,食品行业,,福建,,
002627,宜昌交运,2011-11-03,sz,stock,stock_sz_002627,交通运输,,湖北,,
002628,成都路桥,2011-11-03,sz,stock,stock_sz_002628,建筑建材,,四川,,
002629,仁智股份,2011-11-03,sz,stock,stock_sz_002629,石油行业,,,,
002630,华西能源,2011-11-11,sz,stock,stock_sz_002630,机械行业,,四川,,
002631,德尔未来,2011-11-11,sz,stock,stock_sz_002631,家具行业,,江苏,,
002632,道明光学,2011-11-22,sz,stock,stock_sz_002632,化工行业,,,,
002633,申科股份,2011-11-22,sz,stock,stock_sz_002633,机械行业,,,,
002634,棒杰股份,2011-12-05,sz,stock,stock_sz_002634,服装鞋类,,,,
002635,安洁科技,2011-11-25,sz,stock,stock_sz_002635,电子信息,,江苏,,
002636,金安国纪,2011-11-25,sz,stock,stock_sz_002636,电子器件,,上海,,
002637,赞宇科技,2011-11-25,sz,stock,stock_sz_002637,化工行业,,,,
002638,勤上股份,2011-11-25,sz,stock,stock_sz_002638,电子器件,,,,
002639,雪人股份,2011-12-05,sz,stock,stock_sz_002639,机械行业,,福建,,
002640,跨境通,2011-12-08,sz,stock,stock_sz_002640,服装鞋类,,山西,,
002641,永高股份,2011-12-08,sz,stock,stock_sz_002641,塑料制品,,,,
002642,荣之联,2011-12-20,sz,stock,stock_sz_002642,电子信息,,北京,,
002643,万润股份,2011-12-20,sz,stock,stock_sz_002643,化工行业,,山东,,
002644,佛慈制药,2011-12-22,sz,stock,stock_sz_002644,生物制药,,甘肃,,
002645,华宏科技,2011-12-20,sz,stock,stock_sz_002645,机械行业,,江苏,,
002646,青青稞酒,2011-12-22,sz,stock,stock_sz_002646,酿酒行业,,青海,,
002647,民盛金科,2011-12-28,sz,stock,stock_sz_002647,电器行业,,,,
002648,卫星石化,2011-12-28,sz,stock,stock_sz_002648,化工行业,,,,
002649,博彦科技,2012-01-06,sz,stock,stock_sz_002649,电子信息,,北京,,
002650,加加食品,2012-01-06,sz,stock,stock_sz_002650,食品行业,,湖南,,
002651,利君股份,2012-01-06,sz,stock,stock_sz_002651,机械行业,,四川,,
002652,扬子新材,2012-01-19,sz,stock,stock_sz_002652,建筑建材,,江苏,,
002653,海思科,2012-01-17,sz,stock,stock_sz_002653,生物制药,,西藏,,
002654,万润科技,2012-02-17,sz,stock,stock_sz_002654,电子器件,,,,
002655,共达电声,2012-02-17,sz,stock,stock_sz_002655,电子器件,,山东,,
002656,摩登大道,2012-02-28,sz,stock,stock_sz_002656,服装鞋类,,,,
002657,中科金财,2012-02-28,sz,stock,stock_sz_002657,电子信息,,北京,,
002658,雪迪龙,2012-03-09,sz,stock,stock_sz_002658,仪器仪表,,北京,,
002659,中泰桥梁,2012-03-09,sz,stock,stock_sz_002659,建筑建材,,江苏,,
002660,茂硕电源,2012-03-16,sz,stock,stock_sz_002660,发电设备,,,,
002661,克明面业,2012-03-16,sz,stock,stock_sz_002661,食品行业,,湖南,,
002662,京威股份,2012-03-09,sz,stock,stock_sz_002662,汽车制造,,北京,,
002663,普邦股份,2012-03-16,sz,stock,stock_sz_002663,建筑建材,,,,
002664,长鹰信质,2012-03-16,sz,stock,stock_sz_002664,电器行业,,,,
002665,首航节能,2012-03-27,sz,stock,stock_sz_002665,电器行业,,北京,,
002666,德联集团,2012-03-27,sz,stock,stock_sz_002666,化工行业,,,,
002667,鞍重股份,2012-03-29,sz,stock,stock_sz_002667,机械行业,,辽宁,,
002668,奥马电器,2012-04-16,sz,stock,stock_sz_002668,家电行业,,,,
002669,康达新材,2012-04-16,sz,stock,stock_sz_002669,化工行业,,上海,,
002670,国盛金控,2012-04-16,sz,stock,stock_sz_002670,电器行业,,,,
002671,龙泉股份,2012-04-26,sz,stock,stock_sz_002671,建筑建材,,山东,,
002672,东江环保,2012-04-26,sz,stock,stock_sz_002672,环保行业,,,,
002673,西部证券,2012-05-03,sz,stock,stock_sz_002673,金融行业,,陕西,,
002674,兴业科技,2012-05-07,sz,stock,stock_sz_002674,服装鞋类,,福建,,
002675,东诚药业,2012-05-25,sz,stock,stock_sz_002675,生物制药,,山东,,
002676,顺威股份,2012-05-25,sz,stock,stock_sz_002676,塑料制品,,,,
002677,浙江美大,2012-05-25,sz,stock,stock_sz_002677,家电行业,,,,
002678,珠江钢琴,2012-05-30,sz,stock,stock_sz_002678,,,,,
002679,福建金森,2012-06-05,sz,stock,stock_sz_002679,农林牧渔,,福建,,
002680,长生生物,2012-06-05,sz,stock,stock_sz_002680,机械行业,,江苏,,
002681,奋达科技,2012-06-05,sz,stock,stock_sz_002681,家电行业,,,,
002682,龙洲股份,2012-06-12,sz,stock,stock_sz_002682,交通运输,,福建,,
002683,宏大爆破,2012-06-12,sz,stock,stock_sz_002683,化工行业,,,,
002684,猛狮科技,2012-06-12,sz,stock,stock_sz_002684,电器行业,,,,
002685,华东重机,2012-06-12,sz,stock,stock_sz_002685,机械行业,,江苏,,
002686,亿利达,2012-07-03,sz,stock,stock_sz_002686,机械行业,,,,
002687,乔治白,2012-07-13,sz,stock,stock_sz_002687,服装鞋类,,,,
002688,金河生物,2012-07-13,sz,stock,stock_sz_002688,生物制药,,内蒙古,,
002689,远大智能,2012-07-17,sz,stock,stock_sz_002689,交通运输,,辽宁,,
002690,美亚光电,2012-07-31,sz,stock,stock_sz_002690,机械行业,,安徽,,
002691,冀凯股份,2012-07-31,sz,stock,stock_sz_002691,机械行业,,河北,,
002692,睿康股份,2012-08-08,sz,stock,stock_sz_002692,电力行业,,江苏,,
002693,双成药业,2012-08-08,sz,stock,stock_sz_002693,生物制药,,海南,,
002694,顾地科技,2012-08-16,sz,stock,stock_sz_002694,塑料制品,,湖北,,
002695,煌上煌,2012-09-05,sz,stock,stock_sz_002695,食品行业,,江西,,
002696,百洋股份,2012-09-05,sz,stock,stock_sz_002696,农林牧渔,,广西,,
002697,红旗连锁,2012-09-05,sz,stock,stock_sz_002697,商业百货,,四川,,
002698,博实股份,2012-09-11,sz,stock,stock_sz_002698,机械行业,,黑龙江,,
002699,美盛文化,2012-09-11,sz,stock,stock_sz_002699,,,,,
002700,新疆浩源,2012-09-21,sz,stock,stock_sz_002700,供水供气,,新疆,,
002701,奥瑞金,2012-10-11,sz,stock,stock_sz_002701,印刷包装,,北京,,
002702,海欣食品,2012-10-11,sz,stock,stock_sz_002702,食品行业,,福建,,
002703,浙江世宝,2012-11-02,sz,stock,stock_sz_002703,汽车制造,,,,
002705,新宝股份,2014-01-21,sz,stock,stock_sz_002705,家电行业,,,,
002706,良信电器,2014-01-21,sz,stock,stock_sz_002706,电器行业,,上海,,
002707,众信旅游,2014-01-23,sz,stock,stock_sz_002707,酒店旅游,,北京,,
002708,光洋股份,2014-01-21,sz,stock,stock_sz_002708,汽车制造,,江苏,,
002709,天赐材料,2014-01-23,sz,stock,stock_sz_002709,化工行业,,,,
002711,欧浦智网,2014-01-27,sz,stock,stock_sz_002711,交通运输,,,,
002712,思美传媒,2014-01-23,sz,stock,stock_sz_002712,传媒娱乐,,,,
002713,东易日盛,2014-02-19,sz,stock,stock_sz_002713,建筑建材,,北京,,
002714,牧原股份,2014-01-28,sz,stock,stock_sz_002714,农林牧渔,,河南,,
002715,登云股份,2014-02-19,sz,stock,stock_sz_002715,汽车制造,,,,
002716,金贵银业,2014-01-28,sz,stock,stock_sz_002716,,,湖南,,
002717,岭南园林,2014-02-19,sz,stock,stock_sz_002717,建筑建材,,,,
002718,友邦吊顶,2014-01-28,sz,stock,stock_sz_002718,家具行业,,,,
002719,麦趣尔,2014-01-28,sz,stock,stock_sz_002719,食品行业,,新疆,,
002721,金一文化,2014-01-27,sz,stock,stock_sz_002721,,,北京,,
002722,金轮股份,2014-01-28,sz,stock,stock_sz_002722,纺织机械,,江苏,,
002723,金莱特,2014-01-29,sz,stock,stock_sz_002723,家电行业,,,,
002724,海洋王,2014-11-04,sz,stock,stock_sz_002724,电子器件,,,,
002725,跃岭股份,2014-01-29,sz,stock,stock_sz_002725,汽车制造,,,,
002726,龙大肉食,2014-06-26,sz,stock,stock_sz_002726,食品行业,,山东,,
002727,一心堂,2014-07-02,sz,stock,stock_sz_002727,生物制药,,云南,,
002728,特一药业,2014-07-31,sz,stock,stock_sz_002728,生物制药,,,,
002729,好利来,2014-09-12,sz,stock,stock_sz_002729,电子器件,,福建,,
002730,电光科技,2014-10-09,sz,stock,stock_sz_002730,电器行业,,,,
002731,萃华珠宝,2014-11-04,sz,stock,stock_sz_002731,服装鞋类,,辽宁,,
002732,燕塘乳业,2014-12-05,sz,stock,stock_sz_002732,食品行业,,,,
002733,雄韬股份,2014-12-03,sz,stock,stock_sz_002733,电器行业,,,,
002734,利民股份,2015-01-27,sz,stock,stock_sz_002734,农药化肥,,江苏,,
002735,王子新材,2014-12-03,sz,stock,stock_sz_002735,塑料制品,,,,
002736,国信证券,2014-12-29,sz,stock,stock_sz_002736,金融行业,,,,
002737,葵花药业,2014-12-30,sz,stock,stock_sz_002737,生物制药,,黑龙江,,
002738,中矿资源,2014-12-30,sz,stock,stock_sz_002738,建筑建材,,北京,,
002739,万达电影,2015-01-22,sz,stock,stock_sz_002739,传媒娱乐,,北京,,
002740,爱迪尔,2015-01-22,sz,stock,stock_sz_002740,服装鞋类,,,,
002741,光华科技,2015-02-16,sz,stock,stock_sz_002741,化工行业,,,,
002742,三圣股份,2015-02-17,sz,stock,stock_sz_002742,建筑建材,,重庆,,
002743,富煌钢构,2015-02-17,sz,stock,stock_sz_002743,钢铁行业,,安徽,,
002745,木林森,2015-02-17,sz,stock,stock_sz_002745,电子器件,,,,
002746,仙坛股份,2015-02-16,sz,stock,stock_sz_002746,农林牧渔,,山东,,
002747,埃斯顿,2015-03-20,sz,stock,stock_sz_002747,机械行业,,江苏,,
002748,世龙实业,2015-03-19,sz,stock,stock_sz_002748,化工行业,,江西,,
002749,国光股份,2015-03-20,sz,stock,stock_sz_002749,农药化肥,,四川,,
002750,龙津药业,2015-03-24,sz,stock,stock_sz_002750,生物制药,,云南,,
002751,易尚展示,2015-04-24,sz,stock,stock_sz_002751,家具行业,,,,
002752,昇兴股份,2015-04-22,sz,stock,stock_sz_002752,印刷包装,,福建,,
002753,永东股份,2015-05-19,sz,stock,stock_sz_002753,其它行业,,山西,,
002755,东方新星,2015-05-15,sz,stock,stock_sz_002755,其它行业,,北京,,
002756,永兴特钢,2015-05-15,sz,stock,stock_sz_002756,其它行业,,,,
002757,南兴装备,2015-05-27,sz,stock,stock_sz_002757,其它行业,,,,
002758,华通医药,2015-05-27,sz,stock,stock_sz_002758,其它行业,,,,
002759,天际股份,2015-05-28,sz,stock,stock_sz_002759,其它行业,,,,
002760,凤形股份,2015-06-11,sz,stock,stock_sz_002760,,,安徽,,
002761,多喜爱,2015-06-10,sz,stock,stock_sz_002761,,,湖南,,
002762,金发拉比,2015-06-10,sz,stock,stock_sz_002762,,,,,
002763,汇洁股份,2015-06-10,sz,stock,stock_sz_002763,,,,,
002765,蓝黛传动,2015-06-12,sz,stock,stock_sz_002765,,,重庆,,
002766,索菱股份,2015-06-11,sz,stock,stock_sz_002766,,,,,
002767,先锋电子,2015-06-12,sz,stock,stock_sz_002767,,,,,
002768,国恩股份,2015-06-30,sz,stock,stock_sz_002768,,,山东,,
002769,普路通,2015-06-29,sz,stock,stock_sz_002769,,,,,
002770,科迪乳业,2015-06-30,sz,stock,stock_sz_002770,,,河南,,
002771,真视通,2015-06-29,sz,stock,stock_sz_002771,,,北京,,
002772,众兴菌业,2015-06-26,sz,stock,stock_sz_002772,,,甘肃,,
002773,康弘药业,2015-06-26,sz,stock,stock_sz_002773,,,四川,,
002774,快意电梯,2017-03-24,sz,stock,stock_sz_002774,,,,,
002775,文科园林,2015-06-29,sz,stock,stock_sz_002775,,,,,
002776,柏堡龙,2015-06-26,sz,stock,stock_sz_002776,,,,,
002777,久远银海,2015-12-31,sz,stock,stock_sz_002777,,,四川,,
002778,高科石化,2016-01-06,sz,stock,stock_sz_002778,,,江苏,,
002779,中坚科技,2015-12-09,sz,stock,stock_sz_002779,,,,,
002780,三夫户外,2015-12-09,sz,stock,stock_sz_002780,,,北京,,
002781,奇信股份,2015-12-22,sz,stock,stock_sz_002781,,,,,
002782,可立克,2015-12-22,sz,stock,stock_sz_002782,,,,,
002783,凯龙股份,2015-12-09,sz,stock,stock_sz_002783,,,湖北,,
002785,万里石,2015-12-23,sz,stock,stock_sz_002785,,,福建,,
002786,银宝山新,2015-12-23,sz,stock,stock_sz_002786,,,,,
002787,华源控股,2015-12-31,sz,stock,stock_sz_002787,,,江苏,,
002788,鹭燕医药,2016-02-18,sz,stock,stock_sz_002788,,,福建,,
002789,建艺集团,2016-03-11,sz,stock,stock_sz_002789,,,,,
002790,瑞尔特,2016-03-08,sz,stock,stock_sz_002790,,,福建,,
002791,坚朗五金,2016-03-29,sz,stock,stock_sz_002791,,,,,
002792,通宇通讯,2016-03-28,sz,stock,stock_sz_002792,,,,,
002793,东音股份,2016-04-15,sz,stock,stock_sz_002793,,,,,
002795,永和智控,2016-04-28,sz,stock,stock_sz_002795,,,,,
002796,世嘉科技,2016-05-10,sz,stock,stock_sz_002796,,,江苏,,
002797,第一创业,2016-05-11,sz,stock,stock_sz_002797,,,,,
002798,帝王洁具,2016-05-25,sz,stock,stock_sz_002798,,,四川,,
002799,环球印务,2016-06-08,sz,stock,stock_sz_002799,,,陕西,,
002800,天顺股份,2016-05-30,sz,stock,stock_sz_002800,,,新疆,,
002801,微光股份,2016-06-22,sz,stock,stock_sz_002801,,,,,
002802,洪汇新材,2016-06-29,sz,stock,stock_sz_002802,,,江苏,,
002803,吉宏股份,2016-07-12,sz,stock,stock_sz_002803,,,福建,,
002805,丰元股份,2016-07-07,sz,stock,stock_sz_002805,,,山东,,
002806,华锋股份,2016-07-26,sz,stock,stock_sz_002806,,,,,
002807,江阴银行,2016-09-02,sz,stock,stock_sz_002807,,,江苏,,
002808,苏州恒久,2016-08-12,sz,stock,stock_sz_002808,,,江苏,,
002809,红墙股份,2016-08-23,sz,stock,stock_sz_002809,,,,,
002810,山东赫达,2016-08-26,sz,stock,stock_sz_002810,,,山东,,
002811,亚泰国际,2016-09-08,sz,stock,stock_sz_002811,,,,,
002812,创新股份,2016-09-14,sz,stock,stock_sz_002812,,,云南,,
002813,路畅科技,2016-10-12,sz,stock,stock_sz_002813,,,,,
002815,崇达技术,2016-10-12,sz,stock,stock_sz_002815,,,,,
002816,和科达,2016-10-25,sz,stock,stock_sz_002816,,,,,
002817,黄山胶囊,2016-10-25,sz,stock,stock_sz_002817,,,安徽,,
002818,富森美,2016-11-09,sz,stock,stock_sz_002818,,,四川,,
002819,东方中科,2016-11-11,sz,stock,stock_sz_002819,,,北京,,
002820,桂发祥,2016-11-18,sz,stock,stock_sz_002820,,,天津,,
002821,凯莱英,2016-11-18,sz,stock,stock_sz_002821,,,天津,,
002822,中装建设,2016-11-29,sz,stock,stock_sz_002822,,,,,
002823,凯中精密,2016-11-24,sz,stock,stock_sz_002823,,,,,
002824,和胜股份,2017-01-12,sz,stock,stock_sz_002824,,,,,
002825,纳尔股份,2016-11-29,sz,stock,stock_sz_002825,,,上海,,
002826,易明医药,2016-12-09,sz,stock,stock_sz_002826,,,西藏,,
002827,高争民爆,2016-12-09,sz,stock,stock_sz_002827,,,西藏,,
002828,贝肯能源,2016-12-08,sz,stock,stock_sz_002828,,,新疆,,
002829,星网宇达,2016-12-13,sz,stock,stock_sz_002829,,,北京,,
002830,名雕股份,2016-12-13,sz,stock,stock_sz_002830,,,,,
002831,裕同科技,2016-12-16,sz,stock,stock_sz_002831,,,,,
002832,比音勒芬,2016-12-23,sz,stock,stock_sz_002832,,,,,
002833,弘亚数控,2016-12-28,sz,stock,stock_sz_002833,,,,,
002835,同为股份,2016-12-28,sz,stock,stock_sz_002835,,,,,
002836,新宏泽,2016-12-29,sz,stock,stock_sz_002836,,,,,
002837,英维克,2016-12-29,sz,stock,stock_sz_002837,,,,,
002838,道恩股份,2017-01-06,sz,stock,stock_sz_002838,,,山东,,
002839,张家港行,2017-01-24,sz,stock,stock_sz_002839,,,江苏,,
002840,华统股份,2017-01-10,sz,stock,stock_sz_002840,,,,,
002841,视源股份,2017-01-19,sz,stock,stock_sz_002841,,,,,
002842,翔鹭钨业,2017-01-19,sz,stock,stock_sz_002842,,,,,
002843,泰嘉股份,2017-01-20,sz,stock,stock_sz_002843,,,湖南,,
002845,同兴达,2017-01-25,sz,stock,stock_sz_002845,,,,,
002846,英联股份,2017-02-07,sz,stock,stock_sz_002846,,,,,
002847,盐津铺子,2017-02-08,sz,stock,stock_sz_002847,,,湖南,,
002848,高斯贝尔,2017-02-13,sz,stock,stock_sz_002848,,,湖南,,
002849,威星智能,2017-02-17,sz,stock,stock_sz_002849,,,,,
002850,科达利,2017-03-02,sz,stock,stock_sz_002850,,,,,
002851,麦格米特,2017-03-06,sz,stock,stock_sz_002851,,,,,
002852,道道全,2017-03-10,sz,stock,stock_sz_002852,,,湖南,,
002853,皮阿诺,2017-03-10,sz,stock,stock_sz_002853,,,,,
002855,捷荣技术,2017-03-21,sz,stock,stock_sz_002855,,,,,
002856,美芝股份,2017-03-20,sz,stock,stock_sz_002856,,,,,
002857,三晖电气,2017-03-23,sz,stock,stock_sz_002857,,,河南,,
002858,力盛赛车,2017-03-24,sz,stock,stock_sz_002858,,,上海,,
002859,洁美科技,2017-04-07,sz,stock,stock_sz_002859,,,,,
002860,星帅尔,2017-04-12,sz,stock,stock_sz_002860,,,,,
002861,瀛通通讯,2017-04-13,sz,stock,stock_sz_002861,,,湖北,,
002862,实丰文化,2017-04-11,sz,stock,stock_sz_002862,,,,,
002863,今飞凯达,2017-04-18,sz,stock,stock_sz_002863,,,,,
002864,盘龙药业,2017-11-16,sz,stock,stock_sz_002864,次新股,,陕西,,
002865,钧达股份,2017-04-25,sz,stock,stock_sz_002865,,,海南,,
002866,传艺科技,2017-04-26,sz,stock,stock_sz_002866,,,江苏,,
002867,周大生,2017-04-27,sz,stock,stock_sz_002867,,,,,
002868,绿康生化,2017-05-03,sz,stock,stock_sz_002868,,,福建,,
002869,金溢科技,2017-05-15,sz,stock,stock_sz_002869,,,,,
002870,香山股份,2017-05-15,sz,stock,stock_sz_002870,,,,,
002871,伟隆股份,2017-05-11,sz,stock,stock_sz_002871,,,山东,,
002872,天圣制药,2017-05-19,sz,stock,stock_sz_002872,,,重庆,,
002873,新天药业,2017-05-19,sz,stock,stock_sz_002873,,,贵州,,
002875,安奈儿,2017-06-01,sz,stock,stock_sz_002875,,,,,
002876,三利谱,2017-05-25,sz,stock,stock_sz_002876,,,,,
002877,智能自控,2017-06-05,sz,stock,stock_sz_002877,,,江苏,,
002878,元隆雅图,2017-06-06,sz,stock,stock_sz_002878,,,北京,,
002879,长缆科技,2017-07-07,sz,stock,stock_sz_002879,,,湖南,,
002880,卫光生物,2017-06-16,sz,stock,stock_sz_002880,,,,,
002881,美格智能,2017-06-22,sz,stock,stock_sz_002881,,,,,
002882,金龙羽,2017-07-17,sz,stock,stock_sz_002882,,,,,
002883,中设股份,2017-06-20,sz,stock,stock_sz_002883,,,江苏,,
002884,凌霄泵业,2017-07-11,sz,stock,stock_sz_002884,,,,,
002885,京泉华,2017-06-27,sz,stock,stock_sz_002885,,,,,
002886,沃特股份,2017-06-27,sz,stock,stock_sz_002886,,,,,
002887,绿茵生态,2017-08-01,sz,stock,stock_sz_002887,,,天津,,
002888,惠威科技,2017-07-21,sz,stock,stock_sz_002888,,,,,
002889,东方嘉盛,2017-07-31,sz,stock,stock_sz_002889,,,,,
002890,弘宇股份,2017-08-02,sz,stock,stock_sz_002890,,,山东,,
002891,中宠股份,2017-08-21,sz,stock,stock_sz_002891,,,山东,,
002892,科力尔,2017-08-17,sz,stock,stock_sz_002892,,,湖南,,
002893,华通热力,2017-09-15,sz,stock,stock_sz_002893,,,北京,,
002895,川恒股份,2017-08-25,sz,stock,stock_sz_002895,,,贵州,,
002896,中大力德,2017-08-29,sz,stock,stock_sz_002896,,,,,
002897,意华股份,2017-09-07,sz,stock,stock_sz_002897,,,,,
002898,赛隆药业,2017-09-12,sz,stock,stock_sz_002898,,,,,
002899,英派斯,2017-09-15,sz,stock,stock_sz_002899,,,山东,,
002900,哈三联,2017-09-22,sz,stock,stock_sz_002900,,,黑龙江,,
002901,大博医疗,2017-09-22,sz,stock,stock_sz_002901,,,福建,,
002902,铭普光磁,2017-09-29,sz,stock,stock_sz_002902,,,,,
002903,宇环数控,2017-10-13,sz,stock,stock_sz_002903,,,湖南,,
002905,金逸影视,2017-10-16,sz,stock,stock_sz_002905,,,,,
002906,华阳集团,2017-10-13,sz,stock,stock_sz_002906,,,,,
002907,华森制药,2017-10-20,sz,stock,stock_sz_002907,,,重庆,,
002908,德生科技,2017-10-20,sz,stock,stock_sz_002908,,,,,
002909,集泰股份,2017-10-26,sz,stock,stock_sz_002909,,,,,
002910,庄园牧场,2017-10-31,sz,stock,stock_sz_002910,,,甘肃,,
002911,佛燃股份,2017-11-22,sz,stock,stock_sz_002911,次新股,,,,
002912,中新赛克,2017-11-21,sz,stock,stock_sz_002912,次新股,,,,
002913,奥士康,2017-12-01,sz,stock,stock_sz_002913,次新股,,湖南,,
002915,中欣氟材,2017-12-05,sz,stock,stock_sz_002915,次新股,,,,
002916,深南电路,2017-12-13,sz,stock,stock_sz_002916,次新股,,,,
002917,金奥博,2017-12-08,sz,stock,stock_sz_002917,次新股,,,,
002918,蒙娜丽莎,2017-12-19,sz,stock,stock_sz_002918,次新股,,,,
002919,名臣健康,2017-12-18,sz,stock,stock_sz_002919,次新股,,,,
002920,德赛西威,2017-12-26,sz,stock,stock_sz_002920,次新股,,,,
002921,联诚精密,2017-12-27,sz,stock,stock_sz_002921,次新股,,山东,,
002922,伊戈尔,2017-12-29,sz,stock,stock_sz_002922,次新股,,,,
002923,润都股份,2018-01-05,sz,stock,stock_sz_002923,次新股,,,,
300001,特锐德,2009-10-30,sz,stock,stock_sz_300001,发电设备,,山东,,
300002,神州泰岳,2009-10-30,sz,stock,stock_sz_300002,电子信息,,北京,,
300003,乐普医疗,2009-10-30,sz,stock,stock_sz_300003,医疗器械,,北京,,
300004,南风股份,2009-10-30,sz,stock,stock_sz_300004,发电设备,,,,
300005,探路者,2009-10-30,sz,stock,stock_sz_300005,服装鞋类,,北京,,
300006,莱美药业,2009-10-30,sz,stock,stock_sz_300006,生物制药,,重庆,,
300007,汉威科技,2009-10-30,sz,stock,stock_sz_300007,仪器仪表,,河南,,
300008,天海防务,2009-10-30,sz,stock,stock_sz_300008,船舶制造,,上海,,
300009,安科生物,2009-10-30,sz,stock,stock_sz_300009,生物制药,,安徽,,
300010,立思辰,2009-10-30,sz,stock,stock_sz_300010,电子信息,,北京,,
300011,鼎汉技术,2009-10-30,sz,stock,stock_sz_300011,交通运输,,北京,,
300012,华测检测,2009-10-30,sz,stock,stock_sz_300012,仪器仪表,,深圳,,
300013,新宁物流,2009-10-30,sz,stock,stock_sz_300013,交通运输,,江苏,,
300014,亿纬锂能,2009-10-30,sz,stock,stock_sz_300014,电子器件,,,,
300015,爱尔眼科,2009-10-30,sz,stock,stock_sz_300015,医疗器械,,湖南,,
300016,北陆药业,2009-10-30,sz,stock,stock_sz_300016,生物制药,,北京,,
300017,网宿科技,2009-10-30,sz,stock,stock_sz_300017,电子信息,,上海,,
300018,中元股份,2009-10-30,sz,stock,stock_sz_300018,发电设备,,湖北,,
300019,硅宝科技,2009-10-30,sz,stock,stock_sz_300019,化工行业,,四川,,
300020,银江股份,2009-10-30,sz,stock,stock_sz_300020,电子信息,,,,
300021,大禹节水,2009-10-30,sz,stock,stock_sz_300021,农林牧渔,,甘肃,,
300022,吉峰农机,2009-10-30,sz,stock,stock_sz_300022,商业百货,,四川,,
300023,宝德股份,2009-10-30,sz,stock,stock_sz_300023,机械行业,,陕西,,
300024,机器人,2009-10-30,sz,stock,stock_sz_300024,机械行业,,辽宁,,
300025,华星创业,2009-10-30,sz,stock,stock_sz_300025,电子信息,,,,
300026,红日药业,2009-10-30,sz,stock,stock_sz_300026,生物制药,,天津,,
300027,华谊兄弟,2009-10-30,sz,stock,stock_sz_300027,传媒娱乐,,,,
300028,金亚科技,2009-10-30,sz,stock,stock_sz_300028,电子信息,,四川,,
300029,天龙光电,2009-12-25,sz,stock,stock_sz_300029,电子器件,,江苏,,
300030,阳普医疗,2009-12-25,sz,stock,stock_sz_300030,医疗器械,,,,
300031,宝通科技,2009-12-25,sz,stock,stock_sz_300031,化工行业,,江苏,,
300032,金龙机电,2009-12-25,sz,stock,stock_sz_300032,电子器件,,,,
300033,同花顺,2009-12-25,sz,stock,stock_sz_300033,电子信息,,,,
300034,钢研高纳,2009-12-25,sz,stock,stock_sz_300034,有色金属,,北京,,
300035,中科电气,2009-12-25,sz,stock,stock_sz_300035,机械行业,,湖南,,
300036,超图软件,2009-12-25,sz,stock,stock_sz_300036,电子信息,,北京,,
300037,新宙邦,2010-01-08,sz,stock,stock_sz_300037,化工行业,,深圳,,
300038,梅泰诺,2010-01-08,sz,stock,stock_sz_300038,电子信息,,北京,,
300039,上海凯宝,2010-01-08,sz,stock,stock_sz_300039,生物制药,,上海,,
300040,九洲电气,2010-01-08,sz,stock,stock_sz_300040,发电设备,,黑龙江,,
300041,回天新材,2010-01-08,sz,stock,stock_sz_300041,化工行业,,湖北,,
300042,朗科科技,2010-01-08,sz,stock,stock_sz_300042,电子信息,,,,
300043,星辉娱乐,2010-01-20,sz,stock,stock_sz_300043,,,,,
300044,赛为智能,2010-01-20,sz,stock,stock_sz_300044,电子信息,,,,
300045,华力创通,2010-01-20,sz,stock,stock_sz_300045,电子信息,,北京,,
300046,台基股份,2010-01-20,sz,stock,stock_sz_300046,电子器件,,湖北,,
300047,天源迪科,2010-01-20,sz,stock,stock_sz_300047,电子信息,,,,
300048,合康新能,2010-01-20,sz,stock,stock_sz_300048,发电设备,,北京,,
300049,福瑞股份,2010-01-20,sz,stock,stock_sz_300049,生物制药,,内蒙古,,
300050,世纪鼎利,2010-01-20,sz,stock,stock_sz_300050,电子信息,,,,
300051,三五互联,2010-02-11,sz,stock,stock_sz_300051,电子信息,,福建,,
300052,中青宝,2010-02-11,sz,stock,stock_sz_300052,电子信息,,,,
300053,欧比特,2010-02-11,sz,stock,stock_sz_300053,电子器件,,,,
300054,鼎龙股份,2010-02-11,sz,stock,stock_sz_300054,化工行业,,湖北,,
300055,万邦达,2010-02-26,sz,stock,stock_sz_300055,环保行业,,北京,,
