code,name,listDate,exchange,type,id,sinaIndustry,sinaConcept,sinaArea,sector,industry,timestamp
600713,南京医药,1996-07-01,sh,stock,stock_sh_600713,商业百货,"['准ST股', '信托重仓', '参股金融']",江苏,,,1996-07-01
600714,金瑞矿业,1996-06-06,sh,stock,stock_sh_600714,"['有色金属', '煤炭行业']","['业绩预升', '稀缺资源']",青海,,,1996-06-06
600715,文投控股,1996-07-01,sh,stock,stock_sh_600715,汽车制造,"['IP变现', '振兴沈阳']",辽宁,,,1996-07-01
600716,凤凰股份,1996-07-02,sh,stock,stock_sh_600716,房地产,"['养老概念', '文化振兴', '参股金融']",江苏,,,1996-07-02
600717,天津港,1996-06-14,sh,stock,stock_sh_600717,交通运输,"['海上丝路', '雄安新区', '天津自贸', '整体上市', '京津冀']",天津,,,1996-06-14
600718,东软集团,1996-06-18,sh,stock,stock_sh_600718,电子信息,"['养老概念', '分拆上市', '智能交通', '新三板', '阿里概念', '物联网', '振兴沈阳', '整体上市', '云计算', '汽车电子', '国产软件']",辽宁,,,1996-06-18
600719,大连热电,1996-07-16,sh,stock,stock_sh_600719,供水供气,"['振兴沈阳', '整体上市']",辽宁,,,1996-07-16
600720,祁连山,1996-07-16,sh,stock,stock_sh_600720,水泥行业,"['丝绸之路', '低碳经济', '融资融券', '保障房', '业绩预升', '陕甘宁']",甘肃,,,1996-07-16
600721,百花村,1996-06-26,sh,stock,stock_sh_600721,煤炭行业,"['ST板块', '重组概念']",新疆,,,1996-06-26
600722,金牛化工,1996-06-26,sh,stock,stock_sh_600722,化工行业,"['雄安新区', '京津冀']",河北,,,1996-06-26
600723,首商股份,1996-07-16,sh,stock,stock_sh_600723,商业百货,内贸规划,北京,,,1996-07-16
600724,宁波富达,1996-07-16,sh,stock,stock_sh_600724,房地产,"['污水处理', '信托重仓', '固废处理', '循环经济']",浙江,,,1996-07-16
600725,ST云维,1996-07-02,sh,stock,stock_sh_600725,煤炭行业,"['低碳经济', 'ST板块', '资产注入', '金融参股', '参股金融']",云南,,,1996-07-02
600726,华电能源,1996-07-01,sh,stock,stock_sh_600726,电力行业,"['资产注入', '含B股', '金融参股', '固废处理', '循环经济', '参股金融']",黑龙江,,,1996-07-01
600727,鲁北化工,1996-07-02,sh,stock,stock_sh_600727,农药化肥,,山东,,,1996-07-02
600728,佳都科技,1996-07-16,sh,stock,stock_sh_600728,电子信息,"['5G概念', '4G概念', '安防服务', '民营银行', 'IPV6概念', '云计算', '金融改革', '铁路基建', '未股改']","['广州', '广东']",,,1996-07-16
600729,重庆百货,1996-07-02,sh,stock,stock_sh_600729,商业百货,"['成渝特区', 'O2O模式', '新零售', '社保重仓', '重组概念', '内贸规划']",重庆,,,1996-07-02
600730,中国高科,1996-07-26,sh,stock,stock_sh_600730,综合行业,"['高校背景', '准ST股', '上海本地']",北京,,,1996-07-26
600731,湖南海利,1996-08-02,sh,stock,stock_sh_600731,农药化肥,"['长株潭', '出口退税']",湖南,,,1996-08-02
600732,ST新梅,1996-08-16,sh,stock,stock_sh_600732,房地产,"['迪士尼', 'ST板块', '上海本地', '上海自贸']",上海,,,1996-08-16
600733,S*ST前锋,1996-08-16,sh,stock,stock_sh_600733,房地产,"['成渝特区', '未股改']",北京,,,1996-08-16
600734,实达集团,1996-08-08,sh,stock,stock_sh_600734,电子信息,"['军民融合', '海峡西岸', '安防服务', '物联网', '重组概念', '涉矿概念']",福建,,,1996-08-08
600735,新华锦,1996-07-26,sh,stock,stock_sh_600735,纺织行业,"['石墨烯', '养老概念', '日韩贸易', '婴童概念', '黄河三角', '自贸区', '东亚自贸']",山东,,,1996-07-26
600736,苏州高新,1996-08-15,sh,stock,stock_sh_600736,开发区,"['军民融合', '创投概念', '金融参股', '沿海发展', '新三板', '参股金融']",江苏,,,1996-08-15
600737,中粮糖业,1996-07-31,sh,stock,stock_sh_600737,食品行业,参股金融,新疆,,,1996-07-31
600738,兰州民百,1996-08-02,sh,stock,stock_sh_600738,商业百货,"['丝绸之路', '资产注入', '业绩预升', '陕甘宁', '重组概念', '参股金融']",甘肃,,,1996-08-02
600739,辽宁成大,1996-08-19,sh,stock,stock_sh_600739,物资外贸,"['券商重仓', '分拆上市', '融资融券', '信托重仓', '页岩气', '金融参股', '新三板', '参股金融']",辽宁,,,1996-08-19
600740,山西焦化,1996-08-08,sh,stock,stock_sh_600740,煤炭行业,"['低碳经济', '融资融券', '重组概念']",山西,,,1996-08-08
600741,华域汽车,1996-08-26,sh,stock,stock_sh_600741,汽车制造,"['迪士尼', '融资融券', '国企改革', '保险重仓', '基金重仓', '金融参股', '汽车电子', '社保重仓', '上海本地']",上海,,,1996-08-26
600742,一汽富维,1996-08-26,sh,stock,stock_sh_600742,汽车制造,"['图们江', '融资融券', 'QFII重仓', '参股金融']",吉林,,,1996-08-26
600743,华远地产,1996-09-09,sh,stock,stock_sh_600743,房地产,"['融资融券', '京津冀']",北京,,,1996-09-09
600744,华银电力,1996-09-05,sh,stock,stock_sh_600744,电力行业,"['长株潭', '创投概念', '风能', '融资融券', '准ST股', '页岩气', '金融参股', '新三板', '涉矿概念', '参股金融']",湖南,,,1996-09-05
600745,闻泰科技,1996-08-28,sh,stock,stock_sh_600745,房地产,"['养老概念', '重组概念', '涉矿概念']",湖北,,,1996-08-28
600746,江苏索普,1996-09-18,sh,stock,stock_sh_600746,化工行业,,江苏,,,1996-09-18
600747,*ST大控,1996-09-16,sh,stock,stock_sh_600747,电子器件,"['创投概念', '融资融券', '金融参股', '振兴沈阳', '涉矿概念', '参股金融']",辽宁,,,1996-09-16
600748,上实发展,1996-09-25,sh,stock,stock_sh_600748,房地产,"['养老概念', '融资融券', '国企改革', '土地流转', '上海本地']",上海,,,1996-09-25
600749,西藏旅游,1996-10-15,sh,stock,stock_sh_600749,酒店旅游,,西藏,,,1996-10-15
600750,江中药业,1996-09-23,sh,stock,stock_sh_600750,生物制药,"['婴童概念', '融资融券', '金融参股', '参股金融']",江西,,,1996-09-23
600751,天海投资,1996-09-09,sh,stock,stock_sh_600751,交通运输,"['天津自贸', '含B股', '京津冀', '未股改']",天津,,,1996-09-09
600753,东方银星,1996-09-27,sh,stock,stock_sh_600753,商业百货,准ST股,河南,,,1996-09-27
600754,锦江股份,1996-10-11,sh,stock,stock_sh_600754,酒店旅游,"['迪士尼', '国企改革', '含B股', '金融参股', '上海本地', '上海自贸', '参股金融']",上海,,,1996-10-11
600755,厦门国贸,1996-10-03,sh,stock,stock_sh_600755,物资外贸,"['含可转债', '股期概念', '海峡西岸', '金融参股', '农村金融', '参股金融']",福建,,,1996-10-03
600756,浪潮软件,1996-09-23,sh,stock,stock_sh_600756,电子信息,"['云计算', '国产软件']",山东,,,1996-09-23
600757,长江传媒,1996-10-03,sh,stock,stock_sh_600757,传媒娱乐,"['文化振兴', 'O2O模式', '新三板', '新零售', '上海本地', '武汉规划', '参股金融']",湖北,,,1996-10-03
600758,红阳能源,1996-10-29,sh,stock,stock_sh_600758,供水供气,,辽宁,,,1996-10-29
600759,洲际油气,1996-10-08,sh,stock,stock_sh_600759,石油行业,"['融资融券', '三沙概念', '土地流转', '海南自贸', '重组概念', '涉矿概念']",海南,,,1996-10-08
600760,中航黑豹,1996-10-11,sh,stock,stock_sh_600760,汽车制造,"['ST板块', '准ST股', '本月解禁', '重组概念', '国防军工', '军工航天']",山东,,,1996-10-11
600761,安徽合力,1996-10-09,sh,stock,stock_sh_600761,机械行业,皖江区域,安徽,,,1996-10-09
600763,通策医疗,1996-10-30,sh,stock,stock_sh_600763,医疗器械,"['婴童概念', '民营医院']",浙江,,,1996-10-30
600764,中电广通,1996-11-04,sh,stock,stock_sh_600764,电子信息,"['军民融合', '电子支付', '国防军工', '军工航天']",北京,,,1996-11-04
600765,中航重机,1996-11-06,sh,stock,stock_sh_600765,机械行业,"['3D打印', '军民融合', '风能', '业绩预升', '铁路基建', '国防军工', '军工航天']",贵州,,,1996-11-06
600766,园城黄金,1996-10-28,sh,stock,stock_sh_600766,,"['黄河三角', '黄金概念']",山东,,,1996-10-28
600767,*ST运盛,1996-11-15,sh,stock,stock_sh_600767,房地产,金融改革,上海,,,1996-11-15
600768,宁波富邦,1996-11-11,sh,stock,stock_sh_600768,有色金属,"['准ST股', '重组概念']",浙江,,,1996-11-11
600769,祥龙电业,1996-11-01,sh,stock,stock_sh_600769,电力行业,武汉规划,湖北,,,1996-11-01
600770,综艺股份,1996-11-20,sh,stock,stock_sh_600770,综合行业,"['5G概念', '4G概念', '创投概念', '超导概念', '分拆上市', '安防服务', '融资融券', '博彩概念', '太阳能', 'IPV6概念', '沿海发展', '新三板', '物联网', '整体上市', '云计算', '网络游戏', '参股金融']",江苏,,,1996-11-20
600771,广誉远,1996-11-05,sh,stock,stock_sh_600771,生物制药,重组概念,青海,,,1996-11-05
600773,西藏城投,1996-11-08,sh,stock,stock_sh_600773,房地产,"['锂电池', '保障房', '金融参股', '金融改革', '涉矿概念', '参股金融']",西藏,,,1996-11-08
600774,汉商集团,1996-11-08,sh,stock,stock_sh_600774,商业百货,武汉规划,湖北,,,1996-11-08
600775,南京熊猫,1996-11-18,sh,stock,stock_sh_600775,电子信息,"['智能机器', '军民融合', '含H股', '机器人概念']",江苏,,,1996-11-18
600776,东方通信,1996-11-26,sh,stock,stock_sh_600776,电子信息,"['股权激励', '国企改革', '含B股']",浙江,,,1996-11-26
600777,新潮能源,1996-11-21,sh,stock,stock_sh_600777,综合行业,"['赛马概念', '超导概念', '金融改革', '黄河三角', '参股金融']",山东,,,1996-11-21
600778,友好集团,1996-12-03,sh,stock,stock_sh_600778,商业百货,"['丝绸之路', '业绩预升', '内贸规划', '参股金融']",新疆,,,1996-12-03
600779,水井坊,1996-12-06,sh,stock,stock_sh_600779,酿酒行业,"['成渝特区', '融资融券', 'QFII重仓', '外资背景', '摘帽概念']",四川,,,1996-12-06
600780,通宝能源,1996-12-05,sh,stock,stock_sh_600780,电力行业,,山西,,,1996-12-05
600781,辅仁药业,1996-12-18,sh,stock,stock_sh_600781,生物制药,"['创投概念', '上海本地', '重组概念']",河南,,,1996-12-18
600782,新钢股份,1996-12-25,sh,stock,stock_sh_600782,钢铁行业,"['保障房', '信托重仓', '整体上市']",江西,,,1996-12-25
600783,鲁信创投,1996-12-25,sh,stock,stock_sh_600783,其它行业,"['军民融合', '创投概念', '新三板', '业绩预升', '黄河三角', '参股金融']",山东,,,1996-12-25
600784,鲁银投资,1996-12-25,sh,stock,stock_sh_600784,钢铁行业,"['金融改革', '黄河三角']",山东,,,1996-12-25
600785,新华百货,1997-01-08,sh,stock,stock_sh_600785,商业百货,"['丝绸之路', '金融参股', '陕甘宁', '内贸规划', '参股金融']",宁夏,,,1997-01-08
600787,中储股份,1997-01-21,sh,stock,stock_sh_600787,交通运输,"['券商重仓', '雄安新区', '融资融券', '资产注入', '金融参股', '物联网', '整体上市', '京津冀', '金融改革', '铁路基建', '参股金融']",天津,,,1997-01-21
600789,鲁抗医药,1997-02-26,sh,stock,stock_sh_600789,生物制药,"['生物疫苗', '抗流感', '黄河三角']",山东,,,1997-02-26
600790,轻纺城,1997-02-28,sh,stock,stock_sh_600790,商业百货,"['分拆上市', '业绩预升', '参股金融']",浙江,,,1997-02-28
600791,京能置业,1997-01-30,sh,stock,stock_sh_600791,房地产,资产注入,北京,,,1997-01-30
600792,云煤能源,1997-01-23,sh,stock,stock_sh_600792,煤炭行业,"['低碳经济', '军民融合', '节能环保', '出口退税', '涉矿概念']",云南,,,1997-01-23
600793,宜宾纸业,1997-02-20,sh,stock,stock_sh_600793,造纸行业,"['成渝特区', '摘帽概念']",四川,,,1997-02-20
600794,保税科技,1997-03-06,sh,stock,stock_sh_600794,交通运输,"['信托重仓', '参股金融']",江苏,,,1997-03-06
600795,国电电力,1997-03-18,sh,stock,stock_sh_600795,电力行业,"['风能', '分拆上市', '融资融券', '基金重仓', '风能概念', '业绩预升', '振兴沈阳', '整体上市', '新能源', '社保重仓', '央企50']",辽宁,,,1997-03-18
600796,钱江生化,1997-04-08,sh,stock,stock_sh_600796,农药化肥,"['生物疫苗', '太阳能']",浙江,,,1997-04-08
600797,浙大网新,1997-04-18,sh,stock,stock_sh_600797,电子信息,"['高校背景', '分拆上市', 'IPV6概念', '阿里概念', '云计算', '国产软件', '电子支付', '网络游戏']",浙江,,,1997-04-18
600798,宁波海运,1997-04-23,sh,stock,stock_sh_600798,交通运输,"['海上丝路', '自贸区', '东亚自贸']",浙江,,,1997-04-23
600800,天津磁卡,1993-12-06,sh,stock,stock_sh_600800,综合行业,"['融资融券', '电子支付', '参股金融']",天津,,,1993-12-06
600801,华新水泥,1994-01-03,sh,stock,stock_sh_600801,水泥行业,"['股权激励', '融资融券', '保障房', 'QFII重仓', '含B股', '业绩预升', '出口退税', '外资背景']",湖北,,,1994-01-03
600802,福建水泥,1994-01-03,sh,stock,stock_sh_600802,水泥行业,"['海峡西岸', '金融参股', '参股金融']",福建,,,1994-01-03
600803,新奥股份,1994-01-03,sh,stock,stock_sh_600803,农药化肥,"['生物质能', '生态农业', '生物燃料']",河北,,,1994-01-03
600804,鹏博士,1994-01-03,sh,stock,stock_sh_600804,电子信息,"['三网融合', '股权激励', '成渝特区', '安防服务', '融资融券', '业绩预升', '云计算', '网络游戏']",四川,,,1994-01-03
600805,悦达投资,1994-01-03,sh,stock,stock_sh_600805,综合行业,"['石墨烯', '融资融券', '沿海发展', '特斯拉', '参股金融']",江苏,,,1994-01-03
600807,天业股份,1994-01-03,sh,stock,stock_sh_600807,房地产,"['融资融券', '资产注入', '涉矿概念', '黄金概念']",山东,,,1994-01-03
600808,马钢股份,1994-01-06,sh,stock,stock_sh_600808,钢铁行业,"['含H股', '皖江区域', '铁路基建']",安徽,,,1994-01-06
600809,山西汾酒,1994-01-06,sh,stock,stock_sh_600809,酿酒行业,"['融资融券', '基金重仓']",山西,,,1994-01-06
600810,神马股份,1994-01-06,sh,stock,stock_sh_600810,化纤行业,"['新三板', '聚氨酯']",河南,,,1994-01-06
600811,东方集团,1994-01-06,sh,stock,stock_sh_600811,综合行业,"['资产注入', '文化振兴', '金融参股', '整体上市', '涉矿概念', '参股金融']",黑龙江,,,1994-01-06
600812,华北制药,1994-01-14,sh,stock,stock_sh_600812,生物制药,"['超级细菌', '分拆上市', '维生素', '金融参股', '抗癌']",河北,,,1994-01-14
600814,杭州解百,1994-01-14,sh,stock,stock_sh_600814,商业百货,"['体育概念', '内贸规划']",浙江,,,1994-01-14
600815,*ST厦工,1994-01-28,sh,stock,stock_sh_600815,机械行业,"['海峡西岸', '融资融券', '金融参股']",福建,,,1994-01-28
600816,安信信托,1994-01-28,sh,stock,stock_sh_600816,金融行业,融资融券,上海,,,1994-01-28
600817,*ST宏盛,1994-01-28,sh,stock,stock_sh_600817,电子器件,"['ST板块', '上海本地', '重组概念']",陕西,,,1994-01-28
600818,中路股份,1994-01-28,sh,stock,stock_sh_600818,,"['迪士尼', '风能', '含B股', '上海自贸', '参股金融']",上海,,,1994-01-28
600819,耀皮玻璃,1994-01-28,sh,stock,stock_sh_600819,玻璃行业,"['保障房', '含B股', '建筑节能', '出口退税', '上海本地', '外资背景']",上海,,,1994-01-28
600820,隧道股份,1994-01-28,sh,stock,stock_sh_600820,建筑建材,"['创投概念', '融资融券', '国企改革', '资产注入', '上海本地', '铁路基建']",上海,,,1994-01-28
600821,津劝业,1994-01-28,sh,stock,stock_sh_600821,商业百货,天津自贸,天津,,,1994-01-28
600822,上海物贸,1994-02-04,sh,stock,stock_sh_600822,物资外贸,"['油气改革', '国企改革', '含B股', '上海本地', '上海自贸']",上海,,,1994-02-04
600823,世茂股份,1994-02-04,sh,stock,stock_sh_600823,房地产,"['股权激励', '融资融券', '博彩概念', 'QFII重仓', '金融参股', '上海本地', '参股金融']",上海,,,1994-02-04
600824,益民集团,1994-02-04,sh,stock,stock_sh_600824,商业百货,"['创投概念', '上海本地', '黄金概念']",上海,,,1994-02-04
600825,新华传媒,1994-02-04,sh,stock,stock_sh_600825,传媒娱乐,"['融资融券', '国企改革', '文化振兴', '上海本地']",上海,,,1994-02-04
600826,兰生股份,1994-02-04,sh,stock,stock_sh_600826,物资外贸,"['体育概念', '分拆上市', '国企改革', 'QFII重仓', '金融参股', '抗癌', '上海本地', '参股金融']",上海,,,1994-02-04
600827,百联股份,1994-02-04,sh,stock,stock_sh_600827,商业百货,"['迪士尼', '融资融券', '国企改革', '保险重仓', '含B股', '信托重仓', 'O2O模式', '新零售', '上海本地', '内贸规划', '参股金融']",上海,,,1994-02-04
600828,茂业商业,1994-02-24,sh,stock,stock_sh_600828,商业百货,"['成渝特区', '参股金融']",四川,,,1994-02-24
600829,人民同泰,1994-02-24,sh,stock,stock_sh_600829,生物制药,民营医院,黑龙江,,,1994-02-24
600830,香溢融通,1994-02-24,sh,stock,stock_sh_600830,金融行业,金融改革,浙江,,,1994-02-24
600831,广电网络,1994-02-24,sh,stock,stock_sh_600831,传媒娱乐,"['三网融合', '创投概念', '资产注入', '文化振兴', '陕甘宁']",陕西,,,1994-02-24
600833,第一医药,1994-02-24,sh,stock,stock_sh_600833,商业百货,"['国企改革', '上海本地']",上海,,,1994-02-24
600834,申通地铁,1994-02-24,sh,stock,stock_sh_600834,交通运输,"['迪士尼', '国企改革', '上海本地']",上海,,,1994-02-24
600835,上海机电,1994-02-24,sh,stock,stock_sh_600835,交通运输,"['生物质能', '智能机器', '国企改革', '含B股', '固废处理', '机器人概念', '上海本地']",上海,,,1994-02-24
600836,界龙实业,1994-02-24,sh,stock,stock_sh_600836,印刷包装,"['迪士尼', '资产注入', '上海本地', '上海自贸']",上海,,,1994-02-24
600837,海通证券,1994-02-24,sh,stock,stock_sh_600837,金融行业,"['融资融券', '基金重仓', '含H股', '上海本地']",上海,,,1994-02-24
600838,上海九百,1994-02-24,sh,stock,stock_sh_600838,商业百货,"['金融参股', '上海本地', '参股金融']",上海,,,1994-02-24
600839,四川长虹,1994-03-11,sh,stock,stock_sh_600839,家电行业,"['军民融合', '成渝特区', '融资融券', '新三板', '业绩预升', '循环经济', '参股金融']",四川,,,1994-03-11
600841,上柴股份,1994-03-11,sh,stock,stock_sh_600841,机械行业,"['国企改革', '含B股', '上海本地']",上海,,,1994-03-11
600843,上工申贝,1994-03-11,sh,stock,stock_sh_600843,纺织机械,"['含B股', '上海本地']",上海,,,1994-03-11
600844,*ST丹科,1994-03-11,sh,stock,stock_sh_600844,化工行业,"['券商重仓', '融资融券', '含B股', '上海本地']",上海,,,1994-03-11
600845,宝信软件,1994-03-11,sh,stock,stock_sh_600845,电子信息,"['电商概念', '含B股', '智能交通', '物联网', '云计算', '国产软件']",上海,,,1994-03-11
600846,同济科技,1994-03-11,sh,stock,stock_sh_600846,综合行业,"['氢燃料', '高校背景', '燃料电池', '节能环保', '污水处理', '上海本地']",上海,,,1994-03-11
600847,*ST万里,1994-03-24,sh,stock,stock_sh_600847,电器行业,成渝特区,重庆,,,1994-03-24
600848,上海临港,1994-03-24,sh,stock,stock_sh_600848,仪器仪表,"['低碳经济', '国企改革', '含B股', '核电核能', '上海本地', '重组概念']",上海,,,1994-03-24
600850,华东电脑,1994-03-24,sh,stock,stock_sh_600850,电子信息,"['整体上市', '云计算', '上海本地', '国防军工', '军工航天']",上海,,,1994-03-24
600851,海欣股份,1994-04-04,sh,stock,stock_sh_600851,纺织行业,"['生物疫苗', '免疫治疗', '含B股', '金融参股', '抗癌', '金融改革', '上海本地', '参股金融']",上海,,,1994-04-04
600853,龙建股份,1994-04-04,sh,stock,stock_sh_600853,建筑建材,,黑龙江,,,1994-04-04
600854,春兰股份,1994-04-25,sh,stock,stock_sh_600854,家电行业,锂电池,江苏,,,1994-04-25
600855,航天长峰,1994-04-25,sh,stock,stock_sh_600855,机械行业,"['军民融合', '安防服务', '资产注入', '节能环保', '物联网', '整体上市', '国防军工', '军工航天', '参股金融']",北京,,,1994-04-25
600856,中天能源,1994-04-25,sh,stock,stock_sh_600856,商业百货,图们江,吉林,,,1994-04-25
600857,宁波中百,1994-04-25,sh,stock,stock_sh_600857,商业百货,"['高校背景', '金融参股', '参股金融']",浙江,,,1994-04-25
600858,银座股份,1994-05-06,sh,stock,stock_sh_600858,商业百货,"['保险重仓', '内贸规划']",山东,,,1994-05-06
600859,王府井,1994-05-06,sh,stock,stock_sh_600859,商业百货,"['券商重仓', 'QFII重仓', '信托重仓', 'O2O模式', '新零售', '重组概念', '内贸规划']",北京,,,1994-05-06
600860,*ST京城,1994-05-06,sh,stock,stock_sh_600860,机械行业,含H股,北京,,,1994-05-06
600861,北京城乡,1994-05-20,sh,stock,stock_sh_600861,商业百货,,北京,,,1994-05-20
600862,中航高科,1994-05-20,sh,stock,stock_sh_600862,房地产,"['创投概念', '保障房', '沿海发展', '机器人概念', '国防军工', '军工航天']",江苏,,,1994-05-20
600863,内蒙华电,1994-05-20,sh,stock,stock_sh_600863,电力行业,"['券商重仓', '低碳经济', '风能', '信托重仓', '参股金融']",内蒙古,,,1994-05-20
600864,哈投股份,1994-08-09,sh,stock,stock_sh_600864,电力行业,"['风能', '节能环保', '风能概念', '固废处理', '循环经济', '农村金融', '重组概念', '参股金融']",黑龙江,,,1994-08-09
600865,百大集团,1994-08-09,sh,stock,stock_sh_600865,商业百货,"['金融参股', '参股金融']",浙江,,,1994-08-09
600866,星湖科技,1994-08-18,sh,stock,stock_sh_600866,食品行业,"['ST板块', '金融参股']",广东,,,1994-08-18
600867,通化东宝,1994-08-24,sh,stock,stock_sh_600867,生物制药,"['分拆上市', '业绩预升']",吉林,,,1994-08-24
600868,梅雁吉祥,1994-09-12,sh,stock,stock_sh_600868,电力行业,"['融资融券', '新三板', '涉矿概念']",广东,,,1994-09-12
600869,智慧能源,1995-02-06,sh,stock,stock_sh_600869,电力行业,"['锂电池', '军民融合', '电商概念', '碳纤维', '本月解禁', '新三板', '农村金融', '特斯拉', '参股金融']",青海,,,1995-02-06
600870,厦华电子,1995-02-28,sh,stock,stock_sh_600870,家电行业,摘帽概念,福建,,,1995-02-28
600871,石化油服,1995-04-11,sh,stock,stock_sh_600871,石油行业,"['油气改革', '可燃冰', '含H股', '未股改']",北京,,,1995-04-11
600872,中炬高新,1995-01-24,sh,stock,stock_sh_600872,食品行业,"['锂电池', '氢燃料', '燃料电池', '节能环保', '新三板', '金融改革', '农村金融', '参股金融']",广东,,,1995-01-24
600873,梅花生物,1995-02-17,sh,stock,stock_sh_600873,食品行业,参股金融,西藏,,,1995-02-17
600874,创业环保,1995-06-30,sh,stock,stock_sh_600874,环保行业,"['节能环保', '污水处理', '含H股']",天津,,,1995-06-30
600875,东方电气,1995-10-10,sh,stock,stock_sh_600875,发电设备,"['低碳经济', '风能', '燃料电池', '成渝特区', '融资融券', '保险重仓', '风能概念', '核电核能', '整体上市', '含H股', '新能源', '央企50']",四川,,,1995-10-10
600876,洛阳玻璃,1995-10-31,sh,stock,stock_sh_600876,玻璃行业,"['保障房', '含H股', '参股金融']",河南,,,1995-10-31
600877,*ST嘉陵,1995-10-13,sh,stock,stock_sh_600877,摩托车,"['军民融合', '成渝特区', '金融参股', '国防军工', '军工航天']",重庆,,,1995-10-13
600879,航天电子,1995-11-15,sh,stock,stock_sh_600879,飞机制造,"['券商重仓', '军民融合', '物联网', '整体上市', '央企50', '卫星导航', '武汉规划', '国防军工', '军工航天']",湖北,,,1995-11-15
600880,博瑞传播,1995-11-15,sh,stock,stock_sh_600880,印刷包装,"['创投概念', '腾讯概念', 'IP变现', '成渝特区', '分拆上市', '融资融券', '文化振兴', '苹果概念', '重组概念', '网络游戏']",四川,,,1995-11-15
600881,亚泰集团,1995-11-15,sh,stock,stock_sh_600881,水泥行业,"['体育概念', '图们江', '融资融券', '保障房', '金融参股', '抗癌', '参股金融']",吉林,,,1995-11-15
600882,广泽股份,1995-12-06,sh,stock,stock_sh_600882,钢铁行业,"['民营银行', '重组概念', '黄河三角', '参股金融']",上海,,,1995-12-06
600883,博闻科技,1995-12-08,sh,stock,stock_sh_600883,水泥行业,,云南,,,1995-12-08
600884,杉杉股份,1996-01-30,sh,stock,stock_sh_600884,服装鞋类,"['锂电池', '低碳经济', '创投概念', '分拆上市', '民营银行', '金融参股', '新三板', '新能源', '稀缺资源', '特斯拉', '参股金融']",浙江,,,1996-01-30
600885,宏发股份,1996-02-05,sh,stock,stock_sh_600885,电器行业,"['智能电网', '新能源', '武汉规划']",湖北,,,1996-02-05
600886,国投电力,1996-01-18,sh,stock,stock_sh_600886,电力行业,"['融资融券', '资产注入', '基金重仓', '业绩预升', '陕甘宁', '社保重仓']",北京,,,1996-01-18
600887,伊利股份,1996-03-12,sh,stock,stock_sh_600887,食品行业,"['融资融券', '保险重仓', '基金重仓', 'QFII重仓', '社保重仓']",内蒙古,,,1996-03-12
600888,新疆众和,1996-02-15,sh,stock,stock_sh_600888,有色金属,"['金融参股', '参股金融']",新疆,,,1996-02-15
600889,南京化纤,1996-03-08,sh,stock,stock_sh_600889,化纤行业,新三板,江苏,,,1996-03-08
600890,中房股份,1996-03-18,sh,stock,stock_sh_600890,房地产,重组概念,北京,,,1996-03-18
600891,秋林集团,1996-03-25,sh,stock,stock_sh_600891,商业百货,"['黄金概念', '未股改']",黑龙江,,,1996-03-25
600892,大晟文化,1996-03-15,sh,stock,stock_sh_600892,综合行业,参股金融,广东,,,1996-03-15
600893,航发动力,1996-04-08,sh,stock,stock_sh_600893,飞机制造,"['券商重仓', '军民融合', '融资融券', '太阳能', '陕甘宁', '新能源', '国防军工', '军工航天']",陕西,,,1996-04-08
600894,广日股份,1996-03-28,sh,stock,stock_sh_600894,交通运输,"['券商重仓', '保障房', '绿色照明', '粤港澳', '新三板', '业绩预升']","['广州', '广东']",,,1996-03-28
600895,张江高科,1996-04-22,sh,stock,stock_sh_600895,开发区,"['迪士尼', '创投概念', '分拆上市', '新三板', '整体上市', '上海本地', '上海自贸']",上海,,,1996-04-22
600896,览海投资,1996-05-03,sh,stock,stock_sh_600896,交通运输,"['创投概念', '资产注入', '三沙概念', '金融参股', '海南自贸', '重组概念', '参股金融']",海南,,,1996-05-03
600897,厦门空港,1996-05-31,sh,stock,stock_sh_600897,交通运输,"['海峡西岸', 'QFII重仓']",福建,,,1996-05-31
600898,国美通讯,1996-04-18,sh,stock,stock_sh_600898,商业百货,黄河三角,山东,,,1996-04-18
600900,长江电力,2003-11-18,sh,stock,stock_sh_600900,电力行业,"['创投概念', '分拆上市', '融资融券', '保险重仓', '金融参股', '整体上市', '超大盘', '重组概念']",北京,,,2003-11-18
600903,贵州燃气,2017-11-07,sh,stock,stock_sh_600903,,,贵州,,,2017-11-07
600908,无锡银行,2016-09-23,sh,stock,stock_sh_600908,,次新股,江苏,,,2016-09-23
600909,华安证券,2016-12-06,sh,stock,stock_sh_600909,,次新股,安徽,,,2016-12-06
600917,重庆燃气,2014-09-30,sh,stock,stock_sh_600917,供水供气,,重庆,,,2014-09-30
600919,江苏银行,2016-08-02,sh,stock,stock_sh_600919,,次新股,江苏,,,2016-08-02
600926,杭州银行,2016-10-27,sh,stock,stock_sh_600926,,次新股,浙江,,,2016-10-27
600933,爱柯迪,2017-11-17,sh,stock,stock_sh_600933,,,浙江,,,2017-11-17
600936,广西广电,2016-08-15,sh,stock,stock_sh_600936,,次新股,广西,,,2016-08-15
600939,重庆建工,2017-02-21,sh,stock,stock_sh_600939,,,重庆,,,2017-02-21
600958,东方证券,2015-03-23,sh,stock,stock_sh_600958,金融行业,含H股,上海,,,2015-03-23
600959,江苏有线,2015-04-28,sh,stock,stock_sh_600959,传媒娱乐,,江苏,,,2015-04-28
600960,渤海活塞,2004-04-07,sh,stock,stock_sh_600960,汽车制造,黄河三角,山东,,,2004-04-07
