code,name,listDate,exchange,type,id,sinaIndustry,sinaConcept,sinaArea,sector,industry,timestamp
600346,恒力股份,2001-08-20,sh,stock,stock_sh_600346,机械行业,"['碳纤维', '准ST股', '振兴沈阳', '摘帽概念']",辽宁,,,2001-08-20
600348,阳泉煤业,2003-08-21,sh,stock,stock_sh_600348,煤炭行业,"['低碳经济', '融资融券', '稀缺资源']",山西,,,2003-08-21
600350,山东高速,2002-03-18,sh,stock,stock_sh_600350,公路桥梁,"['参股金融', '污水处理', '金融参股', '自贸区', '东亚自贸']",山东,,,2002-03-18
600351,亚宝药业,2002-09-26,sh,stock,stock_sh_600351,生物制药,"['婴童概念', '生物疫苗', '民营银行']",山西,,,2002-09-26
600352,浙江龙盛,2003-08-01,sh,stock,stock_sh_600352,化工行业,"['参股金融', '券商重仓', '分拆上市', '新三板', '业绩预升']",浙江,,,2003-08-01
600353,旭光股份,2002-11-20,sh,stock,stock_sh_600353,电子器件,"['军民融合', '成渝特区', '新三板', '国防军工', '军工航天']",四川,,,2002-11-20
600354,敦煌种业,2004-01-15,sh,stock,stock_sh_600354,农林牧渔,"['参股金融', '丝绸之路', '股权激励', '生态农业', '融资融券', '生物育种', '乡村振兴', '陕甘宁', '土地流转']",甘肃,,,2004-01-15
600355,精伦电子,2002-06-13,sh,stock,stock_sh_600355,电子器件,武汉规划,湖北,,,2002-06-13
600356,恒丰纸业,2001-04-19,sh,stock,stock_sh_600356,造纸行业,,黑龙江,,,2001-04-19
600358,国旅联合,2000-09-22,sh,stock,stock_sh_600358,酒店旅游,"['体育概念', '新三板']",江苏,,,2000-09-22
600359,新农开发,1999-04-29,sh,stock,stock_sh_600359,农林牧渔,"['乡村振兴', '太阳能', '涉矿概念']",新疆,,,1999-04-29
600360,华微电子,2001-03-16,sh,stock,stock_sh_600360,电子器件,"['低碳经济', '军民融合', '图们江', '绿色照明', '触摸屏', '金融参股', '业绩预升']",吉林,,,2001-03-16
600361,华联综超,2001-11-29,sh,stock,stock_sh_600361,商业百货,"['赛马概念', '保险重仓', 'QFII重仓']",北京,,,2001-11-29
600362,江西铜业,2002-01-11,sh,stock,stock_sh_600362,有色金属,"['融资融券', '资产注入', '整体上市', '含H股', '稀土永磁', '稀缺资源', '业绩预降']",江西,,,2002-01-11
600363,联创光电,2001-03-29,sh,stock,stock_sh_600363,电子器件,"['军民融合', '节能环保', '绿色照明', '国防军工', '军工航天', '参股金融']",江西,,,2001-03-29
600365,通葡股份,2001-01-15,sh,stock,stock_sh_600365,酿酒行业,,吉林,,,2001-01-15
600366,宁波韵升,2000-10-30,sh,stock,stock_sh_600366,仪器仪表,"['低碳经济', '创投概念', '风能', '融资融券', '风能概念', '节能', '稀土永磁', '参股金融']",浙江,,,2000-10-30
600367,红星发展,2001-03-20,sh,stock,stock_sh_600367,化工行业,"['锂电池', '出口退税', '稀缺资源']",贵州,,,2001-03-20
600368,五洲交通,2000-12-21,sh,stock,stock_sh_600368,公路桥梁,"['海上丝路', '业绩预降', '涉矿概念']",广西,,,2000-12-21
600369,西南证券,2001-01-09,sh,stock,stock_sh_600369,金融行业,"['成渝特区', '融资融券', '信托重仓']",重庆,,,2001-01-09
600370,三房巷,2003-03-06,sh,stock,stock_sh_600370,纺织行业,,江苏,,,2003-03-06
600371,万向德农,2002-09-16,sh,stock,stock_sh_600371,农林牧渔,"['生物质能', '生态农业', '生物育种', '乡村振兴', '生物燃料', '业绩预降']",黑龙江,,,2002-09-16
600372,中航电子,2001-07-06,sh,stock,stock_sh_600372,飞机制造,"['券商重仓', '军民融合', '融资融券', '保险重仓', '信托重仓', '国防军工', '军工航天']",北京,,,2001-07-06
600373,中文传媒,2002-03-04,sh,stock,stock_sh_600373,传媒娱乐,三网融合,江西,,,2002-03-04
600375,华菱星马,2003-04-01,sh,stock,stock_sh_600375,汽车制造,"['ST板块', '业绩预升', '皖江区域']",安徽,,,2003-04-01
600376,首开股份,2001-03-12,sh,stock,stock_sh_600376,房地产,"['雄安新区', '融资融券', '保险重仓', '保障房', '京津冀', '参股金融']",北京,,,2001-03-12
600377,宁沪高速,2001-01-16,sh,stock,stock_sh_600377,公路桥梁,"['券商重仓', 'QFII重仓', '含H股']",江苏,,,2001-01-16
600378,天科股份,2001-01-11,sh,stock,stock_sh_600378,化工行业,"['可燃冰', '成渝特区', '节能环保', '页岩气', '国防军工']",四川,,,2001-01-11
600379,宝光股份,2002-01-16,sh,stock,stock_sh_600379,电器行业,"['保险重仓', '陕甘宁']",陕西,,,2002-01-16
600380,健康元,2001-06-08,sh,stock,stock_sh_600380,生物制药,"['深圳本地', '金融参股', '业绩预升', '参股金融']","['深圳', '广东']",,,2001-06-08
600381,青海春天,2001-05-08,sh,stock,stock_sh_600381,煤炭行业,"['股权激励', '摘帽概念']",青海,,,2001-05-08
600382,广东明珠,2001-01-18,sh,stock,stock_sh_600382,物资外贸,"['金融参股', '参股金融']",广东,,,2001-01-18
600383,金地集团,2001-04-12,sh,stock,stock_sh_600383,房地产,"['深圳本地', '融资融券', '保险重仓', '保障房', '基金重仓', '信托重仓']","['深圳', '广东']",,,2001-04-12
600385,山东金泰,2001-07-23,sh,stock,stock_sh_600385,,"['云计算', '黄金概念']",山东,,,2001-07-23
600386,北巴传媒,2001-02-16,sh,stock,stock_sh_600386,交通运输,文化振兴,北京,,,2001-02-16
600387,海越股份,2004-02-18,sh,stock,stock_sh_600387,石油行业,"['油气改革', '创投概念', '页岩气']",浙江,,,2004-02-18
600388,龙净环保,2000-12-29,sh,stock,stock_sh_600388,机械行业,"['空气治理', '低碳经济', '海峡西岸', '股权激励', '节能环保']",福建,,,2000-12-29
600389,江山股份,2001-01-10,sh,stock,stock_sh_600389,农药化肥,"['草甘膦', '乡村振兴', 'QFII重仓', '金融参股', '沿海发展', '业绩预升', '出口退税']",江苏,,,2001-01-10
600390,五矿资本,2001-01-15,sh,stock,stock_sh_600390,有色金属,"['锂电池', '长株潭', 'ST板块', '燃料电池', '资产注入', '重组概念', '特斯拉', '参股金融']",湖南,,,2001-01-15
600391,航发科技,2001-12-12,sh,stock,stock_sh_600391,飞机制造,"['成渝特区', '国防军工', '军工航天']",四川,,,2001-12-12
600392,盛和资源,2003-05-29,sh,stock,stock_sh_600392,,"['低碳经济', '稀土永磁', '重组概念']",山西,,,2003-05-29
600393,粤泰股份,2001-03-19,sh,stock,stock_sh_600393,房地产,"['资产注入', '整体上市', '涉矿概念']","['广州', '广东']",,,2001-03-19
600395,盘江股份,2001-05-31,sh,stock,stock_sh_600395,煤炭行业,"['融资融券', '金融参股', '业绩预降', '参股金融']",贵州,,,2001-05-31
600396,金山股份,2001-03-28,sh,stock,stock_sh_600396,电力行业,"['低碳经济', '风能', '风能概念', '振兴沈阳', '新能源', '重组概念']",辽宁,,,2001-03-28
600397,安源煤业,2002-07-02,sh,stock,stock_sh_600397,煤炭行业,业绩预降,江西,,,2002-07-02
600398,海澜之家,2000-12-28,sh,stock,stock_sh_600398,服装鞋类,"['赛马概念', '腾讯概念', '参股金融']",江苏,,,2000-12-28
600399,抚顺特钢,2000-12-29,sh,stock,stock_sh_600399,钢铁行业,"['国防军工', '军工航天', '参股金融']",辽宁,,,2000-12-29
600400,红豆股份,2001-01-08,sh,stock,stock_sh_600400,服装鞋类,"['民营银行', '金融改革']",江苏,,,2001-01-08
600401,*ST海润,2003-09-24,sh,stock,stock_sh_600401,电子器件,"['金融参股', '摘帽概念']",江苏,,,2003-09-24
600403,*ST大有,2003-10-09,sh,stock,stock_sh_600403,煤炭行业,,河南,,,2003-10-09
600405,动力源,2004-04-01,sh,stock,stock_sh_600405,电器行业,"['锂电池', '空气治理', '充电桩', '准ST股', '节能']",北京,,,2004-04-01
600406,国电南瑞,2003-10-16,sh,stock,stock_sh_600406,电子信息,"['智能电网', '融资融券', '充电桩', '基金重仓', '沿海发展', '节能', '央企50']",江苏,,,2003-10-16
600408,安泰集团,2003-02-12,sh,stock,stock_sh_600408,煤炭行业,"['融资融券', '准ST股', '摘帽概念']",山西,,,2003-02-12
600409,三友化工,2003-06-18,sh,stock,stock_sh_600409,化工行业,"['业绩预升', '出口退税', '央企50']",河北,,,2003-06-18
600410,华胜天成,2004-04-27,sh,stock,stock_sh_600410,电子信息,"['股权激励', 'IPV6概念', '新三板', '阿里概念', '云计算', '国产软件']",北京,,,2004-04-27
600415,小商品城,2002-05-09,sh,stock,stock_sh_600415,商业百货,"['电商概念', '融资融券', '金融参股', '金融改革', '社保重仓', '互联金融', '内贸规划', '参股金融']",浙江,,,2002-05-09
600416,湘电股份,2002-07-18,sh,stock,stock_sh_600416,发电设备,"['低碳经济', '长株潭', '军民融合', '风能', '超导概念', '风能概念', '核电核能', '新能源', '铁路基建', '国防军工', '军工航天']",湖南,,,2002-07-18
600418,江淮汽车,2001-08-24,sh,stock,stock_sh_600418,汽车制造,"['融资融券', '保险重仓', 'QFII重仓', '业绩预升', '皖江区域', '特斯拉']",安徽,,,2001-08-24
600419,天润乳业,2001-06-28,sh,stock,stock_sh_600419,食品行业,"['低碳经济', '婴童概念']",新疆,,,2001-06-28
600420,现代制药,2004-06-16,sh,stock,stock_sh_600420,生物制药,"['券商重仓', '重组概念']",上海,,,2004-06-16
600421,仰帆控股,2004-06-07,sh,stock,stock_sh_600421,机械行业,武汉规划,湖北,,,2004-06-07
600422,昆药集团,2000-12-06,sh,stock,stock_sh_600422,生物制药,"['股权激励', '业绩预升']",云南,,,2000-12-06
600423,*ST柳化,2003-07-17,sh,stock,stock_sh_600423,农药化肥,"['低碳经济', 'QFII重仓', '业绩预降']",广西,,,2003-07-17
600425,*ST青松,2003-07-24,sh,stock,stock_sh_600425,水泥行业,"['券商重仓', '丝绸之路', '风能', '融资融券', '保障房', '风能概念', '业绩预降']",新疆,,,2003-07-24
600426,华鲁恒升,2002-06-20,sh,stock,stock_sh_600426,农药化肥,"['券商重仓', '低碳经济', '融资融券', '保险重仓', '聚氨酯', '黄河三角']",山东,,,2002-06-20
600428,中远海特,2002-04-18,sh,stock,stock_sh_600428,交通运输,"['海上丝路', '海工装备', '粤港澳', '整体上市', '央企50']","['广州', '广东']",,,2002-04-18
600429,三元股份,2003-09-15,sh,stock,stock_sh_600429,食品行业,"['婴童概念', '业绩预降', '重组概念']",北京,,,2003-09-15
600433,冠豪高新,2003-06-19,sh,stock,stock_sh_600433,造纸行业,"['融资融券', '博彩概念']",广东,,,2003-06-19
600435,北方导航,2003-07-04,sh,stock,stock_sh_600435,机械行业,"['融资融券', '新三板', '国防军工', '军工航天']",北京,,,2003-07-04
600436,片仔癀,2003-06-16,sh,stock,stock_sh_600436,生物制药,"['海上丝路', '海峡西岸', '融资融券', 'O2O模式', '抗癌', '新零售', '社保重仓']",福建,,,2003-06-16
600438,通威股份,2004-03-02,sh,stock,stock_sh_600438,农林牧渔,"['成渝特区', '乡村振兴', '太阳能', '业绩预升', '新能源', '多晶硅']",四川,,,2004-03-02
600439,瑞贝卡,2003-07-10,sh,stock,stock_sh_600439,服装鞋类,参股金融,河南,,,2003-07-10
600444,国机通用,2004-02-19,sh,stock,stock_sh_600444,塑料制品,"['皖江区域', '摘帽概念']",安徽,,,2004-02-19
600446,金证股份,2003-12-24,sh,stock,stock_sh_600446,电子信息,"['电商概念', '股权激励', '腾讯概念', '阿里概念', '互联金融']","['深圳', '广东']",,,2003-12-24
600448,华纺股份,2001-09-03,sh,stock,stock_sh_600448,纺织行业,黄河三角,山东,,,2001-09-03
600449,宁夏建材,2003-08-29,sh,stock,stock_sh_600449,水泥行业,"['丝绸之路', '融资融券', '陕甘宁', '参股金融']",宁夏,,,2003-08-29
600452,涪陵电力,2004-03-03,sh,stock,stock_sh_600452,电力行业,"['成渝特区', '金融参股', '参股金融']",重庆,,,2004-03-03
600455,博通股份,2004-03-29,sh,stock,stock_sh_600455,电子信息,陕甘宁,陕西,,,2004-03-29
600456,宝钛股份,2002-04-12,sh,stock,stock_sh_600456,有色金属,"['海水淡化', '3D打印', '融资融券', '资产注入', 'QFII重仓', '陕甘宁', '稀缺资源', '国防军工', '军工航天']",陕西,,,2002-04-12
600458,时代新材,2002-12-19,sh,stock,stock_sh_600458,塑料制品,"['长株潭', '海水淡化', '融资融券', '碳纤维', '污水处理', '铁路基建']",湖南,,,2002-12-19
600459,贵研铂业,2003-05-16,sh,stock,stock_sh_600459,有色金属,"['空气治理', '燃料电池', '固废处理']",云南,,,2003-05-16
600460,士兰微,2003-03-11,sh,stock,stock_sh_600460,电子器件,"['绿色照明', '触摸屏', '业绩预升']",浙江,,,2003-03-11
600461,洪城水业,2004-06-01,sh,stock,stock_sh_600461,供水供气,"['券商重仓', '创投概念', '污水处理']",江西,,,2004-06-01
600462,九有股份,2003-09-03,sh,stock,stock_sh_600462,造纸行业,图们江,广东,,,2003-09-03
600463,空港股份,2004-03-18,sh,stock,stock_sh_600463,房地产,"['基因芯片', '雄安新区', '基因概念', '京津冀']",北京,,,2004-03-18
600466,蓝光发展,2001-02-12,sh,stock,stock_sh_600466,生物制药,"['3D打印', '成渝特区']",四川,,,2001-02-12
600467,好当家,2004-04-05,sh,stock,stock_sh_600467,农林牧渔,"['融资融券', '保险重仓', '水域改革', '金融参股', '参股金融']",山东,,,2004-04-05
600468,百利电气,2001-06-15,sh,stock,stock_sh_600468,电器行业,"['券商重仓', '超导概念', '参股金融']",天津,,,2001-06-15
600469,风神股份,2003-10-21,sh,stock,stock_sh_600469,汽车制造,"['金融参股', '出口退税', '参股金融']",河南,,,2003-10-21
600470,六国化工,2004-03-05,sh,stock,stock_sh_600470,农药化肥,"['锂电池', '融资融券', '信托重仓', '皖江区域', '业绩预降']",安徽,,,2004-03-05
600475,华光股份,2003-07-21,sh,stock,stock_sh_600475,机械行业,"['生物质能', '低碳经济', '节能环保', '金融参股', '沿海发展', '节能', '固废处理', '循环经济', '生物燃料']",江苏,,,2003-07-21
600476,湘邮科技,2003-12-10,sh,stock,stock_sh_600476,电子信息,"['长株潭', '金融参股', '智能交通', '阿里概念', '国产软件']",湖南,,,2003-12-10
600477,杭萧钢构,2003-11-10,sh,stock,stock_sh_600477,钢铁行业,保障房,浙江,,,2003-11-10
600478,科力远,2003-09-18,sh,stock,stock_sh_600478,电子器件,"['锂电池', '长株潭', '燃料电池', '融资融券', '民营银行', '整体上市', '稀土永磁']",湖南,,,2003-09-18
600479,千金药业,2004-03-12,sh,stock,stock_sh_600479,生物制药,"['长株潭', '参股金融']",湖南,,,2004-03-12
600480,凌云股份,2003-08-15,sh,stock,stock_sh_600480,汽车制造,"['军民融合', '雄安新区', '京津冀', '国防军工', '军工航天']",河北,,,2003-08-15
600481,双良节能,2003-04-22,sh,stock,stock_sh_600481,化工行业,"['地热能', '海水淡化', '污水处理', '节能', '业绩预升']",江苏,,,2003-04-22
600482,中国动力,2004-07-14,sh,stock,stock_sh_600482,电器行业,"['锂电池', '军民融合', '雄安新区', '太阳能', '新能源', '京津冀', '重组概念', '国防军工', '涉矿概念', '军工航天']",河北,,,2004-07-14
600483,福能股份,2004-05-31,sh,stock,stock_sh_600483,电力行业,"['海峡西岸', '风能', '融资融券', '金融参股', '核电核能', '参股金融']",福建,,,2004-05-31
600485,信威集团,2003-08-07,sh,stock,stock_sh_600485,电子信息,"['5G概念', '4G概念', '军民融合', 'IPV6概念', '国防军工', '军工航天']",北京,,,2003-08-07
600486,扬农化工,2002-04-25,sh,stock,stock_sh_600486,农药化肥,"['草甘膦', '乡村振兴', 'QFII重仓', '沿海发展', '业绩预升', '出口退税']",江苏,,,2002-04-25
600487,亨通光电,2003-08-22,sh,stock,stock_sh_600487,电子信息,"['5G概念', '4G概念', '三网融合', '创投概念', '宽带提速', '金融参股', '业绩预降', '参股金融']",江苏,,,2003-08-22
600488,天药股份,2001-06-18,sh,stock,stock_sh_600488,生物制药,"['重组概念', '参股金融']",天津,,,2001-06-18
600489,中金黄金,2003-08-14,sh,stock,stock_sh_600489,有色金属,"['融资融券', '保险重仓', '央企50', '黄金概念']",北京,,,2003-08-14
600490,鹏欣资源,2003-06-26,sh,stock,stock_sh_600490,化工行业,"['融资融券', '上海本地']",上海,,,2003-06-26
600491,龙元建设,2004-05-24,sh,stock,stock_sh_600491,建筑建材,"['融资融券', '金融改革', '业绩预降']",浙江,,,2004-05-24
600493,凤竹纺织,2004-04-21,sh,stock,stock_sh_600493,纺织行业,"['海峡西岸', '准ST股']",福建,,,2004-04-21
600495,晋西车轴,2004-05-26,sh,stock,stock_sh_600495,交通运输,"['军民融合', '融资融券', '铁路基建', '国防军工', '军工航天']",山西,,,2004-05-26
600496,精工钢构,2002-06-05,sh,stock,stock_sh_600496,钢铁行业,"['股权激励', '皖江区域']",安徽,,,2002-06-05
600497,驰宏锌锗,2004-04-20,sh,stock,stock_sh_600497,有色金属,"['融资融券', '资产注入', '稀缺资源']",云南,,,2004-04-20
600498,烽火通信,2001-08-23,sh,stock,stock_sh_600498,电子信息,"['5G概念', '4G概念', '三网融合', '宽带提速', '股权激励', '融资融券', '保险重仓', 'QFII重仓', '金融参股', 'IPV6概念', '武汉规划', '铁路基建']",湖北,,,2001-08-23
600499,科达洁能,2002-10-10,sh,stock,stock_sh_600499,机械行业,"['锂电池', '空气治理', '低碳经济', '股权激励', '信托重仓']",广东,,,2002-10-10
600500,中化国际,2000-03-01,sh,stock,stock_sh_600500,物资外贸,"['油气改革', '股期概念', '金融参股', '整体上市']",上海,,,2000-03-01
600501,航天晨光,2001-06-15,sh,stock,stock_sh_600501,汽车制造,"['军民融合', '卫星导航', '国防军工', '军工航天']",江苏,,,2001-06-15
600502,安徽水利,2003-04-15,sh,stock,stock_sh_600502,建筑建材,"['融资融券', '水利建设']",安徽,,,2003-04-15
600503,华丽家族,2002-07-09,sh,stock,stock_sh_600503,房地产,"['石墨烯', '融资融券', '参股金融']",上海,,,2002-07-09
600505,西昌电力,2002-05-30,sh,stock,stock_sh_600505,电力行业,"['风能', '成渝特区', '金融参股', '涉矿概念', '参股金融']",四川,,,2002-05-30
600506,香梨股份,2001-12-26,sh,stock,stock_sh_600506,农林牧渔,"['乡村振兴', '土地流转']",新疆,,,2001-12-26
600507,方大特钢,2003-09-30,sh,stock,stock_sh_600507,钢铁行业,"['股权激励', '资产注入', '金融参股', '整体上市', '参股金融']",江西,,,2003-09-30
600508,上海能源,2001-08-29,sh,stock,stock_sh_600508,煤炭行业,"['整体上市', '央企50', '上海本地', '业绩预降']",上海,,,2001-08-29
600509,天富能源,2002-02-28,sh,stock,stock_sh_600509,电力行业,"['石墨烯', '丝绸之路', '低碳经济', '太阳能', '页岩气']",新疆,,,2002-02-28
600510,黑牡丹,2002-06-18,sh,stock,stock_sh_600510,房地产,"['保障房', '金融参股', '土地流转', '业绩预降', '参股金融']",江苏,,,2002-06-18
600511,国药股份,2002-11-27,sh,stock,stock_sh_600511,商业百货,"['保险重仓', '重组概念']",北京,,,2002-11-27
600512,腾达建设,2002-12-26,sh,stock,stock_sh_600512,建筑建材,,浙江,,,2002-12-26
600513,联环药业,2003-03-19,sh,stock,stock_sh_600513,生物制药,"['甲型流感', '生物疫苗', '超级细菌', '抗流感']",江苏,,,2003-03-19
600515,海航基础,2002-08-06,sh,stock,stock_sh_600515,商业百货,"['海上丝路', '融资融券', '三沙概念', '土地流转', '海南自贸', '重组概念']",海南,,,2002-08-06
600516,方大炭素,2002-08-30,sh,stock,stock_sh_600516,其它行业,"['石墨烯', '融资融券', '碳纤维', '核电核能', '陕甘宁']",甘肃,,,2002-08-30
600517,置信电气,2003-10-10,sh,stock,stock_sh_600517,发电设备,"['节能环保', 'QFII重仓', '上海本地']",上海,,,2003-10-10
600518,康美药业,2001-03-19,sh,stock,stock_sh_600518,生物制药,"['超级细菌', '融资融券', '基金重仓', '金融参股', '民营医院']",广东,,,2001-03-19
600519,贵州茅台,2001-08-27,sh,stock,stock_sh_600519,酿酒行业,"['融资融券', '保险重仓', '基金重仓', 'QFII重仓', '奢侈品']",贵州,,,2001-08-27
600520,文一科技,2002-01-08,sh,stock,stock_sh_600520,机械行业,"['ST板块', '皖江区域']",安徽,,,2002-01-08
600521,华海药业,2003-03-04,sh,stock,stock_sh_600521,生物制药,"['股权激励', '基金重仓', '新三板', '仿制药', '社保重仓']",浙江,,,2003-03-04
600522,中天科技,2002-10-24,sh,stock,stock_sh_600522,电子信息,"['5G概念', '券商重仓', '4G概念', '锂电池', '三网融合', '海工装备', '宽带提速', '超导概念', '沿海发展', '云计算']",江苏,,,2002-10-24
600523,贵航股份,2001-12-27,sh,stock,stock_sh_600523,汽车制造,"['整体上市', '国防军工', '军工航天']",贵州,,,2001-12-27
600525,长园集团,2002-12-02,sh,stock,stock_sh_600525,发电设备,"['深圳本地', '分拆上市', '智能电网', '充电桩', '信托重仓', '物联网', '汽车电子', '铁路基建']","['深圳', '广东']",,,2002-12-02
600526,菲达环保,2002-07-22,sh,stock,stock_sh_600526,机械行业,"['空气治理', '节能环保', '污水处理', '业绩预升']",浙江,,,2002-07-22
600527,江南高纤,2003-11-27,sh,stock,stock_sh_600527,化纤行业,"['婴童概念', '金融改革']",江苏,,,2003-11-27
600528,中铁工业,2001-05-28,sh,stock,stock_sh_600528,建筑建材,"['成渝特区', '融资融券', '资产注入', '央企50', '铁路基建']",四川,,,2001-05-28
600529,山东药玻,2002-06-03,sh,stock,stock_sh_600529,玻璃行业,黄河三角,山东,,,2002-06-03
600530,交大昂立,2001-07-02,sh,stock,stock_sh_600530,生物制药,"['高校背景', '生物疫苗', '金融参股', '上海本地', '参股金融']",上海,,,2001-07-02
600531,豫光金铅,2002-07-30,sh,stock,stock_sh_600531,有色金属,"['固废处理', '出口退税', '循环经济', '黄金概念']",河南,,,2002-07-30
600532,宏达矿业,2002-10-31,sh,stock,stock_sh_600532,钢铁行业,,上海,,,2002-10-31
600533,栖霞建设,2002-03-28,sh,stock,stock_sh_600533,房地产,"['赛马概念', '保障房', '沿海发展', '新三板', '金融改革', '参股金融']",江苏,,,2002-03-28
600535,天士力,2002-08-23,sh,stock,stock_sh_600535,生物制药,"['融资融券', '保险重仓', '基金重仓', '抗癌', '金融改革', '社保重仓']",天津,,,2002-08-23
600536,中国软件,2002-05-17,sh,stock,stock_sh_600536,电子信息,"['云计算', '国产软件']",北京,,,2002-05-17
600537,亿晶光电,2003-01-23,sh,stock,stock_sh_600537,电子器件,"['太阳能', '参股金融']",浙江,,,2003-01-23
600538,国发股份,2003-01-14,sh,stock,stock_sh_600538,农药化肥,"['生物质能', '新能源']",广西,,,2003-01-14
600539,狮头股份,2001-08-24,sh,stock,stock_sh_600539,水泥行业,ST板块,山西,,,2001-08-24
600540,*ST新赛,2004-01-07,sh,stock,stock_sh_600540,农林牧渔,"['风能', '准ST股', '风能概念']",新疆,,,2004-01-07
600543,莫高股份,2004-03-24,sh,stock,stock_sh_600543,酿酒行业,"['融资融券', '陕甘宁']",甘肃,,,2004-03-24
600545,新疆城建,2003-12-03,sh,stock,stock_sh_600545,建筑建材,"['丝绸之路', '融资融券', '污水处理', '固废处理', '循环经济']",新疆,,,2003-12-03
600546,山煤国际,2003-07-31,sh,stock,stock_sh_600546,煤炭行业,"['ST板块', '融资融券', '保险重仓', '民营银行', '社保重仓']",山西,,,2003-07-31
600547,山东黄金,2003-08-28,sh,stock,stock_sh_600547,有色金属,"['融资融券', '资产注入', '保险重仓', '基金重仓', '社保重仓', '超大盘', '黄金概念']",山东,,,2003-08-28
600548,深高速,2001-12-25,sh,stock,stock_sh_600548,公路桥梁,"['深圳本地', '含H股']","['深圳', '广东']",,,2001-12-25
600549,厦门钨业,2002-11-07,sh,stock,stock_sh_600549,有色金属,"['石墨烯', '锂电池', '海峡西岸', '融资融券', '出口退税', '稀土永磁', '稀缺资源']",福建,,,2002-11-07
600550,保变电气,2001-02-28,sh,stock,stock_sh_600550,发电设备,"['低碳经济', '风能', '雄安新区', '风能概念', 'QFII重仓', '太阳能', '核电核能', '新能源', '多晶硅', '央企50']",河北,,,2001-02-28
600551,时代出版,2002-09-05,sh,stock,stock_sh_600551,传媒娱乐,"['IP变现', '文化振兴', '新三板', '皖江区域', '参股金融']",安徽,,,2002-09-05
600552,凯盛科技,2002-11-08,sh,stock,stock_sh_600552,玻璃行业,"['QFII重仓', '触摸屏', '重组概念']",安徽,,,2002-11-08
600555,海航创新,2001-03-28,sh,stock,stock_sh_600555,酒店旅游,"['赛马概念', '含B股', '土地流转', '海南自贸', '上海本地']",海南,,,2001-03-28
600556,ST慧球,2001-08-07,sh,stock,stock_sh_600556,电子信息,,广西,,,2001-08-07
600557,康缘药业,2002-09-18,sh,stock,stock_sh_600557,生物制药,"['甲型流感', '融资融券', '基金重仓', '沿海发展', '抗流感']",江苏,,,2002-09-18
600558,大西洋,2001-02-27,sh,stock,stock_sh_600558,钢铁行业,"['成渝特区', '核电核能', '参股金融']",四川,,,2001-02-27
600559,老白干酒,2002-10-29,sh,stock,stock_sh_600559,酿酒行业,"['融资融券', '社保重仓']",河北,,,2002-10-29
600560,金自天正,2002-09-19,sh,stock,stock_sh_600560,电器行业,"['智能机器', '智能电网', '机器人概念']",北京,,,2002-09-19
600561,江西长运,2002-07-16,sh,stock,stock_sh_600561,交通运输,,江西,,,2002-07-16
600562,国睿科技,2003-01-28,sh,stock,stock_sh_600562,电子信息,"['军民融合', '铁路基建', '国防军工', '军工航天']",江苏,,,2003-01-28
600563,法拉电子,2002-12-10,sh,stock,stock_sh_600563,电子器件,"['海峡西岸', '触摸屏']",福建,,,2002-12-10
600565,迪马股份,2002-07-23,sh,stock,stock_sh_600565,房地产,"['军民融合', '成渝特区', '安防服务', '国防军工', '军工航天']",重庆,,,2002-07-23
600566,济川药业,2001-08-22,sh,stock,stock_sh_600566,生物制药,"['节能环保', '农村金融']",湖北,,,2001-08-22
600567,山鹰纸业,2001-12-18,sh,stock,stock_sh_600567,造纸行业,"['业绩预升', '皖江区域']",安徽,,,2001-12-18
600568,中珠医疗,2001-05-18,sh,stock,stock_sh_600568,房地产,"['融资融券', '免疫治疗', '抗癌']",湖北,,,2001-05-18
600569,安阳钢铁,2001-08-20,sh,stock,stock_sh_600569,钢铁行业,低碳经济,河南,,,2001-08-20
600570,恒生电子,2003-12-16,sh,stock,stock_sh_600570,电子信息,"['电商概念', '股权激励', '基金重仓', '前海概念', '阿里概念', '互联金融', '参股金融']",浙江,,,2003-12-16
600571,信雅达,2002-11-01,sh,stock,stock_sh_600571,电子信息,"['股权激励', '节能环保', '金融参股', '新三板', '电子支付', '参股金融']",浙江,,,2002-11-01
600572,康恩贝,2004-04-12,sh,stock,stock_sh_600572,生物制药,"['甲型流感', '生物疫苗', '分拆上市', '资产注入', '免疫治疗', '抗癌', '业绩预升', '金融改革']",浙江,,,2004-04-12
600573,惠泉啤酒,2003-02-26,sh,stock,stock_sh_600573,酿酒行业,,福建,,,2003-02-26
600575,皖江物流,2003-03-28,sh,stock,stock_sh_600575,交通运输,"['社保重仓', '皖江区域', '重组概念', '涉矿概念']",安徽,,,2003-03-28
600576,祥源文化,2003-02-20,sh,stock,stock_sh_600576,综合行业,"['IP变现', '涉矿概念']",浙江,,,2003-02-20
600577,精达股份,2002-09-11,sh,stock,stock_sh_600577,电器行业,"['军民融合', '资产注入', '保险重仓', '信托重仓', '新三板', '物联网', '小米概念', '皖江区域', '重组概念']",安徽,,,2002-09-11
600578,京能电力,2002-05-10,sh,stock,stock_sh_600578,电力行业,"['低碳经济', '风能', '风能概念', '业绩预升', '新能源']",北京,,,2002-05-10
600579,天华院,2002-08-09,sh,stock,stock_sh_600579,机械行业,出口退税,山东,,,2002-08-09
